category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status
signal,24254,34.877,679.275,12.0844,0.0164479,11.1727,0.198764,61.631,1,0.9985,1.01218,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24254_-1.root",OK
signal,24255,33.503,619.537,11.5959,0.016909,10.4758,0.196075,59.892,1,0.999,1.0117,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24255_-1.root",OK
signal,24266,24.016,443.475,9.38355,0.0248048,11.0003,0.232757,40.71,1,0.9986,1.00839,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24266_-1.root",OK
signal,24267,12.178,252.262,6.63369,0.0475468,11.9943,0.31541,21.151,1,0.9986,1.00425,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24267_-1.root",OK
positron,24553,30.235,6.3375,1.89403,0.0249438,0.158081,0.0472442,40.664,1,0.9963,1.01056,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24553_-1.root",OK
dummy,24232,38.202,243.525,6.58614,0.0141081,3.43567,0.0929177,70.995,1,0.9984,1,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24232_-1.root",OK
dummy,24233,38.977,224.062,6.35124,0.0147892,3.31371,0.0939299,67.732,1,0.9983,1,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24233_-1.root",OK
dummy,24234,39.693,234.525,6.50449,0.0142853,3.35027,0.0929188,70.086,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24234_-1.root",OK
dummy,24268,38.466,229.05,6.42028,0.0145858,3.34089,0.0936452,68.642,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24268_-1.root",OK
dummy,24269,39.508,205.462,6.06307,0.0169188,3.47617,0.10258,59.177,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24269_-1.root",OK
positron_dummy,24555,37.467,0.675,0.963392,0.017641,0.0119077,0.0169952,56.971,1,0.995,1,"ps6",1,75.275,74.275,76.275,"66.275-68.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24555_-1.root",OK
