run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,status
27122,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,314478,13288,51.4195,0.439435,13288,OK
27123,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,293272,12323,51.4169,0.42218,12323,OK
27124,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,315077,13294,51.3934,0.447437,13294,OK
27125,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,268049,11569,51.4083,0.418525,11569,OK
27126,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,125156,5345,51.3796,0.433834,5345,OK
27127,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,451933,19347,51.3977,0.421355,19347,OK
27128,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,102529,4306,51.4511,0.485426,4306,OK
27129,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,517439,21919,51.4109,0.428513,21919,OK
27130,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,306662,13030,51.3055,0.431878,13030,OK
27131,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,321559,13609,51.2829,0.439326,13609,OK
27132,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,763481,2071,51.2566,0.386178,2071,OK
27133,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,3394078,9289,51.3453,0.415523,9289,OK
27135,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,122382,4408,51.3102,0.375679,4408,OK
27136,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,121295,4316,51.3426,0.450654,4316,OK
27137,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,119580,4365,51.3675,0.386707,4365,OK
27139,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,287429,11782,51.2712,0.423398,11782,OK
27140,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,308880,12946,51.2659,0.399803,12946,OK
27141,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,314295,13261,51.331,0.417531,13261,OK
27142,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,319811,13399,51.3174,0.41308,13399,OK
27143,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,311781,13032,,,13032,FIT_FAILED
27144,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,307212,12811,51.2655,0.400297,12811,OK
27145,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,280256,11698,51.3377,0.43294,11698,OK
27146,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,353716,14868,51.2884,0.416284,14868,OK
27147,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,316450,13315,51.2842,0.405458,13315,OK
27148,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,72673,2906,51.2386,0.392188,2906,OK
27149,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,195168,8237,51.293,0.417694,8237,OK
27150,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,111765,3906,51.3218,0.392235,3906,OK
27151,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,108022,3858,51.352,0.389143,3858,OK
27152,coin,PI-SIDIS,Dummy,-1.165,-2.766,CTime.ePiCoinTime_ROC2,92921,3327,51.2892,0.383708,3327,OK
27153,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,101744,4138,51.2664,0.344817,4138,OK
27154,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,345175,14370,51.4763,0.470979,14370,OK
27155,coin,PI-SIDIS,LH2,-1.165,-2.766,CTime.ePiCoinTime_ROC2,282427,11741,51.5171,0.403104,11741,OK
27156,coin,PI+SIDIS,LH2,-1.165,4.978,CTime.ePiCoinTime_ROC2,140243,5308,51.0582,0.415108,5308,OK
27157,coin,PI+SIDIS,LH2,-1.165,4.978,CTime.ePiCoinTime_ROC2,48950,1598,51.1281,0.366765,1598,OK
27158,coin,PI+SIDIS,LH2,-1.165,4.978,CTime.ePiCoinTime_ROC2,126421,4925,51.1411,0.412743,4925,OK
27160,coin,PI+SIDIS,Dummy,-1.165,4.978,CTime.ePiCoinTime_ROC2,30587,598,51.1676,0.395781,598,OK
27162,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,61882,3416,51.1443,0.475828,3416,OK
27163,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,321722,19418,51.2002,0.434506,19418,OK
27164,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,315458,18806,51.1816,0.425854,18806,OK
27165,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,315967,18637,51.1531,0.431769,18637,OK
27166,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,346049,20656,51.2146,0.416875,20656,OK
27167,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,343566,20303,51.2073,0.425695,20303,OK
27168,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,347694,20378,51.0603,0.442616,20378,OK
27169,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,314764,18544,51.0552,0.405524,18544,OK
27170,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,297981,17695,51.0382,0.426607,17695,OK
27171,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,5723140,21861,51.0257,0.408054,21861,OK
27172,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,206729,12546,51.0245,0.447337,12546,OK
27173,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,194940,11635,51.0327,0.402309,11635,OK
27176,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,92874,4576,51.0454,0.396553,4576,OK
27177,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,89479,4365,51.0699,0.396956,4365,OK
27178,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,92787,4485,51.0685,0.391415,4485,OK
27180,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,334795,19547,51.0333,0.43313,19547,OK
27181,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,297185,17490,51.0234,0.421425,17490,OK
27182,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,353967,20876,51.0433,0.423815,20876,OK
27183,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,365872,21675,51.0428,0.426966,21675,OK
27184,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,363859,21317,51.0667,0.430397,21317,OK
27185,coin,PI+SIDIS,LH2,-1.165,2.766,CTime.ePiCoinTime_ROC2,382284,23047,51.0197,0.438116,23047,OK
27186,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,98307,4841,51.062,0.401432,4841,OK
27187,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,73356,3301,51.068,0.428207,3301,OK
27188,coin,PI+SIDIS,Dummy,-1.165,2.766,CTime.ePiCoinTime_ROC2,123009,5970,51.0584,0.421939,5970,OK
27189,coin,PI+SIDIS,LH2,-1.165,5.154,CTime.ePiCoinTime_ROC2,20800,189,51.2281,0.429058,189,OK
27190,coin,PI+SIDIS,LH2,-1.165,5.154,CTime.ePiCoinTime_ROC2,30054,417,51.1262,0.386317,417,OK
27191,coin,PI+SIDIS,LH2,-1.165,5.154,CTime.ePiCoinTime_ROC2,30885,512,51.0753,0.394171,512,OK
27195,coin,PI+SIDIS,Dummy,-1.165,5.154,CTime.ePiCoinTime_ROC2,18606,37,,,37,LOW_STATISTICS
27196,coin,PI+SIDIS,Dummy,-1.165,5.154,CTime.ePiCoinTime_ROC2,18076,43,,,43,LOW_STATISTICS
27198,coin,PI+SIDIS,LH2,-1.165,5.154,CTime.ePiCoinTime_ROC2,27154,414,51.0211,0.382653,414,OK
27199,coin,PI+SIDIS,LH2,-1.165,5.154,CTime.ePiCoinTime_ROC2,27205,484,51.1148,0.351763,484,OK
27200,coin,PI+SIDIS,Dummy,-1.165,5.154,CTime.ePiCoinTime_ROC2,19254,46,,,46,LOW_STATISTICS
27201,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,60199,2122,51.1285,0.378426,2122,OK
27202,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,61004,2201,51.0923,0.431843,2201,OK
27203,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69415,2539,51.2421,0.447656,2539,OK
27204,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,74987,2769,50.955,0.875332,2769,OK
27206,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69714,2618,50.3146,1.2237,2618,OK
27208,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,63750,2270,49.6527,0.536417,2270,OK
27209,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,70527,2651,49.1676,0.706935,2651,OK
27210,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,67520,2571,49.6939,0.665305,2571,OK
27211,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,65077,2290,49.9559,0.474884,2290,OK
27212,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,64645,2273,49.8552,0.510983,2273,OK
27213,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,860847,2543,50.0478,0.393629,2543,OK
27216,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20544,129,50.0251,0.379409,129,OK
27217,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20752,120,49.883,0.414811,120,OK
27218,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20068,105,49.9527,0.4076,105,OK
27219,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,19759,109,49.816,0.260365,109,OK
27221,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,54491,1583,49.8237,0.427698,1583,OK
27222,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,66143,2402,49.7714,0.388861,2402,OK
27223,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,67549,2418,49.6961,0.360125,2418,OK
27224,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69896,2597,49.5805,0.386543,2597,OK
27225,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,68737,2470,49.411,0.373705,2470,OK
27226,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69711,2521,49.1519,0.399056,2521,OK
27227,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,79863,2879,48.2835,1.01283,2879,OK
27228,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69209,2435,47.3436,0.458686,2435,OK
27229,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,68033,2478,46.6998,0.671201,2478,OK
27230,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,70143,2738,46.3806,0.594353,2738,OK
27231,coin,PI+SIDIS,LH2,-1.165,3.837,CTime.ePiCoinTime_ROC2,69019,2575,46.0107,0.723101,2575,OK
27232,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20563,132,47.5285,0.339571,132,OK
27233,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20352,88,48.4741,0.368686,88,OK
27234,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20653,103,49.3655,0.442498,103,OK
27235,coin,PI+SIDIS,Dummy,-1.165,3.837,CTime.ePiCoinTime_ROC2,20459,105,49.7164,0.468079,105,OK
27236,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,62724,1415,49.8738,0.455764,1415,OK
27237,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,140383,3353,49.9094,0.385626,3353,OK
27238,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,139625,3359,50.023,0.37562,3359,OK
27239,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,134484,3043,50.0316,0.405673,3043,OK
27240,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,151851,3637,50.0827,0.391791,3637,OK
27241,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,150587,3426,50.1637,0.383801,3426,OK
27242,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,145384,3324,50.1863,0.401805,3324,OK
27243,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,146182,3319,50.1093,0.403607,3319,OK
27244,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,150916,3471,50.056,0.406275,3471,OK
27245,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,140193,3214,50.1199,0.378534,3214,OK
27246,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,141056,3175,50.147,0.376096,3175,OK
27249,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,107136,4093,50.0309,0.394694,4093,OK
27250,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,105245,4012,50.0081,0.455219,4012,OK
27251,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,106113,4088,50.0344,0.389093,4088,OK
27252,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,116088,4451,50.0413,0.438411,4451,OK
27253,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,117467,4571,49.9929,0.40474,4571,OK
27254,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,112785,4269,49.9167,0.370195,4269,OK
27255,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,115732,4430,50.0014,0.412996,4430,OK
27257,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,112172,4442,49.9974,0.410177,4442,OK
27258,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,107437,3999,49.9404,0.430994,3999,OK
27259,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,112679,4305,49.9227,0.381035,4305,OK
27261,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,1569402,4320,49.9049,0.390141,4320,OK
27265,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,24378,177,49.9317,0.42902,177,OK
27266,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,23786,185,49.7807,0.495057,185,OK
27267,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,23342,179,50.036,0.330101,179,OK
27269,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,23033,169,49.9159,0.404182,169,OK
27271,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,15522,322,49.921,0.453908,322,OK
27272,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,130880,2991,49.8519,0.432148,2991,OK
27273,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,142699,3317,49.8095,0.374457,3317,OK
27274,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,130495,3041,,,3041,FIT_FAILED
27275,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,124659,2660,49.8935,0.408827,2660,OK
27276,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,135950,3060,49.8188,0.420415,3060,OK
27277,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,140194,3154,49.8028,0.371646,3154,OK
27278,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,135022,3186,49.8249,0.37483,3186,OK
27279,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,143640,3326,49.8653,0.381687,3326,OK
27280,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,63495,1320,49.8694,0.472854,1320,OK
27281,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,204979,4862,49.779,0.406223,4862,OK
27285,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,144422,2571,49.7181,0.408297,2571,OK
27286,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,140984,2527,49.7357,0.388701,2527,OK
27287,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,137508,2495,49.7718,0.424591,2495,OK
27288,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,66159,1131,49.763,0.465722,1131,OK
27289,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,243957,4534,49.7126,0.416662,4534,OK
27290,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,148247,2752,49.6806,0.429422,2752,OK
27291,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,151508,2737,49.61,0.387476,2737,OK
27292,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,124125,2188,49.6048,0.470428,2188,OK
27293,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,141473,2588,49.61,0.405656,2588,OK
27294,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,146665,2576,49.5098,0.556465,2576,OK
27300,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,147423,3407,49.4528,0.394627,3407,OK
27301,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,142886,3261,49.4299,0.382721,3261,OK
27302,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,151832,3496,49.3854,0.408928,3496,OK
27303,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,137332,3183,49.1831,0.401186,3183,OK
27304,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,136061,3041,48.941,0.376842,3041,OK
27305,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,136100,3173,48.8887,0.409191,3173,OK
27306,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,206290,4782,48.9182,0.533716,4782,OK
27307,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,132696,3049,47.3516,1.18677,3049,OK
27308,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,138386,3039,49.6444,0.449966,3039,OK
27309,coin,PI+SIDIS,LD2,-1.165,2.978,CTime.ePiCoinTime_ROC2,90905,2011,49.6334,0.396312,2011,OK
27310,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,99540,3642,49.6428,0.390516,3642,OK
27311,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,95702,3515,49.7405,0.405728,3515,OK
27312,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,97344,3559,49.7354,0.362614,3559,OK
27313,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,86320,3049,49.7444,0.447642,3049,OK
27314,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,91474,3413,49.7161,0.389189,3413,OK
27315,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,90637,3279,49.685,0.409128,3279,OK
27316,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,92768,3467,49.7459,0.400299,3467,OK
27317,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,115507,4217,49.7576,0.40442,4217,OK
27318,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,86809,3016,49.7166,0.451384,3016,OK
27319,coin,PI+SIDIS,LH2,-1.165,2.978,CTime.ePiCoinTime_ROC2,95038,3603,49.749,0.380547,3603,OK
27320,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,24322,158,49.8537,0.398452,158,OK
27321,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,22381,152,49.8445,0.360646,152,OK
27322,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,25371,163,49.5604,0.705303,163,OK
27323,coin,PI+SIDIS,Dummy,-1.165,2.978,CTime.ePiCoinTime_ROC2,22844,159,49.763,0.3791,159,OK
27324,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,137388,3036,49.7986,0.403192,3036,OK
27326,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,139389,3253,49.8608,0.395471,3253,OK
27327,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,137634,3276,49.7574,0.389223,3276,OK
27328,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,141413,3235,49.7621,0.439516,3235,OK
27329,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,123539,2778,49.8089,0.396351,2778,OK
27330,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,114653,2571,49.8507,0.43598,2571,OK
27331,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,125008,2904,49.7801,0.381566,2904,OK
27332,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,197751,4511,49.7507,0.388972,4511,OK
27333,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,140615,3253,49.7505,0.411004,3253,OK
27334,coin,PI+SIDIS,C,-1.165,2.978,CTime.ePiCoinTime_ROC2,145082,3313,49.7711,0.419634,3313,OK
27335,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,139932,2609,49.7466,0.363448,2609,OK
27336,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,131809,2405,49.7809,0.379842,2405,OK
27337,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,128806,2329,49.761,0.421442,2329,OK
27338,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,150204,2693,49.7591,0.392788,2693,OK
27339,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,146137,2672,49.728,0.394383,2672,OK
27340,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,135491,2537,49.6806,0.385984,2537,OK
27341,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,141717,2497,49.663,0.364933,2497,OK
27342,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,63983,1017,49.6229,0.335294,1017,OK
27343,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,140223,2536,49.3958,0.550588,2536,OK
27344,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,156160,2784,49.2073,1.34379,2784,OK
27345,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,137775,2481,49.0418,1.22633,2481,OK
27347,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,142741,2663,50.082,1.39313,2663,OK
27348,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,148068,2772,51.2574,0.369097,2772,OK
27349,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,180327,3385,51.2961,0.367471,3385,OK
27350,coin,PI+SIDIS,Cu,-1.165,2.978,CTime.ePiCoinTime_ROC2,190046,3690,51.2525,0.398503,3690,OK
27358,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,98112,1199,51.3268,0.419716,1199,OK
27361,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,102882,1286,51.2587,0.324328,1286,OK
27362,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,89708,1101,51.3335,0.368736,1101,OK
27363,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,72339,807,51.3114,0.311042,807,OK
27364,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,88425,1064,51.3074,0.395037,1064,OK
27365,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,99262,1279,51.3027,0.342894,1279,OK
27366,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,94204,1210,51.2819,0.399356,1210,OK
27367,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,96857,1241,51.3041,0.371175,1241,OK
27368,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,94179,1223,51.318,0.356406,1223,OK
27369,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,96490,1287,51.2909,0.340919,1287,OK
27370,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,1462463,1324,51.2619,0.353488,1324,OK
