run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,status
27766,coin,PI-SIDIS,Dummy,-3.254,-2.738,CTime.ePiCoinTime_ROC2,761515,101614,51.2543,0.356888,101614,OK
27767,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,2632327,337983,51.2483,0.364376,337983,OK
27768,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,2087110,268069,51.2498,0.364337,268069,OK
27769,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,2374578,294178,51.2612,0.368992,294178,OK
27770,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,2587575,321692,51.254,0.364019,321692,OK
27771,coin,PI+SIDIS,Dummy,-3.254,2.738,CTime.ePiCoinTime_ROC2,2238751,287860,51.2584,0.3608,287860,OK
27772,coin,PI+SIDIS,LH2,-3.254,4.929,CTime.ePiCoinTime_ROC2,1649986,177752,51.2477,0.467763,177752,OK
27773,coin,PI+SIDIS,Dummy,-3.254,4.929,CTime.ePiCoinTime_ROC2,50637,5556,51.261,0.458433,5556,OK
27774,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,368362,42265,51.2345,0.507358,42265,OK
27775,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,214804,24680,51.2043,0.376326,24680,OK
27776,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,2344418,270945,51.0901,0.37347,270945,OK
27777,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,967329,111892,51.1214,0.378902,111892,OK
27778,coin,PI+SIDIS,LH2,-3.254,2.738,CTime.ePiCoinTime_ROC2,6963615,273569,51.1621,0.375142,273569,OK
27783,coin,PI+SIDIS,Dummy,-3.254,2.738,CTime.ePiCoinTime_ROC2,1191066,130623,51.0935,0.375862,130623,OK
27787,coin,PI+SIDIS,LH2,-3.254,4.978,CTime.ePiCoinTime_ROC2,795148,81129,51.0391,0.358576,81129,OK
27788,coin,PI+SIDIS,Dummy,-3.254,4.978,CTime.ePiCoinTime_ROC2,30698,2991,51.109,0.358399,2991,OK
27789,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,996461,110906,51.0825,0.373194,110906,OK
27790,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,1121302,124933,51.0811,0.370652,124933,OK
27791,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,3464193,142313,51.0434,0.38054,142313,OK
27796,coin,PI+SIDIS,Dummy,-3.254,2.766,CTime.ePiCoinTime_ROC2,426551,43553,51.2122,0.362565,43553,OK
27799,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,984225,125024,51.2946,0.36928,125024,OK
27800,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,936889,118624,51.3119,0.365879,118624,OK
27801,coin,PI+SIDIS,LH2,-3.254,2.766,CTime.ePiCoinTime_ROC2,988772,124961,51.3061,0.368476,124961,OK
27802,coin,PI+SIDIS,Dummy,-3.254,2.766,CTime.ePiCoinTime_ROC2,393521,48179,51.2724,0.355396,48179,OK
27803,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1242773,164378,51.1876,0.371638,164378,OK
27804,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1309737,172903,51.1962,0.544572,172903,OK
27805,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1346838,177572,51.1292,0.535986,177572,OK
27806,coin,PI-SIDIS,Dummy,-3.254,-2.766,CTime.ePiCoinTime_ROC2,527390,67878,51.2482,0.51831,67878,OK
27807,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1074456,138735,51.2028,0.515992,138735,OK
27809,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,812241,104701,51.2114,0.538136,104701,OK
27810,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,555237,72092,51.1845,0.535243,72092,OK
27811,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,557416,72863,51.2258,0.505106,72863,OK
27812,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,309521,39933,51.2741,0.480549,39933,OK
27813,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,118594,13487,51.2991,0.466841,13487,OK
27814,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1106937,142146,51.2474,0.536105,142146,OK
27815,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,995385,128661,51.237,0.510027,128661,OK
27816,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,663688,86864,51.1581,0.515295,86864,OK
27817,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,563049,73410,51.0883,0.481447,73410,OK
27818,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,29203,2515,51.0934,0.469325,2515,OK
27819,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,329534,42579,51.103,0.494093,42579,OK
27820,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,140362,16803,51.1072,0.47155,16803,OK
27821,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,1978694,254217,51.0157,0.521607,254217,OK
27822,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,2335496,299621,51.1202,0.530263,299621,OK
27823,coin,PI-SIDIS,LH2,-3.254,-2.766,CTime.ePiCoinTime_ROC2,5834998,269765,51.1516,0.536228,269765,OK
27825,coin,PI-SIDIS,Dummy,-3.254,-2.766,CTime.ePiCoinTime_ROC2,220219,26312,51.212,0.488543,26312,OK
27827,coin,PI-SIDIS,Dummy,-3.254,-2.766,CTime.ePiCoinTime_ROC2,131903,15954,51.2287,0.474737,15954,OK
27828,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,517842,67156,51.1554,0.506327,67156,OK
27829,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,547108,71018,51.1822,0.508305,71018,OK
27830,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,593467,76745,51.2034,0.504867,76745,OK
27831,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,505662,65161,51.1768,0.496021,65161,OK
27832,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,573733,74439,51.2042,0.508484,74439,OK
27833,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,414974,53660,51.2361,0.515821,53660,OK
27834,coin,PI-SIDIS,LH2,-3.254,-2.806,CTime.ePiCoinTime_ROC2,1423089,76802,51.1377,0.513518,76802,OK
27836,coin,PI-SIDIS,Dummy,-3.254,-2.806,CTime.ePiCoinTime_ROC2,73679,7450,51.2568,0.446525,7450,OK
27837,coin,PI-SIDIS,Dummy,-3.254,-2.806,CTime.ePiCoinTime_ROC2,69052,6598,51.2002,0.467945,6598,OK
27838,coin,PI-SIDIS,Dummy,-3.254,-2.806,CTime.ePiCoinTime_ROC2,28894,2206,51.1928,0.478345,2206,OK
27839,coin,PI-SIDIS,Dummy,-3.254,-2.806,CTime.ePiCoinTime_ROC2,76563,7957,51.1756,0.465977,7957,OK
27841,coin,PI+SIDIS,LH2,-3.254,5.051,CTime.ePiCoinTime_ROC2,256087,27445,51.0663,0.466507,27445,OK
27842,coin,PI+SIDIS,Dummy,-3.254,5.051,CTime.ePiCoinTime_ROC2,12780,400,51.0993,0.487781,400,OK
27843,coin,PI+SIDIS,Dummy,-3.254,5.051,CTime.ePiCoinTime_ROC2,21007,995,51.0036,0.456944,995,OK
27844,coin,PI+SIDIS,LH2,-3.254,2.806,CTime.ePiCoinTime_ROC2,762694,82028,51.1707,0.5127,82028,OK
27845,coin,PI+SIDIS,LH2,-3.254,2.806,CTime.ePiCoinTime_ROC2,835850,89907,51.2131,0.51753,89907,OK
27846,coin,PI+SIDIS,LH2,-3.254,2.806,CTime.ePiCoinTime_ROC2,783389,83782,51.1651,0.511415,83782,OK
27847,coin,PI+SIDIS,LD2,-3.254,2.806,CTime.ePiCoinTime_ROC2,901176,87607,51.1265,0.525773,87607,OK
27848,coin,PI+SIDIS,LD2,-3.254,2.806,CTime.ePiCoinTime_ROC2,908392,87750,51.1127,0.517601,87750,OK
27849,coin,PI+SIDIS,LD2,-3.254,2.806,CTime.ePiCoinTime_ROC2,1301581,127533,51.1193,0.512311,127533,OK
27852,coin,PI+SIDIS,Dummy,-3.254,2.806,CTime.ePiCoinTime_ROC2,87692,7279,51.2663,0.43286,7279,OK
27853,coin,PI+SIDIS,Dummy,-3.254,2.806,CTime.ePiCoinTime_ROC2,123426,10681,51.1915,0.475207,10681,OK
27855,coin,PI+SIDIS,LH2,-3.254,2.806,CTime.ePiCoinTime_ROC2,1966340,88361,51.0454,0.51694,88361,OK
27858,coin,PI+SIDIS,LH2,-3.254,5.154,CTime.ePiCoinTime_ROC2,67994,6447,51.1424,0.451543,6447,OK
27859,coin,PI+SIDIS,Dummy,-3.254,5.154,CTime.ePiCoinTime_ROC2,8037,224,51.1723,0.51512,224,OK
27860,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,101949,9584,51.2311,0.463126,9584,OK
27861,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,107956,10185,51.275,0.469429,10185,OK
27862,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,109719,10461,51.3058,0.459421,10461,OK
27863,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,106218,9930,51.2775,0.470054,9930,OK
27864,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,107578,10033,51.2275,0.458694,10033,OK
27867,coin,PI+SIDIS,Dummy,-3.254,3.837,CTime.ePiCoinTime_ROC2,33834,1715,51.0587,0.45726,1715,OK
27868,coin,PI+SIDIS,Dummy,-3.254,3.837,CTime.ePiCoinTime_ROC2,19503,795,51.0678,0.435865,795,OK
27871,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,109627,10441,51.0465,0.482865,10441,OK
27872,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,98739,9418,51.1324,0.469726,9418,OK
27873,coin,PI+SIDIS,LH2,-3.254,3.837,CTime.ePiCoinTime_ROC2,93118,8575,51.1641,0.464554,8575,OK
27874,coin,PI+SIDIS,Dummy,-3.254,3.837,CTime.ePiCoinTime_ROC2,40535,1836,51.1525,0.448692,1836,OK
27875,coin,PI+SIDIS,LD2,-3.254,2.978,CTime.ePiCoinTime_ROC2,143637,11687,51.1631,0.525254,11687,OK
27876,coin,PI+SIDIS,LD2,-3.254,2.978,CTime.ePiCoinTime_ROC2,512308,42525,51.1941,0.518833,42525,OK
27877,coin,PI+SIDIS,LD2,-3.254,2.978,CTime.ePiCoinTime_ROC2,555492,45745,51.192,0.512273,45745,OK
27878,coin,PI+SIDIS,LD2,-3.254,2.978,CTime.ePiCoinTime_ROC2,521453,43198,51.136,0.505118,43198,OK
27881,coin,PI+SIDIS,Dummy,-3.254,2.978,CTime.ePiCoinTime_ROC2,36212,1648,51.1381,0.458507,1648,OK
27883,coin,PI+SIDIS,Dummy,-3.254,2.978,CTime.ePiCoinTime_ROC2,9678,200,51.2046,0.480552,200,OK
27884,coin,PI+SIDIS,Dummy,-3.254,2.978,CTime.ePiCoinTime_ROC2,38794,1752,51.1604,0.473162,1752,OK
27886,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,198479,17466,51.219,0.505799,17466,OK
27887,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,173560,15098,51.2649,0.501827,15098,OK
27888,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,137748,11794,51.2641,0.502384,11794,OK
27891,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,215509,19121,51.2731,0.496769,19121,OK
27892,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,222759,20048,51.2757,0.498251,20048,OK
27893,coin,PI+SIDIS,LH2,-3.254,2.978,CTime.ePiCoinTime_ROC2,335288,15289,51.2926,0.486027,15289,OK
27898,coin,PI+SIDIS,Cu,-3.254,2.978,CTime.ePiCoinTime_ROC2,120394,6550,51.2482,0.503717,6550,OK
27899,coin,PI+SIDIS,Cu,-3.254,2.978,CTime.ePiCoinTime_ROC2,234990,13830,51.2588,0.497746,13830,OK
27900,coin,PI+SIDIS,Cu,-3.254,2.978,CTime.ePiCoinTime_ROC2,251580,15161,51.2805,0.512723,15161,OK
27901,coin,PI+SIDIS,Cu,-3.254,2.978,CTime.ePiCoinTime_ROC2,250624,14780,51.2583,0.521399,14780,OK
27902,coin,PI+SIDIS,Cu,-3.254,2.978,CTime.ePiCoinTime_ROC2,242496,14525,51.2603,0.521431,14525,OK
27905,coin,PI+SIDIS,C,-3.254,2.978,CTime.ePiCoinTime_ROC2,219645,15785,51.3094,0.495366,15785,OK
27906,coin,PI+SIDIS,C,-3.254,2.978,CTime.ePiCoinTime_ROC2,209029,15011,51.3237,0.506773,15011,OK
27907,coin,PI+SIDIS,C,-3.254,2.978,CTime.ePiCoinTime_ROC2,208148,15109,51.2948,0.508611,15109,OK
27908,coin,PI+SIDIS,C,-3.254,2.978,CTime.ePiCoinTime_ROC2,216718,15687,51.2877,0.50197,15687,OK
27909,coin,PI+SIDIS,C,-3.254,2.978,CTime.ePiCoinTime_ROC2,207035,15023,51.2901,0.498121,15023,OK
27912,coin,PI+SIDIS,LD2,-3.254,2.978,CTime.ePiCoinTime_ROC2,529744,44509,51.3001,0.523166,44509,OK
