toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
888,True,Optimization terminated successfully.,6894,9185,7146.5131,0,1,0.0005,-1.1173,-1.1017,-0.4907,-0.0422,-0.5776,0.6105,0.2011,-0.1249,0.2021,-1.1766,0.1917,0.3008,1.6181,0.2909,0.8183
889,True,Optimization terminated successfully.,32090,41669,559.9198,0,1,-0.2108,-0.7509,-0.5595,-1.4980,-0.6423,-0.1857,0.6174,0.9980,2.5584,0.6458,-2.4259,0.0219,1.4966,-0.6550,2.1574,1.5649
890,True,Optimization terminated successfully.,17492,23011,983.4194,0,1,0.0189,-0.7922,-1.9744,-0.2444,-0.4974,-0.5278,0.5902,3.3119,-0.0978,-0.3731,-1.2612,0.1086,-2.0352,3.2485,2.9399,1.1932
891,True,Optimization terminated successfully.,13374,17558,2083.0150,0,1,0.3493,-1.0112,-0.6751,-1.1459,-0.0778,-1.0302,0.7958,0.3142,0.9190,0.0131,0.4684,-0.2156,1.9214,0.9330,2.6195,0.6568
892,True,Optimization terminated successfully.,23330,30371,908.2068,1,0,-0.2541,-0.9961,1.0295,-1.6045,-0.9128,-0.1129,0.9671,-1.6789,2.5382,1.5591,-2.6731,-0.5669,5.4521,-0.7968,0.7111,1.6772
893,True,Optimization terminated successfully.,9766,13041,8022.0532,0,1,0.3254,-1.1972,-0.6050,-0.5835,-0.4538,-0.9928,0.8285,-0.5441,-0.4186,0.8877,0.3235,-0.4547,0.8075,2.1254,-0.5966,0.6813
894,True,Optimization terminated successfully.,30894,40397,862.7017,0,1,-0.2721,-0.5667,0.0903,-0.6798,-0.0533,-0.1408,0.3205,0.2059,0.9879,0.1473,-2.6066,0.5596,2.6283,1.9270,2.5060,1.5527
895,True,Optimization terminated successfully.,17388,22741,2095.9586,0,1,-0.4033,-0.7479,-0.0107,-0.3578,-1.2910,0.0951,0.5511,-0.7366,1.7700,0.0443,-3.4145,0.0193,3.5655,0.9726,1.2503,1.8067
896,True,Optimization terminated successfully.,21954,28660,484.6153,0,1,-0.1932,-0.8308,-1.2451,-0.6706,-0.9452,-0.2119,0.6441,2.2117,1.0066,1.1215,-2.3436,-0.0838,-0.2772,1.7252,1.4002,1.5431
897,True,Optimization terminated successfully.,16206,21238,2484.5817,0,1,-0.2614,-1.4555,-0.0794,-1.2092,-1.3502,-0.1008,1.6968,-0.1567,0.9577,0.1683,-2.7173,-1.8058,2.8863,1.4810,0.6473,1.7329
898,True,Optimization terminated successfully.,6618,8922,6457.3277,0,1,-0.0860,-1.0440,-0.3529,-0.9616,-0.1970,-0.3959,0.8118,0.0373,-0.1692,-0.1810,-1.7284,-0.1213,0.0892,2.0948,1.3824,1.2932
899,True,Optimization terminated successfully.,13934,18213,1278.0509,0,1,0.0506,-1.2589,-1.9617,-0.4066,-1.5113,-0.5903,1.2199,3.1427,0.1252,2.4476,-1.0539,-1.1318,-1.6608,2.9383,-0.8006,1.1174
900,True,Optimization terminated successfully.,30330,39489,540.4558,1,0,-0.0427,-0.5750,-0.3156,-0.2708,0.3578,-0.4586,0.1882,0.3152,0.1894,-1.5542,-1.5172,0.5737,2.4475,2.8868,5.2806,1.1641
901,True,Optimization terminated successfully.,35748,46515,1822.6299,0,1,0.1434,-1.1470,-0.4593,-0.5245,-1.4751,-0.8387,0.6089,-0.0974,-0.3128,1.8593,-0.2765,-0.3863,3.0673,3.1086,0.2958,0.4569
902,True,Optimization terminated successfully.,38259,49770,465.9971,0,1,-0.1089,-0.6746,-0.6300,-0.1589,-1.4126,-0.3232,0.4991,1.1591,0.2694,2.1572,-1.9619,0.2046,1.3581,2.9107,-0.0994,1.4169
903,True,Optimization terminated successfully.,9630,12702,4587.8200,0,1,0.4340,-1.2238,-1.2329,-0.6892,-1.4613,-1.2043,0.7585,0.3246,0.6084,2.4626,0.9966,-0.1537,1.2681,1.3479,-2.4078,0.2595
904,True,Optimization terminated successfully.,8842,11685,6369.8746,0,1,0.2645,-0.9732,-0.3733,-0.6120,0.3743,-0.8785,0.6302,-0.1620,-0.3570,-0.7103,-0.0368,-0.3433,2.2739,2.6297,0.7120,0.9093
905,True,Optimization terminated successfully.,10384,13732,4614.9639,0,1,-0.1365,-0.4431,-0.8096,-1.6991,-1.1327,-0.3702,-0.1914,-0.8560,0.9749,0.1601,-1.8737,1.0838,2.6494,0.7274,0.1470,1.0413
906,True,Optimization terminated successfully.,11716,15442,1200.3831,0,1,0.2302,-0.8587,-0.5557,-0.6178,-2.0221,-0.8568,0.5077,1.0380,0.4105,2.8626,-0.1412,0.0602,1.2377,2.5401,-1.4499,0.8129
907,True,Optimization terminated successfully.,18646,24366,720.2871,0,1,0.0597,-0.0883,0.3030,-1.0695,-1.5449,-0.6208,-0.6254,-0.8469,1.5936,2.4027,-0.9678,1.9229,4.1526,0.7754,-0.6160,0.9654
908,True,Optimization terminated successfully.,13287,17419,4606.4595,0,1,0.1557,-0.7494,-1.5922,-1.2074,-0.9703,-0.7956,0.0618,1.2556,-1.0231,0.9380,-0.4074,0.7327,-0.5644,2.9020,-0.3179,0.6329
909,True,Optimization terminated successfully.,9417,12435,2870.0097,1,0,0.3582,-0.7860,-1.6780,0.1361,-2.1069,-1.0754,0.2060,2.0301,-1.8903,1.4136,0.5830,0.6417,-1.0350,5.2187,-0.7724,0.4588
910,True,Optimization terminated successfully.,18935,24725,690.2574,0,1,-0.2220,-0.8800,-0.3093,-0.7990,-0.7594,-0.1969,0.6545,0.1486,1.0975,-0.0405,-2.4354,-0.2165,2.9117,1.3118,2.4855,1.4264
911,True,Optimization terminated successfully.,31871,41506,791.5548,0,1,-0.2796,-0.7683,-1.1837,-1.2299,-0.6428,-0.0582,0.7181,1.8094,2.3902,-0.3557,-2.8571,-0.0792,0.1157,-0.5338,2.8664,1.7470
912,True,Optimization terminated successfully.,9593,12741,4773.4274,0,1,-0.0805,-1.0912,-1.4878,-0.5785,-0.2180,-0.4729,0.4398,-0.2978,0.3309,-0.5213,-1.5506,-0.4693,2.5958,1.1418,2.4528,0.7798
913,True,Optimization terminated successfully.,18260,23846,4225.8953,0,1,-0.0348,-0.7898,-1.2584,-1.1080,-0.5968,-0.5459,0.0193,-0.0200,0.8091,-0.5513,-1.3071,0.2262,1.1810,0.3551,4.0658,0.7567
914,True,Optimization terminated successfully.,16109,21090,869.5743,0,1,0.0222,-1.1134,-0.6186,0.2162,-1.1934,-0.5348,1.0856,0.6208,-0.7462,1.2768,-1.2343,-0.7156,1.6746,4.1959,1.1925,1.2014
915,True,Optimization terminated successfully.,8748,11572,2319.9422,0,1,-0.2967,-0.5157,-0.1944,-1.2823,-1.0336,-0.0672,0.0676,1.1203,1.3550,-0.3300,-2.8478,0.8888,0.8584,1.0339,1.3411,1.6605
916,True,Optimization terminated successfully.,12503,16412,921.8714,1,0,0.0092,-0.7990,1.1303,0.3674,-1.3443,-0.5539,0.4728,-2.3974,-1.2262,0.9402,-1.2102,0.0894,6.4825,4.9345,0.9109,1.0293
917,True,Optimization terminated successfully.,25173,32902,738.8999,0,1,-0.1636,-1.3573,-0.4483,-0.4027,-0.9603,-0.2601,1.4951,0.4919,0.5384,0.9268,-2.1821,-1.4675,2.2363,2.2474,1.6606,1.4641
918,True,Optimization terminated successfully.,8793,11687,2881.6741,0,1,0.3383,-0.7253,-0.6628,-0.3658,-1.9583,-1.0547,0.3373,0.4979,0.7021,1.1963,0.5177,0.6465,0.6974,1.7308,0.5058,0.4677
919,True,Optimization terminated successfully.,17190,22585,401.5144,0,1,-0.2680,-0.8494,-0.3836,-1.0925,-1.0972,-0.0861,0.7256,0.6938,1.8303,1.3451,-2.7608,-0.2120,1.9331,0.4308,1.0477,1.7204
920,True,Optimization terminated successfully.,13320,17455,1589.2442,0,1,-0.3556,-0.8016,-0.3743,0.2479,-0.9965,0.0299,0.6151,0.9210,-0.9649,0.2244,-3.1636,-0.1135,1.6679,4.7471,0.9434,1.7792
921,True,Optimization terminated successfully.,27331,35705,770.9614,0,1,-0.3007,-0.8045,-1.7554,-1.4292,0.1431,-0.0432,0.7348,3.3371,2.4612,-0.5504,-2.9027,-0.0784,-2.0341,-0.5546,3.9958,1.7692
922,True,Optimization terminated successfully.,19583,25627,2291.0198,0,1,0.3824,-0.5155,-1.8456,-0.8625,-1.6284,-1.1066,-0.0626,2.1939,0.1655,3.8564,0.6805,0.8407,-0.7271,2.0826,-2.3426,0.4283
923,True,Optimization terminated successfully.,12247,16154,1217.1127,0,1,-0.5698,-0.5249,-0.1068,-1.2183,-0.8065,0.3513,0.2663,0.5945,2.0343,0.9363,-4.2804,0.5341,1.4884,0.0712,1.5550,2.1509
924,True,Optimization terminated successfully.,13075,17200,2809.0385,0,1,0.0612,-0.7374,-1.6370,-2.1250,-0.4681,-0.5653,0.5161,3.1148,2.8444,-0.4466,-1.1048,0.1221,-1.6165,-1.0012,1.3215,1.2566
925,True,Optimization terminated successfully.,12077,15838,1043.8877,0,1,0.2974,-0.1786,-0.0049,-1.4843,-1.5305,-0.9802,-0.5612,0.2943,1.9951,2.1560,0.2682,1.9286,2.8099,0.2871,-0.6504,0.6126
926,True,Optimization terminated successfully.,6615,8872,6981.3239,0,1,-0.0416,-0.7842,-1.3054,-0.6557,-0.0259,-0.4754,0.4966,-0.1494,-0.3103,0.3522,-1.4866,0.0872,0.7268,2.7879,-0.1336,1.0915
927,True,Optimization terminated successfully.,13739,17998,2244.1696,0,1,-0.3666,-0.8848,0.7314,0.2416,0.1856,0.0802,1.0508,-0.7073,-1.1606,1.6878,-3.3392,-0.7902,4.0373,4.3883,0.8051,1.9025
928,True,Optimization terminated successfully.,24971,32607,574.7983,0,1,-0.3600,-0.6760,-0.9995,-0.8268,-0.2677,0.0427,0.6855,1.8159,1.5021,0.3705,-3.2056,-0.0521,0.2594,0.9817,2.6026,1.7883
929,True,Optimization terminated successfully.,12130,16000,976.7739,0,1,-0.0087,-0.7656,-1.3636,-0.6565,-1.4695,-0.5243,0.3239,1.6836,0.7367,1.4637,-1.3024,0.2675,0.8535,1.8705,0.1612,1.0676
930,True,Optimization terminated successfully.,9079,12015,3977.0072,0,1,0.5470,-0.6060,-0.5063,-1.5256,-1.4037,-1.3701,-0.0824,-0.1123,0.8944,1.3157,1.6014,1.2530,1.1635,1.2108,-0.3010,0.1657
931,True,Optimization terminated successfully.,8145,10771,4414.5941,0,1,0.3271,-1.3016,-1.5026,-0.9083,-0.2769,-1.0429,1.0427,0.1772,0.7015,1.0863,0.4602,-0.6616,1.1545,0.6731,0.8941,0.4131
932,True,Optimization terminated successfully.,26717,34773,539.9026,0,1,-0.1992,-0.6123,-1.4547,-0.7978,-0.0365,-0.1990,0.4163,2.7604,1.3491,-0.4763,-2.4035,0.3566,-1.0237,1.1267,3.6883,1.5454
933,True,Optimization terminated successfully.,8568,11373,6408.6713,0,1,0.2578,-1.0918,-0.5533,-0.9514,-1.2950,-0.9437,0.5934,-0.2757,0.2353,0.3397,0.1204,0.1582,0.8871,1.4086,-0.0779,0.6071
934,True,Optimization terminated successfully.,11198,14772,892.8336,0,1,-0.0666,-0.7027,-0.6380,-0.9829,-0.7832,-0.4267,0.3292,0.6056,0.6612,-0.0245,-1.6705,0.4840,1.5220,1.5276,2.8621,1.2329
935,True,Optimization terminated successfully.,12439,16366,3964.9010,0,1,0.0835,-1.0571,-0.9875,-2.2115,-0.1007,-0.6397,0.9745,-0.4681,2.1319,-0.0452,-0.8929,-0.5185,1.8715,-0.7648,1.9108,1.0362
936,True,Optimization terminated successfully.,27066,35309,988.6637,1,0,0.1209,-0.6130,-0.5531,0.9280,-1.5701,-0.6925,0.1260,1.0082,-1.6230,1.6326,-0.7054,0.8626,1.4550,5.6600,-0.1573,0.9852
937,True,Optimization terminated successfully.,9387,12437,4312.2471,0,1,-0.1428,-0.4234,0.7070,-1.2755,-0.7419,-0.2853,0.0247,0.5055,0.4569,1.2455,-2.0826,1.2448,0.5118,1.7504,0.0926,1.4962
938,True,Optimization terminated successfully.,20743,27137,829.6589,0,1,-0.1911,-1.1833,-2.0074,-0.6936,-0.2196,-0.2026,1.3077,3.6716,0.9962,0.3105,-2.3646,-1.1570,-2.4153,1.6083,2.9257,1.6003
939,True,Optimization terminated successfully.,33261,43230,652.4833,0,1,-0.2745,-0.7581,-0.4335,-1.7932,-1.0264,-0.0775,0.7021,0.8779,3.1441,1.4339,-2.8013,-0.1996,2.0122,-1.4161,0.7662,1.7539
940,True,Optimization terminated successfully.,13094,17259,1830.3548,0,1,-0.0622,-0.3197,-0.3767,-0.9381,-0.7574,-0.4154,-0.2402,0.8940,1.2812,0.4767,-1.6460,1.2479,2.1945,1.5379,0.3505,1.2618
941,True,Optimization terminated successfully.,14107,18414,3168.1634,0,1,0.3927,-1.5284,-0.2088,0.7378,-0.2407,-1.1048,1.4541,-1.0454,-0.4699,-0.4308,0.7014,-1.6999,4.0158,4.3386,2.4437,0.4869
942,True,Optimization terminated successfully.,36559,47693,751.7896,0,1,-0.1636,-0.7393,0.6410,-0.7267,-1.3787,-0.2510,0.5369,-1.2379,1.3104,1.9241,-2.2247,0.1670,4.7162,1.0611,0.0534,1.4672
943,True,Optimization terminated successfully.,13225,17410,752.5862,0,1,-0.0158,-0.6553,-0.8179,0.2170,-1.3037,-0.4661,0.2514,1.5909,-0.4694,1.2058,-1.4486,0.3716,0.7601,4.0176,0.8108,1.3072
944,True,Optimization terminated successfully.,8781,11574,565.7215,0,1,-0.4103,-1.1363,-0.4400,-0.5593,-1.0218,0.1159,1.2368,0.5879,0.9410,0.9295,-3.4854,-1.0644,2.1114,1.6495,1.4698,1.8849
945,True,Optimization terminated successfully.,11226,14784,1069.7183,0,1,0.1290,-0.2467,-0.3702,-0.8994,-2.3253,-0.7334,-0.5367,-0.3247,0.6841,3.0216,-0.5886,1.6863,2.8845,1.8030,-1.6737,0.7852
946,True,Optimization terminated successfully.,16726,21897,688.9847,0,1,-0.0744,-0.9541,-1.0902,-0.9651,-0.8277,-0.3824,0.9219,1.5648,1.4953,1.6027,-1.7521,-0.5139,0.6736,1.0155,0.9558,1.3783
947,True,Optimization terminated successfully.,9796,12939,2547.4342,0,1,0.3622,-1.2794,-1.2874,-0.5639,-1.6377,-1.0612,0.8644,1.3258,0.1009,0.9872,0.5570,-0.4835,0.1342,2.0947,0.2870,0.6006
948,True,Optimization terminated successfully.,9847,13101,1183.8550,0,1,-0.4267,-0.9877,-0.6664,-0.8279,-0.5597,0.1681,1.1552,1.0320,1.7596,-0.2436,-3.6151,-0.7910,1.7638,0.7028,1.9693,2.0623
949,True,Optimization terminated successfully.,17755,23157,731.7464,0,1,0.0876,-0.6708,-0.2268,0.1284,-1.5494,-0.6438,0.3125,0.4516,-0.6748,2.1770,-0.8753,0.4626,2.2784,4.1162,-0.0904,1.0152
950,True,Optimization terminated successfully.,20118,26186,767.5202,1,0,-0.7503,-1.8097,-0.9853,-0.9684,-0.6091,0.6970,2.6515,2.6069,1.8929,0.8474,-5.4049,-3.2183,-0.8064,0.4406,1.9580,2.7958
951,True,Optimization terminated successfully.,9319,12398,4703.5163,0,1,-0.0427,-1.0614,-0.7399,-1.4220,-1.6602,-0.4889,0.5965,0.8310,0.5663,0.2230,-1.4499,0.0160,-0.3177,1.2524,0.3326,1.0831
952,True,Optimization terminated successfully.,17329,22745,840.7891,0,1,-0.0048,-0.5111,-0.5475,-0.3691,-1.3163,-0.4867,0.1365,0.9932,1.0133,2.5256,-1.4054,0.8769,1.7365,1.9003,-0.7660,1.2167
953,True,Optimization terminated successfully.,13721,18016,934.5156,0,1,0.1590,-0.4075,-0.7183,-1.6267,-1.3938,-0.7587,-0.2206,1.0067,2.3424,2.1480,-0.4797,1.3357,1.1684,-0.4160,0.0453,0.8769
954,True,Optimization terminated successfully.,6616,8874,4655.9769,0,1,0.1234,-0.7259,-0.4886,-0.5272,-1.6991,-0.7647,-0.1313,-0.9226,-0.5305,0.0658,-0.5310,1.0482,2.8191,2.9162,-0.0864,0.5939
955,True,Optimization terminated successfully.,28306,36986,613.1746,0,1,-0.1421,-0.6396,-1.7647,-0.3374,-1.1396,-0.2760,0.3505,3.0235,0.3549,1.2430,-2.1223,0.3922,-1.3255,2.6093,1.0747,1.4409
956,True,Optimization terminated successfully.,9084,11990,5555.2260,0,1,0.2055,-0.9803,-1.4148,-0.6719,-1.2712,-0.9258,0.0583,-0.2793,-0.7823,0.4844,-0.0137,0.2934,1.7715,3.2020,-0.0249,0.2403
957,True,Optimization terminated successfully.,9339,12395,9128.6673,0,1,0.3672,-1.3992,-1.0014,-0.3536,0.8392,-1.1359,0.7637,0.2327,-0.0164,0.8653,0.7428,-0.8236,0.5948,1.4906,0.1186,0.1940
958,True,Optimization terminated successfully.,11658,15273,5298.5331,0,1,0.5307,-1.3746,0.8107,-1.7448,-1.0292,-1.2960,1.0964,-1.3089,1.8814,1.0300,1.3952,-0.8487,3.3996,-0.3014,-0.6592,0.4447
959,True,Optimization terminated successfully.,22501,29430,534.8377,0,1,-0.1287,-0.7316,-0.6383,-0.0512,-1.2232,-0.2978,0.4991,1.0030,-0.0566,1.3956,-2.0410,0.1590,1.6059,3.3006,0.8698,1.4218
960,True,Optimization terminated successfully.,18294,23884,671.0876,0,1,-0.3302,-1.2227,-0.7444,-2.6665,-0.3914,0.0235,1.4565,1.3459,4.4422,-0.1053,-3.1349,-1.3726,1.0913,-3.3810,2.9989,1.8888
961,True,Optimization terminated successfully.,15557,20385,509.1716,0,1,-0.1856,-0.9175,-1.3506,-0.4526,-0.7431,-0.2090,0.8707,2.4306,0.6172,0.9527,-2.3460,-0.3947,-0.5124,2.3458,1.7258,1.5844
962,True,Optimization terminated successfully.,9418,12417,3243.8823,0,1,0.1716,-0.8941,-1.0574,-0.8891,-1.8570,-0.8535,0.2300,-0.1592,-0.1446,0.9220,-0.2333,0.2459,1.8326,2.1356,0.7067,0.4307
963,True,Optimization terminated successfully.,16594,21694,2333.7378,0,1,0.4709,-1.0826,-0.6365,-0.6718,-0.8248,-1.2345,0.8325,-0.2883,0.0097,1.0374,1.1347,-0.6752,2.8167,2.8736,1.0621,0.3518
964,True,Optimization terminated successfully.,9474,12546,2291.8612,0,1,-0.4887,-0.4029,-1.3690,-2.1539,-0.3617,0.2075,0.0078,2.1749,2.6810,0.3588,-3.8163,1.0088,-1.8362,-1.0707,2.2093,1.9082
965,True,Optimization terminated successfully.,14850,19447,4307.6614,0,1,-0.0249,-1.3245,-0.6061,-1.0701,-1.2024,-0.4700,1.3658,-0.8359,-0.1619,0.9822,-1.4735,-1.5902,2.5831,3.1367,-0.6090,1.2428
966,True,Optimization terminated successfully.,12511,16463,2777.7686,0,1,0.1289,-0.8888,-0.7665,-1.2049,-1.7372,-0.7145,0.4228,0.6414,0.5789,0.1731,-0.6354,0.2576,1.0053,1.6855,0.6192,0.9347
967,True,Optimization terminated successfully.,9861,13069,4341.6680,0,1,0.5174,-1.0774,-0.4408,-1.1463,-1.3097,-1.3898,0.2437,-1.3401,0.6856,0.3754,1.5924,-0.2111,3.7980,0.2868,2.0223,-0.2675
968,True,Optimization terminated successfully.,8805,11686,4717.5300,0,1,-0.2526,-0.4457,-2.0016,0.3865,-1.3279,-0.1574,-0.1976,1.2845,-1.1863,0.4351,-2.5767,0.7926,-0.5378,4.6647,-0.2692,1.4235
969,True,Optimization terminated successfully.,13508,17770,846.9349,0,1,-0.0357,-0.7629,-1.5160,-0.5994,-0.7452,-0.4694,0.4336,1.7074,0.6909,0.1511,-1.4597,0.1803,0.5207,1.9202,2.0227,1.2075
970,True,Optimization terminated successfully.,14268,18737,1889.4211,0,1,0.1162,-0.5747,0.4056,-0.4533,-0.3568,-0.6830,0.1582,0.9456,0.6354,0.7686,-0.7331,0.9097,1.8195,2.3357,1.1280,0.9845
971,True,Optimization terminated successfully.,17174,22494,519.0450,0,1,-0.3121,-0.9123,-0.0837,-0.8421,-0.3486,-0.0093,0.9301,0.3491,1.5118,0.0780,-3.0209,-0.4423,2.5761,0.9376,3.0041,1.8224
972,True,Optimization terminated successfully.,6955,9268,3473.8263,0,1,0.1002,-1.1740,-1.2448,-0.8832,-1.3940,-0.6819,1.0013,0.6686,0.1177,-0.0248,-0.7537,-0.5257,0.3387,1.7290,1.4310,0.9143
973,True,Optimization terminated successfully.,12617,16598,933.2893,0,1,-0.1118,-0.8397,-0.7381,-1.0683,-1.7879,-0.3341,0.5061,0.8534,0.6821,1.9330,-1.9346,-0.0337,1.3699,1.7350,-0.1217,1.3292
974,True,Optimization terminated successfully.,16588,21666,804.9465,1,0,0.1644,-0.3550,-0.1002,0.6668,-2.3073,-0.7818,-0.3403,-0.2505,-1.5960,3.5999,-0.4171,1.4577,3.4123,5.4182,-2.5301,0.7501
975,True,Optimization terminated successfully.,13081,17175,1097.6750,0,1,-0.0493,-0.6385,-0.2094,-1.1115,-0.3017,-0.3959,0.5267,0.8590,2.0407,1.0348,-1.6972,0.4815,1.4933,0.2521,1.4617,1.4567
976,True,Optimization terminated successfully.,37732,49111,462.3378,0,1,-0.2971,-0.8121,-1.4730,-0.5876,-1.4528,-0.0401,0.7204,2.7636,0.9499,2.2943,-2.9125,-0.1572,-0.9923,1.7686,-0.3653,1.7687
977,True,Optimization terminated successfully.,9524,12683,2913.5454,0,1,-0.0157,-0.4751,-1.8697,-0.2675,-0.4921,-0.5611,-0.0611,0.6035,-0.3771,1.0497,-1.2517,1.0832,1.1566,2.5892,0.7857,0.7675
978,True,Optimization terminated successfully.,17255,22538,455.2539,0,1,-0.3962,-0.9342,-0.7370,-1.0004,-1.7473,0.1197,1.0082,1.5858,1.8518,2.9367,-3.4685,-0.6273,0.7387,0.5149,-1.2360,2.0018
979,True,Optimization terminated successfully.,18900,24702,936.4758,0,1,-0.2805,-1.5039,-0.6545,0.4358,-0.4671,-0.0476,1.8458,1.4691,-0.1552,0.4844,-2.8907,-2.0599,1.0413,3.9327,2.2350,1.8030
980,True,Optimization terminated successfully.,15406,20218,632.3730,0,1,-0.2710,-0.6032,-1.0214,-1.2321,-0.8245,-0.0902,0.3598,1.8429,2.0515,1.2074,-2.7545,0.6175,0.1999,0.2057,1.1209,1.6618
981,True,Optimization terminated successfully.,12913,16963,3460.7646,0,1,-0.0740,-1.1352,-0.7804,-1.1930,-1.8062,-0.4461,0.8415,-0.8481,0.4529,1.8291,-1.6009,-0.5400,2.3228,1.3098,-0.3505,1.0382
982,True,Optimization terminated successfully.,15822,20800,847.6827,0,1,-0.4198,-1.2609,0.7325,-1.6427,-1.6592,0.1565,1.5095,-1.1722,2.7119,2.2008,-3.5827,-1.4899,4.7027,-0.9377,-0.4342,2.0466
983,True,Optimization terminated successfully.,13685,17988,806.1757,1,0,-0.0470,-0.9888,0.2248,-0.2884,0.9871,-0.4405,0.9153,-0.2696,0.1386,-2.0834,-1.5674,-0.5805,3.2745,2.7008,6.4644,1.2605
984,True,Optimization terminated successfully.,13812,18069,796.0754,0,1,-0.0703,-0.9973,-1.0003,0.0241,-1.3039,-0.4042,0.8584,0.9701,-0.3766,1.0560,-1.6991,-0.4937,1.5718,3.4974,0.9042,1.2224
985,True,Optimization terminated successfully.,12012,15784,2906.8962,0,1,0.2000,-0.7207,0.6313,-0.4999,-1.6518,-0.8377,0.2013,-1.3980,-0.1361,0.5579,-0.2257,0.1097,4.9856,3.7298,-0.2612,0.6530
986,True,Optimization terminated successfully.,9806,12968,2971.3714,0,1,0.0020,-0.8530,-0.6717,-1.2241,-1.2991,-0.5002,0.4936,1.8348,1.5844,0.4164,-1.3383,0.1222,0.4967,0.7048,-0.3370,1.2789
987,True,Optimization terminated successfully.,18602,24276,542.1910,0,1,-0.0647,-0.6160,0.0373,-0.9242,-0.2383,-0.4051,0.3369,-0.0832,1.4239,-0.3264,-1.6799,0.4224,3.1077,1.0165,3.3903,1.3017
988,True,Optimization terminated successfully.,38375,49991,648.1054,0,1,0.0669,-0.3524,-0.8636,-0.7622,-1.1266,-0.6217,-0.2553,1.1826,0.5936,1.0431,-0.9595,1.1914,1.2304,2.2846,1.1153,0.9937
989,True,Optimization terminated successfully.,9225,12213,2324.4025,1,0,-0.7993,-1.2714,-0.3624,-0.3439,-1.1827,0.7402,1.6610,0.4903,0.7160,2.5099,-5.5970,-1.5283,0.6142,2.0157,-0.6822,2.7518
990,True,Optimization terminated successfully.,19226,25190,788.8928,0,1,-0.1251,-0.1650,-1.3291,-1.1981,-0.1002,-0.3377,-0.4922,2.1985,1.7725,-0.4028,-1.9299,1.7376,-0.6455,0.4133,3.6243,1.2949
991,True,Optimization terminated successfully.,8498,11269,4754.0951,0,1,0.2088,-1.3884,-0.3551,-1.4716,-1.4512,-0.8504,1.0236,0.0135,0.3758,0.3028,-0.1853,-0.7530,0.9906,1.3863,0.4953,0.7309
992,True,Optimization terminated successfully.,17660,23174,768.2521,0,1,-0.2197,-1.2093,-0.1515,-0.9576,-1.4281,-0.1658,1.3211,0.2029,1.4072,1.5243,-2.4989,-1.2324,2.7647,1.0074,0.5018,1.6247
993,True,Optimization terminated successfully.,19308,25433,675.5021,0,1,-0.2437,-0.8091,-0.4696,-1.2250,-0.4048,-0.1081,0.7788,1.6788,2.4620,0.5216,-2.6756,-0.1791,0.5786,-0.5030,2.6766,1.7779
994,True,Optimization terminated successfully.,18397,24126,490.9552,0,1,-0.2265,-0.9363,-0.3637,-0.1590,-0.8458,-0.1516,0.8766,0.6846,0.4259,1.2148,-2.5404,-0.4743,2.0006,2.6668,1.3157,1.6162
995,True,Optimization terminated successfully.,23768,31075,440.0792,0,1,0.0422,-0.3941,-0.3755,-0.0283,-0.1569,-0.5736,-0.1284,0.4962,-0.1710,-0.6239,-1.1159,1.1713,2.2293,3.4027,3.8488,1.0318
996,True,Optimization terminated successfully.,16110,21087,3661.1725,0,1,0.4708,-1.0301,-0.9992,-0.1348,-0.2602,-1.2855,0.3507,0.6710,-0.3373,0.0338,1.2621,0.0825,2.1503,3.4094,0.8320,0.0642
997,True,Optimization terminated successfully.,23454,30689,556.6746,0,1,-0.3097,-0.8560,-1.9022,-0.8428,-1.6784,-0.0100,0.7572,3.5035,1.4059,2.7434,-3.0219,-0.2094,-2.0760,1.0685,-1.0394,1.8460
998,True,Optimization terminated successfully.,14000,18511,1713.1285,0,1,0.0441,-0.9682,-3.0142,-0.8426,-0.8940,-0.5799,0.7501,4.3622,1.0972,1.1118,-1.0983,-0.3731,-3.3117,1.2338,0.6547,1.0813
999,True,Optimization terminated successfully.,14316,18797,3007.6188,0,1,0.2929,-1.0599,-0.9328,-1.8215,-0.2501,-0.9876,0.5383,-0.4213,1.3211,0.1218,0.2818,-0.2738,2.5816,0.7092,1.7509,0.5231
1000,True,Optimization terminated successfully.,10442,13866,4131.9983,0,1,0.1948,-1.6703,-1.1996,-1.3679,-0.9288,-0.7956,1.6817,1.2558,1.6341,0.4383,-0.3427,-2.0120,0.8904,0.3738,-0.3012,0.9159
1001,True,Optimization terminated successfully.,28991,37700,622.8141,0,1,-0.3179,-0.8903,-1.9130,-0.2417,-2.2613,0.0058,0.9597,3.1771,0.3196,3.5448,-3.0988,-0.4683,-1.5641,2.8502,-2.4190,1.8414
1002,True,Optimization terminated successfully.,17943,23564,456.8357,0,1,-0.3712,-1.1948,-0.3629,-0.6860,-1.1401,0.0864,1.3841,0.9414,1.2804,1.7629,-3.3598,-1.2297,1.7249,1.3394,0.5163,1.9664
