toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
1869,True,Optimization terminated successfully.,22229,29045,1120.4044,1,0,0.0672,-0.7857,-0.5458,0.4603,-1.1514,-0.6100,0.5350,1.1931,-1.4459,1.1749,-0.9999,0.0103,1.6671,5.3986,0.3818,1.0637
1870,True,Optimization terminated successfully.,12690,16686,620.7981,0,1,-0.2804,-0.9365,-1.9256,-1.3376,-0.1687,-0.0510,0.9797,3.7087,2.3202,-0.3591,-2.8734,-0.5792,-2.4915,-0.3683,3.7212,1.8230
1871,True,Optimization terminated successfully.,14973,19625,2016.5296,1,0,-0.4658,-0.8714,-2.9013,-0.4488,-0.2696,0.2158,0.8883,5.4401,-0.1163,0.0577,-3.8102,-0.3112,-5.0222,3.0616,1.6775,2.0709
1872,True,Optimization terminated successfully.,32884,42918,538.1395,0,1,-0.3340,-1.0787,-0.1052,-0.3365,-0.1189,0.0230,1.1599,0.4762,0.5060,-0.1337,-3.1356,-0.8919,2.2953,2.4729,3.2977,1.8125
1873,True,Optimization terminated successfully.,13041,17119,1439.4771,0,1,0.1969,-1.0734,-0.5414,-0.5398,-1.9539,-0.8364,0.6257,0.8933,-0.1399,2.1471,-0.2261,-0.4027,1.6538,3.2620,-0.8576,0.6821
1874,True,Optimization terminated successfully.,22452,29331,883.3414,0,1,-0.2824,-1.3414,0.5593,-0.7835,0.1444,-0.0793,1.5764,-0.9870,1.3006,-1.0256,-2.7956,-1.5439,4.3077,1.1778,4.1912,1.7193
1875,True,Optimization terminated successfully.,9880,13122,7647.2876,0,1,0.3370,-1.2596,-0.0271,-1.6393,-0.3458,-1.0528,0.7697,-0.4450,0.2602,0.4021,0.5147,-0.6141,0.6001,1.8696,0.8356,0.4562
1876,True,Optimization terminated successfully.,44668,58181,437.6809,0,1,-0.1285,-0.6451,-0.2354,-0.6347,0.0864,-0.3182,0.3525,0.2227,0.9931,-0.9235,-1.9870,0.4098,2.6687,1.8012,4.3865,1.3594
1877,True,Optimization terminated successfully.,12867,16938,719.1571,0,1,-0.3583,-0.7917,-1.4129,-2.3447,-1.2680,0.0478,0.7221,2.5349,4.1092,1.9305,-3.2160,-0.2017,-0.7071,-2.9012,0.1086,1.8685
1878,True,Optimization terminated successfully.,6414,8604,6517.7752,0,1,-0.0793,-0.9796,-1.1479,-0.6982,-0.0523,-0.4047,0.6072,-0.3685,0.2699,0.4160,-1.6965,-0.0343,0.8122,1.9199,0.1566,1.2437
1879,True,Optimization terminated successfully.,8954,11864,5411.1973,0,1,-0.3774,-0.5554,-1.1042,-1.3720,-0.8543,0.0558,-0.0382,1.8276,1.6557,-0.3914,-3.2723,0.9824,-1.6955,0.1250,0.6885,1.8183
1880,True,Optimization terminated successfully.,11795,15530,550.8642,0,1,-0.0551,-0.8264,-0.1436,-0.2795,-1.4235,-0.4187,0.6271,0.1359,0.3737,1.9367,-1.6164,-0.0739,2.9712,2.6783,-0.0370,1.3186
1881,True,Optimization terminated successfully.,17759,23194,667.6548,0,1,-0.0902,-0.7452,-0.5112,0.5074,-1.4848,-0.3527,0.5533,0.8533,-0.9132,2.5251,-1.8553,0.1394,1.6836,4.5357,-0.7175,1.3906
1882,True,Optimization terminated successfully.,6616,8847,6738.9100,0,1,0.1536,-1.2031,-1.6051,0.4885,-0.4981,-0.8333,0.5884,-0.6950,-0.0137,0.4975,-0.3076,-0.4669,1.6399,2.2070,0.6387,0.3990
1883,True,Optimization terminated successfully.,9478,12476,5449.3783,0,1,0.2363,-1.2287,-1.0380,-0.9272,-1.5613,-0.9585,0.4917,-0.4347,-0.2512,0.7402,0.1131,-0.0735,1.5615,2.1047,-0.3015,0.3129
1884,True,Optimization terminated successfully.,13520,17861,1255.4503,0,1,-0.2183,-0.5853,-2.7217,-0.9099,-0.3866,-0.1373,0.4457,4.8035,1.3087,1.4686,-2.5716,0.1270,-4.1180,1.2806,1.2271,1.7192
1885,True,Optimization terminated successfully.,23398,30501,1074.6764,0,1,-0.1996,-0.5428,-1.5150,-1.3592,-0.6168,-0.2011,0.1572,1.9228,1.3313,-0.1914,-2.3893,0.4586,-0.4206,0.8964,2.9605,1.4256
1886,True,Optimization terminated successfully.,14013,18361,3528.8678,0,1,0.4902,-0.8677,-0.4527,-0.9764,0.1531,-1.2571,0.3830,0.8161,0.5517,1.6870,1.2384,0.1486,0.6230,1.9531,1.1245,0.3015
1887,True,Optimization terminated successfully.,42113,54775,495.0996,0,1,-0.2737,-0.9991,-1.1553,-0.5878,-1.1946,-0.0767,0.9897,2.0652,1.1409,1.5237,-2.7996,-0.6341,0.0027,1.6271,0.8316,1.7405
1888,True,Optimization terminated successfully.,16298,21351,618.3272,0,1,-0.2748,-0.8158,-1.6974,-0.0120,-1.2073,-0.0799,0.7677,3.0311,-0.2139,1.7513,-2.7875,-0.2622,-1.5532,3.4905,0.4558,1.7363
1889,True,Optimization terminated successfully.,9357,12399,4912.9169,0,1,-0.1301,-1.1047,-0.8148,-0.9190,-1.4044,-0.3301,0.8938,-0.1366,-0.4441,-0.1352,-1.9629,-0.6561,1.1862,2.6648,0.6661,1.3172
1890,True,Optimization terminated successfully.,16240,21335,3639.4210,0,1,0.1133,-1.6879,0.1299,-1.0185,-1.0012,-0.6487,1.7869,-0.3121,0.9806,0.4865,-0.8176,-2.2002,3.5122,1.7731,-0.2347,1.1133
1891,True,Optimization terminated successfully.,27260,35445,1182.3340,1,0,-0.3156,-1.4592,0.9107,-0.9149,-1.1513,-0.0093,1.7554,-1.8064,1.6753,1.4147,-3.0216,-1.9308,5.6434,0.6601,0.8056,1.8324
1892,True,Optimization terminated successfully.,6290,8435,5292.4578,0,1,0.0131,-1.0827,-0.4729,-1.3462,-0.6785,-0.5607,0.8873,-0.8105,0.6644,0.5569,-1.1777,-0.1883,1.3251,0.7165,0.9548,1.0195
1893,True,Optimization terminated successfully.,9790,12952,4268.8315,0,1,0.3142,-1.0771,-1.8599,-0.9670,-1.1849,-1.0317,0.5874,0.5055,0.6086,0.4532,0.4007,-0.2656,0.3925,0.5430,1.6376,0.3975
1894,True,Optimization terminated successfully.,17728,23241,786.3595,0,1,-0.2116,-0.8263,0.6295,-0.8570,-0.7930,-0.1959,0.7117,-0.9176,1.4241,0.0194,-2.4104,-0.1471,4.2538,1.0451,2.4343,1.4696
1895,True,Optimization terminated successfully.,13929,18320,969.9253,0,1,-0.3473,-0.6966,-0.0447,-0.3889,-1.0413,0.0228,0.5947,0.7119,1.1150,2.9244,-3.1494,0.0798,2.2121,1.7156,-0.9952,1.7604
1896,True,Optimization terminated successfully.,32916,42929,641.1890,1,0,-0.2428,-1.0210,-0.9330,-0.7606,0.9552,-0.1168,1.0405,1.9793,1.2095,-2.0121,-2.6573,-0.7349,0.0803,1.3881,6.1957,1.7107
1897,True,Optimization terminated successfully.,14350,18850,2154.3626,0,1,-0.2180,-0.5599,-0.5754,0.2369,-1.3522,-0.1694,0.3098,1.6921,0.6516,0.7781,-2.4766,0.6664,0.6407,2.8870,-0.3439,1.5676
1898,True,Optimization terminated successfully.,12597,16539,2110.0335,0,1,-0.0937,-1.7378,-0.6875,-1.0137,-1.5893,-0.3890,1.9108,0.1384,0.9477,0.5553,-1.7463,-2.3995,2.2126,0.8891,1.4080,1.2439
1899,True,Optimization terminated successfully.,27617,35974,535.1858,0,1,-0.1513,-0.4458,-0.9574,-0.8280,-1.9185,-0.2783,0.0737,1.7426,1.2130,2.9282,-2.1212,0.9262,0.3926,1.4288,-1.4013,1.4093
1900,True,Optimization terminated successfully.,12518,16444,6878.6193,0,1,0.1378,-1.1712,0.1172,-1.4295,-0.4401,-0.7609,0.6997,0.3089,1.5605,-0.2153,-0.5034,0.1601,0.5140,-0.0953,0.4338,0.7813
1901,True,Optimization terminated successfully.,14382,18863,1074.1535,0,1,-0.4124,-1.0649,0.7269,-0.8669,-0.6053,0.1393,1.2155,-0.4830,1.9656,1.6473,-3.5374,-0.8097,3.4251,0.2718,1.0451,1.9863
1902,True,Optimization terminated successfully.,34417,44681,982.1582,0,1,-0.1993,-0.9000,-0.8638,-0.8502,0.0960,-0.1627,0.8764,1.8419,1.4838,0.8510,-2.4930,-0.4078,0.2212,1.0298,2.2994,1.6733
1903,True,Optimization terminated successfully.,16759,21936,472.1559,0,1,0.0943,-0.0967,-0.5185,0.2706,-0.6517,-0.6787,-0.6925,0.6480,-0.7433,0.2484,-0.7830,2.0614,1.8932,4.2608,2.5183,0.8452
1904,True,Optimization terminated successfully.,21436,27995,1056.4446,0,1,-0.1054,-1.0150,-1.0266,-0.7777,-0.4331,-0.3161,0.9659,1.6254,1.2379,0.0671,-1.9580,-0.4116,-0.3430,0.9084,3.3622,1.5117
1905,True,Optimization terminated successfully.,18363,24005,706.0358,0,1,-0.0998,-0.3495,-1.3179,-1.8575,-0.1532,-0.3557,-0.0202,2.3308,3.1748,-0.2194,-1.8406,1.1456,-0.4851,-1.4799,3.2599,1.3391
1906,True,Optimization terminated successfully.,19367,25369,593.0508,1,0,-0.2271,-0.8554,-1.1288,-0.9008,0.4998,-0.1398,0.7911,2.0987,1.4756,-1.6233,-2.5636,-0.2752,-0.1757,0.9546,5.5345,1.6645
1907,True,Optimization terminated successfully.,12649,16698,912.9861,0,1,-0.1167,-1.0406,-1.5237,-0.1460,-1.3788,-0.3251,0.8669,2.2214,-0.2355,0.6708,-1.9488,-0.6055,-0.4247,3.3980,1.3614,1.3969
1908,True,Optimization terminated successfully.,7860,10416,1745.9583,1,0,-0.7583,-0.8769,-1.7191,-0.9475,-1.7456,0.6409,0.9049,2.7713,1.3560,1.8957,-5.2970,-0.5030,-1.9551,0.5414,-0.0078,2.4155
1909,True,Optimization terminated successfully.,35262,45827,555.0320,0,1,-0.0382,-0.4241,0.1576,-1.4216,-0.2559,-0.4583,-0.1743,-0.2846,2.0256,-0.7195,-1.5089,1.1723,3.5194,0.0123,3.8255,1.1834
1910,True,Optimization terminated successfully.,13725,18080,755.8691,0,1,-0.1465,-0.8002,0.3978,-0.5822,-0.1807,-0.2934,0.6229,-0.9192,0.9869,0.2096,-2.0757,0.0289,4.1889,1.5682,2.8846,1.3929
1911,True,Optimization terminated successfully.,8596,11402,6899.9875,0,1,-0.1044,-1.0110,-1.3915,0.0077,-0.2214,-0.4207,0.4269,0.1495,0.0616,-0.3996,-1.7155,0.1671,0.8619,2.2928,0.3303,0.9533
1912,True,Optimization terminated successfully.,42307,55086,607.7497,0,1,-0.3344,-0.9638,-0.6610,-0.9257,0.2581,-0.0007,1.0184,1.3271,1.7224,-1.2812,-3.0678,-0.6491,1.0078,0.5407,4.9886,1.8241
1913,True,Optimization terminated successfully.,12630,16682,4378.2871,0,1,-0.1932,-0.7600,-1.7757,-0.2874,0.0117,-0.2741,0.3265,0.6315,-0.4240,1.1664,-2.2092,0.2997,0.0412,2.3311,1.5731,1.1602
1914,True,Optimization terminated successfully.,15160,19982,3153.8805,1,0,0.0987,-1.4835,1.5247,-1.5901,-0.8109,-0.6414,1.5119,-3.1548,2.1121,0.1302,-0.8418,-1.5563,7.3688,-0.2196,0.6055,1.0482
1915,True,Optimization terminated successfully.,27425,35785,928.2371,0,1,-0.4019,-0.9941,0.2930,-1.5235,0.0156,0.1140,1.1456,0.0234,2.4047,-0.9083,-3.4409,-0.7186,2.5078,-0.4171,4.3219,1.9374
1916,True,Optimization terminated successfully.,12826,16860,748.1085,0,1,-0.3116,-0.6441,-0.5651,-1.1980,-0.5584,-0.0233,0.4401,1.6647,1.9641,-0.3403,-2.9893,0.2250,0.5349,-0.0523,3.7413,1.7339
1917,True,Optimization terminated successfully.,12469,16352,994.1025,0,1,0.0869,-0.8114,-1.6213,0.2551,-0.8907,-0.6406,0.5346,2.3119,-0.1866,0.8621,-0.8865,0.1182,-0.6447,3.6227,1.4982,0.9947
1918,True,Optimization terminated successfully.,11309,15049,4305.8993,0,1,0.0120,-1.1256,-0.9434,-0.9655,-1.0116,-0.5781,0.7269,-0.2582,-0.6707,0.1967,-1.1536,-0.4103,1.7986,2.9161,0.4303,0.9091
1919,True,Optimization terminated successfully.,16964,22181,1031.9109,0,1,0.0200,-0.8135,-1.8831,0.1820,-1.6218,-0.5410,0.5880,3.2191,-0.7764,2.1397,-1.2270,-0.0763,-1.5900,4.3315,-0.7105,1.1812
1920,True,Optimization terminated successfully.,26342,34664,1379.4337,0,1,0.1679,-0.3983,-1.2315,-0.8005,-2.2124,-0.7949,0.0026,0.8180,0.4322,3.4311,-0.3596,1.1156,1.5328,1.9763,-2.1190,0.8031
1921,True,Optimization terminated successfully.,9128,12152,3874.1639,0,1,0.1074,-0.6109,-0.6901,-1.2119,-0.6805,-0.6949,0.0238,-0.1259,-0.5663,1.0375,-0.7174,0.9585,1.9079,2.3641,-0.2892,0.9212
1922,True,Optimization terminated successfully.,9129,12102,8069.9612,0,1,0.2404,-1.3229,-0.4628,-1.0775,0.0103,-0.9298,0.8157,-0.5745,0.4950,0.3063,0.0457,-0.7480,0.2841,0.2823,2.6511,0.4310
1923,True,Optimization terminated successfully.,12997,17064,1730.6773,0,1,-0.0165,-0.7605,0.0182,-0.9774,-0.7735,-0.4603,0.5953,1.6629,1.9017,1.3849,-1.4747,0.3334,0.3253,-0.0551,1.3667,1.3347
1924,True,Optimization terminated successfully.,14811,19417,670.3939,1,0,0.1007,-0.4948,-0.4263,0.5293,-1.5403,-0.6759,-0.0258,0.5512,-1.5304,1.8221,-0.7775,0.9080,2.3642,5.4434,-0.0658,0.8808
1925,True,Optimization terminated successfully.,9303,12317,4140.2773,0,1,-0.1147,-1.1501,-0.5633,-0.9548,-1.0602,-0.3916,0.7483,-0.1716,0.4062,0.1330,-1.7843,-0.6026,2.7259,2.3513,-0.4057,1.0243
1926,True,Optimization terminated successfully.,9605,12645,3122.9676,0,1,0.2153,-1.1176,-0.6105,-2.0835,-1.0914,-0.8218,0.8086,1.0721,2.4130,0.4222,-0.2135,-0.4778,1.0414,-0.7079,-0.0762,0.9612
1927,True,Optimization terminated successfully.,16250,21367,688.2585,0,1,-0.0463,-0.9722,-1.6944,-0.8371,-0.2391,-0.4233,0.8841,2.7450,1.2720,-0.2116,-1.6197,-0.4724,-1.1033,1.1312,3.5259,1.2963
1928,True,Optimization terminated successfully.,7443,9903,2671.5449,0,1,-0.2316,-1.4823,-1.5007,-0.1380,-0.8104,-0.1975,1.4676,0.8272,-0.4330,-0.8449,-2.4318,-1.5112,0.9064,3.0200,2.7434,1.3787
1929,True,Optimization terminated successfully.,33207,43223,712.8407,1,0,-0.2337,-0.7301,-1.0796,-1.1461,0.2515,-0.1653,0.5148,2.1830,1.7913,-1.5462,-2.5111,0.2256,-0.3200,0.5707,5.1864,1.5444
1930,True,Optimization terminated successfully.,9588,12769,6161.6553,0,1,0.0521,-1.3540,-1.3596,-1.3619,-0.1787,-0.5679,1.6579,0.5534,0.7151,1.7759,-1.1347,-1.5483,0.0739,1.0629,-1.1399,1.2042
1931,True,Optimization terminated successfully.,12085,15915,1409.6281,0,1,0.1530,-0.6594,-0.3981,-1.8503,-1.2534,-0.7910,0.0379,-0.3172,2.3975,0.2808,-0.4204,0.7342,3.2827,-1.0713,1.8369,0.6827
1932,True,Optimization terminated successfully.,18653,24580,3107.1579,1,0,0.6211,-0.5484,-2.1421,0.0093,-2.2264,-1.4681,-0.2006,2.6002,-2.0696,1.9662,1.9208,0.9869,-1.5430,5.4758,-1.1309,-0.0003
1933,True,Optimization terminated successfully.,33041,43075,958.9294,0,1,0.2929,-0.8014,0.0735,0.3587,-1.3381,-0.9682,0.3038,-0.6104,-1.2542,1.7915,0.2016,0.3569,3.7960,4.9558,0.1094,0.5996
1934,True,Optimization terminated successfully.,18228,23837,1008.3591,0,1,-0.3651,-0.4859,-1.2874,-2.5902,-0.2535,0.0647,0.2392,2.4900,4.5179,0.4383,-3.2805,0.6167,-0.8312,-3.7722,2.6643,1.8533
1935,True,Optimization terminated successfully.,16449,21552,648.2052,0,1,-0.1823,-0.6136,-1.5401,-0.5003,-0.0394,-0.2067,0.4410,2.9860,0.8242,-0.1021,-2.3550,0.3206,-1.4095,1.9163,3.4044,1.5787
1936,True,Optimization terminated successfully.,11730,15512,549.5119,0,1,-0.1514,-0.7430,-0.0436,-0.8457,-0.8868,-0.2888,0.4278,-0.0757,1.4300,0.7909,-2.0811,0.0955,3.1802,1.1911,1.8479,1.3651
1937,True,Optimization terminated successfully.,13514,17698,5636.4574,0,1,-0.1169,-0.8845,-0.8688,-0.6509,-0.5686,-0.4453,-0.0383,-0.2559,0.3356,-0.9777,-1.6675,0.8363,0.7114,1.2049,2.7932,0.7602
1938,True,Optimization terminated successfully.,20072,26391,6078.8726,0,1,-0.4632,-1.3836,0.9205,-2.1409,-0.5238,0.2402,1.5141,0.1215,0.4424,1.0210,-3.8633,-1.4522,1.5562,0.3676,0.0729,2.1936
1939,True,Optimization terminated successfully.,12380,16371,563.9789,0,1,-0.4122,-0.9129,-1.4321,-0.1706,-0.9654,0.1372,0.9366,2.7572,0.0039,1.0334,-3.5238,-0.5063,-1.0574,3.0040,1.5444,1.9411
1940,True,Optimization terminated successfully.,9740,12885,3204.1805,0,1,0.0050,-0.8727,-1.7622,-1.1938,-1.3192,-0.5805,0.1713,1.7255,1.3096,0.7159,-1.1519,0.1496,0.5950,0.8668,-0.2472,0.7801
1941,True,Optimization terminated successfully.,11387,15063,3194.1280,0,1,-0.3124,-0.8972,-1.0256,-0.6428,-1.3550,-0.0726,0.5288,0.2653,0.0168,0.0020,-2.8596,-0.0428,1.3665,2.5732,0.8579,1.4875
1942,True,Optimization terminated successfully.,9467,12450,5752.6550,0,1,0.1560,-1.2103,-1.1161,-1.1687,0.0358,-0.7735,0.6758,0.0720,-0.3844,0.3008,-0.4409,-0.5041,1.4220,1.8284,0.5842,0.8196
1943,True,Optimization terminated successfully.,9868,13071,7567.9357,0,1,0.3164,-0.1785,-1.5900,-0.4512,-0.1624,-1.0761,-1.0247,0.4080,-1.5172,1.4324,0.5239,2.3075,-0.6228,3.5487,-0.3734,0.1172
1944,True,Optimization terminated successfully.,9873,13156,5204.9336,0,1,0.2101,-1.0024,-1.2369,-1.0939,-0.9633,-0.8710,0.4506,-0.0427,-0.7506,0.2224,-0.1363,-0.1788,1.3636,2.9127,0.1985,0.6255
1945,True,Optimization terminated successfully.,24197,31522,2388.5078,1,0,0.4420,-0.7632,-1.1549,1.8801,-1.6153,-1.2637,-0.1430,1.0926,-4.2822,1.5494,1.2072,0.7331,1.2143,9.4632,-0.5609,0.1753
1946,True,Optimization terminated successfully.,22895,29911,932.4022,0,1,-0.2952,-0.7733,0.1273,0.1269,0.7901,-0.0235,0.7565,-0.0146,0.2513,-0.9173,-2.9675,-0.2210,3.1557,2.7399,4.5565,1.8160
1947,True,Optimization terminated successfully.,13158,17291,1602.4695,0,1,0.3370,-0.2802,-0.9594,-0.4874,-0.6559,-1.0603,-0.5444,0.8361,0.2744,0.8345,0.5062,1.6394,2.3583,2.4616,0.8294,0.3503
1948,True,Optimization terminated successfully.,24145,31462,769.6880,0,1,-0.3677,-0.9917,0.5843,-0.8170,-0.5278,0.0639,0.9682,-0.9688,1.4642,0.3607,-3.2805,-0.6333,4.4707,0.9500,2.2722,1.8361
1949,True,Optimization terminated successfully.,14809,19414,2860.4167,0,1,-0.1727,-0.6097,-1.2932,-0.2145,-1.0847,-0.2256,0.3388,2.3641,0.4051,-0.0498,-2.2846,0.3775,-0.5883,2.7444,0.1474,1.6111
1950,True,Optimization terminated successfully.,18296,24008,844.9850,1,0,0.0388,-0.3334,-1.5104,-1.6996,0.5361,-0.5774,-0.2721,2.3081,2.4907,-1.8095,-1.1057,1.3777,-0.5384,-0.7042,5.7142,1.0427
1951,True,Optimization terminated successfully.,10307,13611,559.9494,0,1,-0.0510,-0.8512,-0.6326,-0.7326,-1.3334,-0.4662,0.5188,0.7508,0.9139,1.6654,-1.5172,0.0810,1.9950,1.5659,0.4952,1.1075
1952,True,Optimization terminated successfully.,21829,28397,935.7340,0,1,-0.4260,-0.7296,-0.9476,-0.9773,-1.1363,0.1779,0.6432,1.9365,1.2476,0.6705,-3.6599,-0.1450,0.0675,1.3792,1.0890,2.0604
1953,True,Optimization terminated successfully.,9184,12176,7150.8652,0,1,0.0928,-1.0794,-0.8477,-0.9825,-0.7419,-0.6892,0.5675,0.0061,0.4688,0.0273,-0.7636,-0.3537,1.6065,1.7643,-1.0013,0.7815
1954,True,Optimization terminated successfully.,26183,34178,542.1100,0,1,-0.2889,-0.9654,-0.2333,-1.5797,-1.4460,-0.0410,0.9927,0.5299,2.8469,2.3109,-2.9193,-0.6203,2.3196,-1.0934,-0.3026,1.8068
1955,True,Optimization terminated successfully.,8853,11736,3761.9364,0,1,-0.2304,-0.7390,-0.9471,-2.3797,-0.3090,-0.1889,0.2386,1.0537,2.8859,1.0232,-2.4452,0.7348,-0.6507,-1.3105,0.6076,1.4682
1956,True,Optimization terminated successfully.,26903,35184,2733.3993,0,1,0.3631,-0.9247,-0.7619,-0.9108,-0.6728,-1.1370,0.4597,0.9041,0.7691,0.3711,0.7865,-0.1407,0.2208,0.9276,2.5221,0.3779
1957,True,Optimization terminated successfully.,8049,10727,7232.0145,0,1,0.1091,-1.0795,-0.9183,-0.5466,-0.5470,-0.7096,0.5430,0.9080,0.3211,0.2852,-0.6806,0.3201,-0.5412,1.4730,-0.6051,0.8435
1958,True,Optimization terminated successfully.,9977,13189,3153.3729,0,1,0.2649,-1.0422,-0.9559,-0.0496,-0.5096,-0.9215,0.8211,0.1905,-0.0190,0.2801,0.0849,-0.5104,2.3847,3.6091,0.5915,0.6453
1959,True,Optimization terminated successfully.,8888,11808,3636.4782,0,1,0.4018,-1.4025,-0.5936,-1.3744,-1.3445,-1.1228,1.3290,0.2852,0.5281,0.9234,0.7719,-1.0820,1.4118,1.4043,0.1232,0.5022
1960,True,Optimization terminated successfully.,8405,11184,1745.5122,0,1,0.3625,-0.8991,-1.4338,-0.5461,-2.2016,-1.0858,0.3781,1.6841,-0.1485,2.7657,0.6137,0.1701,0.1574,2.9872,-1.5328,0.4383
1961,True,Optimization terminated successfully.,14973,19516,1492.9981,0,1,-0.0749,-1.1599,-0.9880,-1.4730,-1.0631,-0.3978,0.8538,1.2083,1.1588,0.1401,-1.7187,-0.8070,1.1179,1.0466,1.8228,1.2598
1962,True,Optimization terminated successfully.,37799,49236,736.3341,0,1,0.0735,-0.5888,-0.1526,-0.5603,-2.0685,-0.6274,0.0640,0.2867,0.5775,3.2733,-0.9238,0.8396,2.5752,2.2464,-1.9247,1.0474
1963,True,Optimization terminated successfully.,11917,15667,1202.4397,0,1,0.2892,-0.6765,-0.6652,-0.9614,-0.7866,-0.9455,0.2705,0.8117,1.3733,1.3018,0.1622,0.6877,1.7013,0.6282,1.0376,0.7304
1964,True,Optimization terminated successfully.,10322,13651,791.0333,0,1,-0.2386,-0.7887,-1.1981,0.3446,-0.0655,-0.1331,0.6988,1.7253,0.4990,-0.2035,-2.6134,-0.1794,0.4074,2.9735,3.2834,1.6061
1965,True,Optimization terminated successfully.,23775,31054,512.5771,0,1,-0.1955,-0.6239,-1.1491,-0.5211,-0.9879,-0.2118,0.3369,1.8891,0.9728,1.3340,-2.3381,0.5927,0.0593,1.6174,1.2028,1.4979
1966,True,Optimization terminated successfully.,26162,34142,674.1464,0,1,-0.4405,-1.0073,-2.0421,-0.8731,0.1107,0.1895,1.2211,3.7341,1.6893,-0.7137,-3.6997,-0.9680,-2.4116,0.9154,4.0520,2.1036
1967,True,Optimization terminated successfully.,20318,26579,1265.3918,0,1,0.0008,-1.4600,-0.2617,0.4250,-0.7935,-0.5220,1.4934,-0.0431,-1.2593,0.1669,-1.3054,-1.6148,3.0080,4.9394,2.1264,1.1517
1968,True,Optimization terminated successfully.,7760,10296,6845.9023,0,1,0.0566,-1.2681,-0.4743,-0.6726,-0.3766,-0.6909,0.7165,-0.5415,-0.2363,0.5680,-0.7998,-0.0102,1.4429,2.0086,-0.1003,0.5564
1969,True,Optimization terminated successfully.,16373,21396,499.3134,0,1,0.0395,-0.7999,-0.9431,-0.3368,-0.6286,-0.5812,0.4844,1.4545,0.3656,0.0473,-1.0971,0.1334,0.7493,2.7072,2.8560,1.0743
1970,True,Optimization terminated successfully.,41239,53741,562.5839,0,1,-0.3246,-0.7504,-1.2338,-0.4538,-0.0529,-0.0011,0.8151,2.4898,0.6457,0.3139,-3.0515,-0.2586,-0.5388,2.1389,2.8237,1.8131
1971,True,Optimization terminated successfully.,9904,13092,3690.2823,0,1,0.1514,-0.9700,-0.5508,-1.4624,-0.9770,-0.7422,0.6005,0.1229,1.8779,0.1736,-0.5162,-0.1759,2.6722,0.2787,-0.2295,0.9001
1972,True,Optimization terminated successfully.,7370,9830,6536.9715,0,1,0.3701,-1.1837,-1.1970,0.0644,-0.9753,-1.2005,0.3941,-0.0725,0.5375,0.9468,0.8922,0.2326,1.2194,1.8451,-0.3676,-0.2188
1973,True,Optimization terminated successfully.,17948,23628,713.2797,0,1,-0.0279,-0.9765,-0.8060,-0.9870,-0.6114,-0.4638,0.8434,1.0984,1.2833,-0.1698,-1.4820,-0.3957,1.1607,0.9929,3.1114,1.2646
1974,True,Optimization terminated successfully.,20964,27292,786.8704,0,1,-0.4776,-0.5273,-1.6268,-0.4691,-0.9992,0.2273,0.4442,3.2307,0.4764,1.5303,-3.8586,0.3195,-1.9657,2.3824,0.8284,2.0622
1975,True,Optimization terminated successfully.,17998,23569,1014.8463,0,1,-0.1268,-1.6236,-0.0381,-1.2516,-0.0808,-0.2892,2.0152,-0.1743,2.0161,-0.5875,-2.0644,-2.4124,2.9995,0.2647,3.9039,1.5714
1976,True,Optimization terminated successfully.,8247,10952,3222.5010,0,1,0.3984,-1.4326,0.6667,-0.9677,-1.3617,-1.1209,1.3690,-1.5296,0.3773,1.4705,0.7597,-1.4060,4.9617,2.4140,-0.8507,0.4767
1977,True,Optimization terminated successfully.,6924,9271,8529.7281,0,1,0.3095,-0.9388,-1.3076,0.1493,-0.7338,-1.0216,0.4553,-0.5658,0.3479,0.2717,0.3607,-0.0284,1.1304,2.1130,-0.7136,0.3832
1978,True,Optimization terminated successfully.,15528,20375,531.1032,0,1,-0.2877,-0.8485,-1.3101,-0.8192,0.0756,-0.0561,0.8354,2.5171,1.4220,-0.7042,-2.8735,-0.3613,-0.6260,1.0069,4.1467,1.7383
1979,True,Optimization terminated successfully.,17521,23005,534.8832,0,1,-0.1170,-0.6198,-0.9372,-1.4396,-0.1674,-0.3357,0.2925,1.2816,2.1020,-0.6776,-1.9349,0.4635,1.1892,-0.1203,3.7242,1.3398
1980,True,Optimization terminated successfully.,16304,21340,2408.3461,0,1,0.0599,-0.6159,-0.1454,-0.5103,-1.1933,-0.6254,0.2513,-0.5098,0.0964,0.4617,-0.9617,0.5211,3.8548,2.8592,-0.1760,0.9641
1981,True,Optimization terminated successfully.,8952,11865,9062.7442,0,1,0.1947,-1.0292,-1.3692,0.6126,-0.0188,-0.8481,0.5142,-0.4752,0.2417,0.5783,-0.2113,-0.2535,0.3689,1.6045,0.5630,0.5831
1982,True,Optimization terminated successfully.,9202,12153,3221.9925,0,1,0.2881,-1.0413,-0.8326,-1.3788,-1.2834,-0.9419,0.8953,-0.4693,0.4462,1.4282,0.1562,-0.8043,2.1501,1.5230,0.8185,0.6702
