Detector,2026 rsidis,2025 rsidis,diff,status
hchv15:02:001:V0Set,1360,1360,0,MATCH
hchv15:02:001:VMon,1360.04,1360.06,-0.02,MATCH
hchv15:02:002:IMon,2331.64,2331.62,0.02,MATCH
hchv15:02:002:V0Set,1481,1481,0,MATCH
hchv15:02:002:VMon,1480.97,1481.03,-0.06,MATCH
hchv15:02:003:IMon,2039.13,2039.27,-0.14,MATCH
hchv15:02:003:V0Set,1292,1292,0,MATCH
hchv15:02:003:VMon,1292.08,1292.12,-0.04,MATCH
hchv15:02:004:IMon,2154.21,2154.25,-0.04,MATCH
hchv15:02:004:V0Set,1365,1365,0,MATCH
hchv15:02:004:VMon,1365.01,1365.1,-0.09,MATCH
hchv15:02:005:IMon,2420.13,2414.07,6.06,MISMATCH
hchv15:02:005:V0Set,1690,1690,0,MATCH
hchv15:02:005:VMon,1690.07,1690.17,-0.10,MATCH
hchv15:02:008:IMon,505.34,505.35,-0.01,MATCH
hchv15:02:008:V0Set,1400,1400,0,MATCH
hchv15:02:008:VMon,1399.87,1399.91,-0.04,MATCH
hchv15:02:009:IMon,505.74,505.79,-0.05,MATCH
hchv15:02:009:V0Set,1400,1400,0,MATCH
hchv15:02:009:VMon,1399.84,1399.92,-0.08,MATCH
hchv15:02:010:IMon,505.2,505.21,-0.01,MATCH
hchv15:02:010:V0Set,1400,1400,0,MATCH
hchv15:02:010:VMon,1399.88,1399.93,-0.05,MATCH
hchv15:02:011:IMon,506.47,506.57,-0.10,MATCH
hchv15:02:011:V0Set,1400,1400,0,MATCH
hchv15:02:011:VMon,1399.85,1399.9,-0.05,MATCH
hchv15:02:012:IMon,505.16,505.25,-0.09,MATCH
hchv15:02:012:V0Set,1400,1400,0,MATCH
hchv15:02:012:VMon,1400.07,1400.1,-0.03,MATCH
hchv15:02:013:IMon,505.06,505.11,-0.05,MATCH
hchv15:02:013:V0Set,1400,1400,0,MATCH
hchv15:02:013:VMon,1399.98,1399.97,0.01,MATCH
hchv15:02:014:IMon,505.81,505.85,-0.04,MATCH
hchv15:02:014:V0Set,1400,1400,0,MATCH
hchv15:02:014:VMon,1400.06,1400.05,0.01,MATCH
hchv15:02:015:IMon,505.18,505.27,-0.09,MATCH
hchv15:02:015:V0Set,1400,1400,0,MATCH
hchv15:02:015:VMon,1400.08,1400.09,-0.01,MATCH
hchv15:02:016:IMon,505.07,505.1,-0.03,MATCH
hchv15:02:016:V0Set,1400,1400,0,MATCH
hchv15:02:016:VMon,1400.02,1400.02,0.00,MATCH
hchv15:02:017:IMon,505.37,505.38,-0.01,MATCH
hchv15:02:017:V0Set,1400,1400,0,MATCH
hchv15:02:017:VMon,1399.9,1399.94,-0.04,MATCH
hchv15:02:018:IMon,505.7,505.75,-0.05,MATCH
hchv15:02:018:V0Set,1400,1400,0,MATCH
hchv15:02:018:VMon,1399.9,1399.94,-0.04,MATCH
hchv15:02:019:IMon,492.46,492.61,-0.15,MATCH
hchv15:02:019:V0Set,1400,1400,0,MATCH
hchv15:02:019:VMon,1399.94,1399.98,-0.04,MATCH
hchv15:02:020:IMon,505.72,505.79,-0.07,MATCH
hchv15:02:020:V0Set,1400,1400,0,MATCH
hchv15:02:020:VMon,1399.91,1399.99,-0.08,MATCH
hchv15:02:021:IMon,505.21,505.24,-0.03,MATCH
hchv15:02:021:V0Set,1400,1400,0,MATCH
hchv15:02:021:VMon,1399.89,1399.96,-0.07,MATCH
hchv15:06:000:IMon,503.81,503.8,0.01,MATCH
hchv15:06:000:V0Set,1400,1400,0,MATCH
hchv15:06:000:VMon,1399.97,1399.98,-0.01,MATCH
hchv15:06:001:IMon,504.03,504.02,0.01,MATCH
hchv15:06:001:V0Set,1400,1400,0,MATCH
hchv15:06:001:VMon,1399.91,1399.93,-0.02,MATCH
hchv15:06:002:IMon,504.07,504.09,-0.02,MATCH
hchv15:06:002:V0Set,1400,1400,0,MATCH
hchv15:06:002:VMon,1399.79,1399.81,-0.02,MATCH
hchv15:06:004:IMon,498.42,498.41,0.01,MATCH
hchv15:06:004:V0Set,1385,1385,0,MATCH
hchv15:06:004:VMon,1384.96,1384.98,-0.02,MATCH
hchv15:06:005:IMon,484.29,484.34,-0.05,MATCH
hchv15:06:005:V0Set,1345,1345,0,MATCH
hchv15:06:005:VMon,1345.01,1345.05,-0.04,MATCH
hchv15:06:006:IMon,499.05,499.06,-0.01,MATCH
hchv15:06:006:V0Set,1385,1385,0,MATCH
hchv15:06:006:VMon,1385.07,1385.07,0.00,MATCH
hchv15:06:007:IMon,394.85,394.81,0.04,MATCH
hchv15:06:007:V0Set,1095,1095,0,MATCH
hchv15:06:007:VMon,1095.08,1095.1,-0.02,MATCH
hchv15:06:008:IMon,541.76,541.73,0.03,MATCH
hchv15:06:008:V0Set,1500,1500,0,MATCH
hchv15:06:008:VMon,1500.06,1500.06,0.00,MATCH
hchv15:06:009:IMon,458.41,458.45,-0.04,MATCH
hchv15:06:009:V0Set,1270,1270,0,MATCH
hchv15:06:009:VMon,1270.08,1270.1,-0.02,MATCH
hchv15:06:010:IMon,505.41,505.44,-0.03,MATCH
hchv15:06:010:V0Set,1400,1400,0,MATCH
hchv15:06:010:VMon,1399.93,1399.94,-0.01,MATCH
hchv15:06:011:IMon,506.19,506.18,0.01,MATCH
hchv15:06:011:V0Set,1400,1400,0,MATCH
hchv15:06:011:VMon,1399.99,1399.99,0.00,MATCH
hchv15:06:012:IMon,504.25,504.19,0.06,MATCH
hchv15:06:012:V0Set,1400,1400,0,MATCH
hchv15:06:012:VMon,1400.11,1400.11,0.00,MATCH
hchv15:06:013:IMon,501.47,501.55,-0.08,MATCH
hchv15:06:013:V0Set,1400,1400,0,MATCH
hchv15:06:013:VMon,1400.22,1400.22,0.00,MATCH
hchv15:06:015:IMon,504.18,504.2,-0.02,MATCH
hchv15:06:015:V0Set,1400,1400,0,MATCH
hchv15:06:015:VMon,1400.09,1400.07,0.02,MATCH
hchv15:06:016:IMon,505.07,505.08,-0.01,MATCH
hchv15:06:016:V0Set,1400,1400,0,MATCH
hchv15:06:016:VMon,1400.05,1400.08,-0.03,MATCH
hchv15:06:017:IMon,505.59,505.59,0.00,MATCH
hchv15:06:017:V0Set,1400,1400,0,MATCH
hchv15:06:017:VMon,1399.98,1399.99,-0.01,MATCH
hchv15:06:018:IMon,505.63,505.67,-0.04,MATCH
hchv15:06:018:V0Set,1400,1400,0,MATCH
hchv15:06:018:VMon,1399.96,1399.99,-0.03,MATCH
hchv15:06:019:IMon,488.52,488.53,-0.01,MATCH
hchv15:06:019:V0Set,1355,1355,0,MATCH
hchv15:06:019:VMon,1355.09,1355.11,-0.02,MATCH
hchv15:06:020:IMon,563.3,563.27,0.03,MATCH
hchv15:06:020:V0Set,1560,1560,0,MATCH
hchv15:06:020:VMon,1559.99,1559.97,0.02,MATCH
hchv15:06:021:IMon,454.61,454.67,-0.06,MATCH
hchv15:06:021:V0Set,1260,1260,0,MATCH
hchv15:06:021:VMon,1260.03,1260.04,-0.01,MATCH
hchv15:06:022:IMon,514.59,514.59,0.00,MATCH
hchv15:06:022:V0Set,1425,1425,0,MATCH
hchv15:06:022:VMon,1425.13,1425.11,0.02,MATCH
hchv15:06:023:IMon,447.43,447.43,0.00,MATCH
hchv15:06:023:V0Set,1240,1240,0,MATCH
hchv15:06:023:VMon,1240.21,1240.21,0.00,MATCH
hchv15:08:000:IMon,483.5,483.48,0.02,MATCH
hchv15:08:000:V0Set,1340,1340,0,MATCH
hchv15:08:000:VMon,1339.91,1339.92,-0.01,MATCH
hchv15:08:001:IMon,506.52,506.49,0.03,MATCH
hchv15:08:001:V0Set,1405,1405,0,MATCH
hchv15:08:001:VMon,1404.94,1404.94,0.00,MATCH
hchv15:08:002:IMon,478.81,478.77,0.04,MATCH
hchv15:08:002:V0Set,1325,1325,0,MATCH
hchv15:08:002:VMon,1324.93,1324.93,0.00,MATCH
hchv15:08:003:IMon,504.66,504.63,0.03,MATCH
hchv15:08:003:V0Set,1400,1400,0,MATCH
hchv15:08:003:VMon,1399.93,1399.94,-0.01,MATCH
hchv15:08:004:IMon,505.02,504.97,0.05,MATCH
hchv15:08:004:V0Set,1400,1400,0,MATCH
hchv15:08:004:VMon,1399.84,1399.84,0.00,MATCH
hchv15:08:005:IMon,505.16,505.13,0.03,MATCH
hchv15:08:005:V0Set,1400,1400,0,MATCH
hchv15:08:005:VMon,1399.87,1399.87,0.00,MATCH
hchv15:08:008:IMon,504.81,504.73,0.08,MATCH
hchv15:08:008:V0Set,1400,1400,0,MATCH
hchv15:08:008:VMon,1400.04,1400.02,0.02,MATCH
hchv15:08:009:IMon,504.65,504.69,-0.04,MATCH
hchv15:08:009:V0Set,1400,1400,0,MATCH
hchv15:08:009:VMon,1399.94,1399.95,-0.01,MATCH
hchv15:08:010:IMon,451.1,451.12,-0.02,MATCH
hchv15:08:010:V0Set,1250,1250,0,MATCH
hchv15:08:010:VMon,1249.96,1249.97,-0.01,MATCH
hchv15:08:011:IMon,576.65,576.62,0.03,MATCH
hchv15:08:011:V0Set,1600,1600,0,MATCH
hchv15:08:011:VMon,1599.95,1599.95,0.00,MATCH
hchv15:08:012:IMon,519.64,519.57,0.07,MATCH
hchv15:08:012:V0Set,1440,1440,0,MATCH
hchv15:08:012:VMon,1439.98,1439.93,0.05,MATCH
hchv15:08:013:IMon,574.87,574.81,0.06,MATCH
hchv15:08:013:V0Set,1595,1595,0,MATCH
hchv15:08:013:VMon,1595.08,1595.02,0.06,MATCH
hchv15:08:014:IMon,520.98,521,-0.02,MATCH
hchv15:08:014:V0Set,1445,1445,0,MATCH
hchv15:08:014:VMon,1444.9,1444.85,0.05,MATCH
hchv15:08:015:IMon,488.48,488.41,0.07,MATCH
hchv15:08:015:V0Set,1355,1355,0,MATCH
hchv15:08:015:VMon,1354.96,1354.91,0.05,MATCH
hchv15:08:016:IMon,488.16,488.17,-0.01,MATCH
hchv15:08:016:V0Set,1355,1355,0,MATCH
hchv15:08:016:VMon,1354.97,1355.01,-0.04,MATCH
hchv15:08:017:IMon,550.18,550.2,-0.02,MATCH
hchv15:08:017:V0Set,1525,1525,0,MATCH
hchv15:08:017:VMon,1524.88,1524.9,-0.02,MATCH
hchv15:08:018:IMon,518.55,518.56,-0.01,MATCH
hchv15:08:018:V0Set,1440,1440,0,MATCH
hchv15:08:018:VMon,1439.96,1439.97,-0.01,MATCH
hchv15:08:019:IMon,554.55,554.53,0.02,MATCH
hchv15:08:019:V0Set,1540,1540,0,MATCH
hchv15:08:019:VMon,1540.06,1540.07,-0.01,MATCH
hchv15:08:020:IMon,505.43,505.42,0.01,MATCH
hchv15:08:020:V0Set,1400,1400,0,MATCH
hchv15:08:020:VMon,1400.07,1400.08,-0.01,MATCH
hchv15:08:021:IMon,505.34,505.35,-0.01,MATCH
hchv15:08:021:V0Set,1400,1400,0,MATCH
hchv15:08:021:VMon,1399.99,1400.03,-0.04,MATCH
hchv15:12:000:IMon,505.24,505.23,0.01,MATCH
hchv15:12:000:V0Set,1400,1400,0,MATCH
hchv15:12:000:VMon,1400,1400.02,-0.02,MATCH
hchv15:12:001:IMon,509.33,508.95,0.38,MATCH
hchv15:12:001:V0Set,1415,1415,0,MATCH
hchv15:12:001:VMon,1414.97,1414.99,-0.02,MATCH
hchv15:12:002:IMon,574.8,574.76,0.04,MATCH
hchv15:12:002:V0Set,1595,1595,0,MATCH
hchv15:12:002:VMon,1594.89,1594.91,-0.02,MATCH
hchv15:12:003:IMon,464.64,464.71,-0.07,MATCH
hchv15:12:003:V0Set,1290,1290,0,MATCH
hchv15:12:003:VMon,1290.03,1290.04,-0.01,MATCH
hchv15:12:004:IMon,517.72,517.75,-0.03,MATCH
hchv15:12:004:V0Set,1435,1435,0,MATCH
hchv15:12:004:VMon,1434.72,1434.74,-0.02,MATCH
hchv15:12:005:IMon,543.72,543.7,0.02,MATCH
hchv15:12:005:V0Set,1510,1510,0,MATCH
hchv15:12:005:VMon,1509.77,1509.78,-0.01,MATCH
hchv15:12:006:IMon,470.4,470.49,-0.09,MATCH
hchv15:12:006:V0Set,1305,1305,0,MATCH
hchv15:12:006:VMon,1304.79,1304.81,-0.02,MATCH
hchv15:12:007:IMon,465.23,465.27,-0.04,MATCH
hchv15:12:007:V0Set,1290,1290,0,MATCH
hchv15:12:007:VMon,1289.9,1289.9,0.0,MATCH
hchv15:12:008:IMon,562.91,562.89,0.02,MATCH
hchv15:12:008:V0Set,1560,1560,0,MATCH
hchv15:12:008:VMon,1560.04,1560.06,-0.02,MATCH
hchv15:12:009:IMon,518.27,518.23,0.04,MATCH
hchv15:12:009:V0Set,1435,1435,0,MATCH
hchv15:12:009:VMon,1434.99,1434.99,0.00,MATCH
hchv15:12:010:IMon,531.92,531.81,0.11,MATCH
hchv15:12:010:V0Set,1475,1475,0,MATCH
hchv15:12:010:VMon,1474.91,1474.94,-0.03,MATCH
hchv15:12:011:IMon,528.25,528.29,-0.04,MATCH
hchv15:12:011:V0Set,1465,1465,0,MATCH
hchv15:12:011:VMon,1464.9,1464.91,-0.01,MATCH
hchv15:12:012:IMon,504.45,504.54,-0.09,MATCH
hchv15:12:012:V0Set,1400,1400,0,MATCH
hchv15:12:012:VMon,1399.96,1400.01,-0.05,MATCH
hchv15:12:013:IMon,505.01,505.02,-0.01,MATCH
hchv15:12:013:V0Set,1400,1400,0,MATCH
hchv15:12:013:VMon,1399.94,1399.97,-0.03,MATCH
hchv15:12:016:IMon,457.78,457.77,0.01,MATCH
hchv15:12:016:V0Set,1270,1270,0,MATCH
hchv15:12:016:VMon,1269.96,1269.98,-0.02,MATCH
hchv15:12:017:IMon,573.36,573.34,0.02,MATCH
hchv15:12:017:V0Set,1590,1590,0,MATCH
hchv15:12:017:VMon,1589.95,1589.96,-0.01,MATCH
hchv15:12:018:IMon,513.45,513.43,0.02,MATCH
hchv15:12:018:V0Set,1425,1425,0,MATCH
hchv15:12:018:VMon,1425.04,1425.04,0.00,MATCH
hchv15:12:019:IMon,555.65,556.24,-0.59,MATCH
hchv15:12:019:V0Set,1545,1545,0,MATCH
hchv15:12:019:VMon,1545.02,1545.03,-0.01,MATCH
hchv15:12:020:IMon,521.04,521.07,-0.03,MATCH
hchv15:12:020:V0Set,1445,1445,0,MATCH
hchv15:12:020:VMon,1444.99,1445.06,-0.07,MATCH
hchv15:12:021:IMon,537.75,537.74,0.01,MATCH
hchv15:12:021:V0Set,1490,1490,0,MATCH
hchv15:12:021:VMon,1489.91,1489.98,-0.07,MATCH
hchv15:12:022:IMon,504.65,504.69,-0.04,MATCH
hchv15:12:022:V0Set,1400,1400,0,MATCH
hchv15:12:022:VMon,1399.93,1400.01,-0.08,MATCH
hchv15:12:023:IMon,482.46,482.53,-0.07,MATCH
hchv15:12:023:V0Set,1340,1340,0,MATCH
hchv15:12:023:VMon,1339.92,1340,-0.08,MATCH
hchv15:14:000:IMon,489.86,489.93,-0.07,MATCH
hchv15:14:000:V0Set,1360,1360,0,MATCH
hchv15:14:000:VMon,1359.92,1359.95,-0.03,MATCH
hchv15:14:001:IMon,522.91,522.88,0.03,MATCH
hchv15:14:001:V0Set,1450,1450,0,MATCH
hchv15:14:001:VMon,1450.01,1450.02,-0.01,MATCH
hchv15:14:002:IMon,516.32,516.31,0.01,MATCH
hchv15:14:002:V0Set,1430,1430,0,MATCH
hchv15:14:002:VMon,1429.85,1429.89,-0.04,MATCH
hchv15:14:003:IMon,484.89,484.95,-0.06,MATCH
hchv15:14:003:V0Set,1345,1345,0,MATCH
hchv15:14:003:VMon,1344.91,1344.95,-0.04,MATCH
hchv15:14:004:IMon,515.23,515.28,-0.05,MATCH
hchv15:14:004:V0Set,1430,1430,0,MATCH
hchv15:14:004:VMon,1429.81,1429.87,-0.06,MATCH
hchv15:14:005:IMon,504.79,504.81,-0.02,MATCH
hchv15:14:005:V0Set,1400,1400,0,MATCH
hchv15:14:005:VMon,1399.73,1399.78,-0.05,MATCH
hchv16:00:000:IMon,2652.66,2652.84,-0.18,MATCH
hchv16:00:000:V0Set,1690,1690,0,MATCH
hchv16:00:000:VMon,1690.32,1690.3,0.02,MATCH
hchv16:00:002:IMon,2232.11,2232.3,-0.19,MATCH
hchv16:00:002:V0Set,1420,1420,0,MATCH
hchv16:00:002:VMon,1419.99,1419.99,0.00,MATCH
hchv16:00:003:IMon,2579.98,2580,-0.02,MATCH
hchv16:00:003:V0Set,1644,1644,0,MATCH
hchv16:00:003:VMon,1644.12,1644.13,-0.01,MATCH
hchv16:00:004:IMon,2319.81,2319.96,-0.15,MATCH
hchv16:00:004:V0Set,1476,1476,0,MATCH
hchv16:00:004:VMon,1475.91,1475.94,-0.03,MATCH
hchv16:00:005:IMon,2224.29,2224.35,-0.06,MATCH
hchv16:00:005:V0Set,1416,1416,0,MATCH
hchv16:00:005:VMon,1415.87,1415.9,-0.03,MATCH
hchv16:00:006:IMon,2189.25,2189.28,-0.03,MATCH
hchv16:00:006:V0Set,1392,1392,0,MATCH
hchv16:00:006:VMon,1391.87,1391.89,-0.02,MATCH
hchv16:00:007:IMon,2435.03,2435.32,-0.29,MATCH
hchv16:00:007:V0Set,1550,1550,0,MATCH
hchv16:00:007:VMon,1549.88,1549.92,-0.04,MATCH
hchv16:00:008:IMon,2323.19,2323.38,-0.19,MATCH
hchv16:00:008:V0Set,1476,1476,0,MATCH
hchv16:00:008:VMon,1475.96,1475.96,0.00,MATCH
hchv16:00:009:IMon,2392.22,2392.57,-0.35,MATCH
hchv16:00:009:V0Set,1523,1523,0,MATCH
hchv16:00:009:VMon,1523.07,1523.08,-0.01,MATCH
hchv16:00:010:IMon,2340.05,2340.26,-0.21,MATCH
hchv16:00:010:V0Set,1490,1490,0,MATCH
hchv16:00:010:VMon,1489.98,1489.95,0.03,MATCH
hchv16:00:011:IMon,2294.81,2295.01,-0.20,MATCH
hchv16:00:011:V0Set,1459,1459,0,MATCH
hchv16:00:011:VMon,1458.9,1458.93,-0.03,MATCH
hchv16:00:012:IMon,2510.7,2510.88,-0.18,MATCH
hchv16:00:012:V0Set,1595,1595,0,MATCH
hchv16:00:012:VMon,1594.99,1594.99,0.00,MATCH
hchv16:00:013:IMon,2550.16,2550.5,-0.34,MATCH
hchv16:00:013:V0Set,1624,1624,0,MATCH
hchv16:00:013:VMon,1623.95,1624,-0.05,MATCH
hchv16:00:014:IMon,2226.85,2226.94,-0.09,MATCH
hchv16:00:014:V0Set,1417,1417,0,MATCH
hchv16:00:014:VMon,1416.95,1416.94,0.01,MATCH
hchv16:00:015:IMon,2266.18,2266.35,-0.17,MATCH
hchv16:00:015:V0Set,1442,1442,0,MATCH
hchv16:00:015:VMon,1442,1442.01,-0.01,MATCH
hchv16:00:016:IMon,2380.35,2380.55,-0.20,MATCH
hchv16:00:016:V0Set,1515,1515,0,MATCH
hchv16:00:016:VMon,1515.02,1515.03,-0.01,MATCH
hchv16:00:017:IMon,2549.32,2549.46,-0.14,MATCH
hchv16:00:017:V0Set,1624,1624,0,MATCH
hchv16:00:017:VMon,1624.1,1624.12,-0.02,MATCH
hchv16:00:018:IMon,2513.37,2513.3,0.07,MATCH
hchv16:00:018:V0Set,1600,1600,0,MATCH
hchv16:00:018:VMon,1599.98,1599.98,0.00,MATCH
hchv16:00:019:IMon,2377.1,2377.22,-0.12,MATCH
hchv16:00:019:V0Set,1513,1513,0,MATCH
hchv16:00:019:VMon,1513.03,1513.06,-0.03,MATCH
hchv16:00:020:IMon,2634.24,2634.05,0.19,MATCH
hchv16:00:020:V0Set,1679,1679,0,MATCH
hchv16:00:020:VMon,1678.95,1679.06,-0.11,MATCH
hchv16:00:021:IMon,2511.32,2511.6,-0.28,MATCH
hchv16:00:021:V0Set,1600,1600,0,MATCH
hchv16:00:021:VMon,1599.86,1599.97,-0.11,MATCH
hchv16:00:022:IMon,2278.46,2278.66,-0.20,MATCH
hchv16:00:022:V0Set,1450,1450,0,MATCH
hchv16:00:022:VMon,1449.99,1450.06,-0.07,MATCH
hchv16:03:000:IMon,2492.65,2492.93,-0.28,MATCH
hchv16:03:000:V0Set,1588,1588,0,MATCH
hchv16:03:000:VMon,1587.98,1587.95,0.03,MATCH
hchv16:03:001:IMon,2650.89,2651.18,-0.29,MATCH
hchv16:03:001:V0Set,1690,1690,0,MATCH
hchv16:03:001:VMon,1689.9,1689.89,0.01,MATCH
hchv16:03:002:IMon,2511.88,2512.27,-0.39,MATCH
hchv16:03:002:V0Set,1600,1600,0,MATCH
hchv16:03:002:VMon,1599.93,1599.89,0.04,MATCH
hchv16:03:003:IMon,2433.84,2433.92,-0.08,MATCH
hchv16:03:003:V0Set,1550,1550,0,MATCH
hchv16:03:003:VMon,1549.98,1549.95,0.03,MATCH
hchv16:03:004:IMon,2488.78,2488.66,0.12,MATCH
hchv16:03:004:V0Set,1585,1585,0,MATCH
hchv16:03:004:VMon,1584.85,1584.82,0.03,MATCH
hchv16:03:005:IMon,2429.58,2429.91,-0.33,MATCH
hchv16:03:005:V0Set,1547,1547,0,MATCH
hchv16:03:005:VMon,1546.89,1546.9,-0.01,MATCH
hchv16:03:006:IMon,2278.06,2278.08,-0.02,MATCH
hchv16:03:006:V0Set,1450,1450,0,MATCH
hchv16:03:006:VMon,1449.89,1449.88,0.01,MATCH
hchv16:03:007:IMon,2427.34,2427.68,-0.34,MATCH
hchv16:03:007:V0Set,1550,1550,0,MATCH
hchv16:03:007:VMon,1549.92,1549.9,0.02,MATCH
hchv16:03:008:IMon,2340.81,2340.93,-0.12,MATCH
hchv16:03:008:V0Set,1490,1490,0,MATCH
hchv16:03:008:VMon,1489.86,1489.84,0.02,MATCH
hchv16:03:009:IMon,2379.54,2379.67,-0.13,MATCH
hchv16:03:009:V0Set,1515,1515,0,MATCH
hchv16:03:009:VMon,1514.94,1514.91,0.03,MATCH
hchv16:03:010:IMon,2387.34,2387.64,-0.30,MATCH
hchv16:03:010:V0Set,1520,1520,0,MATCH
hchv16:03:010:VMon,1519.9,1519.89,0.01,MATCH
hchv16:03:011:IMon,2433.49,2433.62,-0.13,MATCH
hchv16:03:011:V0Set,1550,1550,0,MATCH
hchv16:03:011:VMon,1549.82,1549.81,0.01,MATCH
hchv16:03:012:IMon,2378.69,2379.3,-0.61,MATCH
hchv16:03:012:V0Set,1515,1515,0,MATCH
hchv16:03:012:VMon,1514.82,1514.88,-0.06,MATCH
hchv16:03:013:IMon,2356.24,2356.62,-0.38,MATCH
hchv16:03:013:V0Set,1500,1500,0,MATCH
hchv16:03:013:VMon,1499.78,1499.83,-0.05,MATCH
hchv16:03:014:IMon,2292.6,2292.82,-0.22,MATCH
hchv16:03:014:V0Set,1460,1460,0,MATCH
hchv16:03:014:VMon,1459.81,1459.83,-0.02,MATCH
hchv16:03:015:IMon,2433.7,2434.06,-0.36,MATCH
hchv16:03:015:V0Set,1550,1550,0,MATCH
hchv16:03:015:VMon,1549.73,1549.8,-0.07,MATCH
hchv16:03:016:IMon,2277.72,2278.05,-0.33,MATCH
hchv16:03:016:V0Set,1450,1450,0,MATCH
hchv16:03:016:VMon,1449.92,1449.91,0.01,MATCH
hchv16:03:017:IMon,2651.68,2652.01,-0.33,MATCH
hchv16:03:017:V0Set,1690,1690,0,MATCH
hchv16:03:017:VMon,1689.83,1689.82,0.01,MATCH
hchv16:03:018:IMon,2294.36,2294.73,-0.37,MATCH
hchv16:03:018:V0Set,1460,1460,0,MATCH
hchv16:03:018:VMon,1460,1459.97,0.03,MATCH
hchv16:03:019:IMon,2396.63,2396.72,-0.09,MATCH
hchv16:03:019:V0Set,1526,1526,0,MATCH
hchv16:03:019:VMon,1525.97,1525.95,0.02,MATCH
hchv16:03:020:IMon,2356.32,2356.57,-0.25,MATCH
hchv16:03:020:V0Set,1500,1500,0,MATCH
hchv16:03:020:VMon,1499.81,1499.9,-0.09,MATCH
hchv16:03:021:IMon,2203.56,2203.78,-0.22,MATCH
hchv16:03:021:V0Set,1400,1400,0,MATCH
hchv16:03:021:VMon,1399.88,1399.96,-0.08,MATCH
hchv16:06:000:IMon,2202.29,2202.15,0.14,MATCH
hchv16:06:000:V0Set,1400,1400,0,MATCH
hchv16:06:000:VMon,1399.98,1400.01,-0.03,MATCH
hchv16:06:001:IMon,2632.02,2632.11,-0.09,MATCH
hchv16:06:001:V0Set,1677,1677,0,MATCH
hchv16:06:001:VMon,1676.97,1676.96,0.01,MATCH
hchv16:06:002:IMon,2074.66,2074.88,-0.22,MATCH
hchv16:06:002:V0Set,1320,1320,0,MATCH
hchv16:06:002:VMon,1319.94,1319.94,0.00,MATCH
hchv16:06:003:IMon,2294.27,2294.42,-0.15,MATCH
hchv16:06:003:V0Set,1460,1460,0,MATCH
hchv16:06:003:VMon,1459.92,1459.91,0.01,MATCH
hchv16:06:004:IMon,2384.43,2384.46,-0.03,MATCH
hchv16:06:004:V0Set,1518,1518,0,MATCH
hchv16:06:004:VMon,1517.92,1517.93,-0.01,MATCH
hchv16:06:005:IMon,2323.81,2324.11,-0.30,MATCH
hchv16:06:005:V0Set,1479,1479,0,MATCH
hchv16:06:005:VMon,1478.94,1478.94,0.00,MATCH
hchv16:06:006:IMon,2398.63,2398.91,-0.28,MATCH
hchv16:06:006:V0Set,1530,1530,0,MATCH
hchv16:06:006:VMon,1529.93,1529.93,0.00,MATCH
hchv16:06:007:IMon,2497.33,2497.48,-0.15,MATCH
hchv16:06:007:V0Set,1590,1590,0,MATCH
hchv16:06:007:VMon,1589.93,1589.92,0.01,MATCH
hchv16:06:008:IMon,2548.83,2549.16,-0.33,MATCH
hchv16:06:008:V0Set,1624,1624,0,MATCH
hchv16:06:008:VMon,1623.89,1623.9,-0.01,MATCH
hchv16:06:009:IMon,2241.02,2241.31,-0.29,MATCH
hchv16:06:009:V0Set,1426,1426,0,MATCH
hchv16:06:009:VMon,1425.93,1425.93,0.00,MATCH
hchv16:06:010:IMon,2297.88,2298.26,-0.38,MATCH
hchv16:06:010:V0Set,1461,1461,0,MATCH
hchv16:06:010:VMon,1460.98,1460.97,0.01,MATCH
hchv16:06:011:IMon,2388.52,2388.79,-0.27,MATCH
hchv16:06:011:V0Set,1520,1520,0,MATCH
hchv16:06:011:VMon,1519.99,1519.99,0.00,MATCH
hchv16:06:012:IMon,2194.28,2194.5,-0.22,MATCH
hchv16:06:012:V0Set,1400,1400,0,MATCH
hchv16:06:012:VMon,1399.78,1399.75,0.03,MATCH
hchv16:06:013:IMon,2329.01,2329.4,-0.39,MATCH
hchv16:06:013:V0Set,1483,1483,0,MATCH
hchv16:06:013:VMon,1482.8,1482.77,0.03,MATCH
hchv16:06:014:IMon,2591.32,2591.46,-0.14,MATCH
hchv16:06:014:V0Set,1648,1648,0,MATCH
hchv16:06:014:VMon,1647.91,1647.86,0.05,MATCH
hchv16:06:015:IMon,2658.9,2659.01,-0.11,MATCH
hchv16:06:015:V0Set,1690,1690,0,MATCH
hchv16:06:015:VMon,1689.87,1689.83,0.04,MATCH
hchv16:06:016:IMon,2297.18,2297.39,-0.21,MATCH
hchv16:06:016:V0Set,1467,1467,0,MATCH
hchv16:06:016:VMon,1466.92,1466.91,0.01,MATCH
hchv16:06:017:IMon,2653.6,2651.81,1.79,MATCH
hchv16:06:017:V0Set,1690,1690,0,MATCH
hchv16:06:017:VMon,1689.86,1689.86,0.00,MATCH
hchv16:06:018:IMon,2270.71,2270.88,-0.17,MATCH
hchv16:06:018:V0Set,1447,1447,0,MATCH
hchv16:06:018:VMon,1446.91,1446.91,0.00,MATCH
hchv16:06:019:IMon,2207.77,2207.71,0.06,MATCH
hchv16:06:019:V0Set,1405,1405,0,MATCH
hchv16:06:019:VMon,1404.97,1404.96,0.01,MATCH
hchv16:06:020:IMon,2244.35,2244.62,-0.27,MATCH
hchv16:06:020:V0Set,1426,1426,0,MATCH
