fit_model,de0_fixed,dthe_fixed,dthp_fixed,dpe_fixed,dpp_fixed,sign_convention,run,dp_idx,dp_label,dp_lo,dp_hi,e0_MeV,the0_deg,pe0_MeV,q0_MeV,thq0_deg,W0_MeV,dW_MeV,dW_err_MeV,dEm_MeV,dEm_err_MeV,dPmz_MeV,dPmz_err_MeV,dPmx_MeV,dPmx_err_MeV,dthe,dpe,dthp,dpp,pred_dW_MeV,pred_dEm_MeV,pred_dPmz_MeV,pred_dPmx_MeV,res_dW_MeV,res_dEm_MeV,res_dPmz_MeV,res_dPmx_MeV,sse
dpeDpp,1,1,1,0,0,data_minus_sim,23850,2,b2,-1,0,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,11.098082,0.793982,1.189041,0.208835,0.860338,0.296341,-6.815612,0.326782,0,-1.33768060799282,0,1.64858746016579,11.534445625823,1.58423407316252,1.24368025357194,-5.74812557120924,-0.436363625822963,-0.395193073162516,-0.383342253571942,-1.06748642879076,1.63306933804306
dpeDpp,1,1,1,0,0,data_minus_sim,23850,3,b3,0,1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,17.241931,0.674502,3.014577,0.212671,-0.351215,0.288571,-10.420918,0.302394,0,-2.06531641539118,0,2.15694290290722,17.8086456147364,3.85680058495372,0.465752474869751,-8.87483755764514,-0.566714614736352,-0.842223584953717,-0.816967474869751,-1.54608044235486,4.08830661083533
dpeDpp,1,1,1,0,0,data_minus_sim,23850,4,b4,1,2,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,20.434622,0.573949,5.307053,0.201038,-1.175396,0.25223,-11.380992,0.296426,0,-2.41520548585363,0,2.17934812118716,20.8256411772081,5.75612140559948,-0.739793996065909,-10.3783401882392,-0.391019177208104,-0.449068405599479,-0.435602003934091,-1.00265181176083,1.54961819131083
dpeDpp,1,1,1,0,0,data_minus_sim,23850,5,b5,2,3,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,27.577472,0.711225,9.709577,0.269293,-4.347336,0.281666,-12.379547,0.327918,0,-3.12325972770689,0,2.04933063931142,26.9309948049655,10.2366567668556,-3.83606199405225,-13.4209085480413,0.646477195034471,-0.527079766855611,-0.511274005947754,1.04136154804135,2.04158082722514
dpeDpp,1,1,1,0,0,data_minus_sim,23851,0,full,-10,20,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,19.152572,0.260336,3.857953,0.103753,-0.879353,0.117674,-9.867511,0.122684,0,-2.21735685355028,0,2.16368124800125,19.1196477750381,4.6930179428269,-0.0693294980684556,-9.52816805015449,0.0329242249618531,-0.835064942826902,-0.810023501931544,-0.339342949845507,1.46970917461913
dpeDpp,1,1,1,0,0,data_minus_sim,23851,1,b1,-2,-1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,10.298555,0.745053,-1.800956,0.18206,3.893494,0.31285,-6.096766,0.320211,0,-1.23212021039858,0,2.33167991356569,10.6242278511047,-1.49459619752199,4.19066686324368,-5.29452370459554,-0.325672851104651,-0.306359802478011,-0.297172863243682,-0.802242295404458,0.931823545705259
dpeDpp,1,1,1,0,0,data_minus_sim,23851,2,b2,-1,0,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,10.792934,0.700755,0.66778,0.193478,0.613583,0.311092,-7.310744,0.317076,0,-1.32378269086496,0,1.66665816561789,11.4146077747951,1.43991878658595,1.36256733859553,-5.68840505769363,-0.62167377479509,-0.772138786585952,-0.748984338595533,-1.62233894230637,4.17563777120356
dpeDpp,1,1,1,0,0,data_minus_sim,23851,3,b3,0,1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,16.70917,0.617787,2.725126,0.187754,-0.341301,0.28597,-9.433083,0.283328,0,-1.96917106569313,0,2.07554768203687,16.9796111638805,3.60818550809896,0.515277834147675,-8.46169294012581,-0.270441163880474,-0.883059508098959,-0.856578834147675,-0.971390059874187,2.53025846549717
dpeDpp,1,1,1,0,0,data_minus_sim,23851,4,b4,1,2,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,20.687632,0.595168,5.38085,0.195377,-1.449179,0.257137,-11.208582,0.293767,0,-2.42819377997775,0,2.14822877370644,20.9376356035695,5.94268511109969,-0.904191872818675,-10.4341519755486,-0.250003603569461,-0.561835111099692,-0.544987127181325,-0.774430024451396,1.27491332542726
dpeDpp,1,1,1,0,0,data_minus_sim,23851,5,b5,2,3,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,27.042452,0.683361,10.140147,0.263854,-4.133434,0.253429,-11.924538,0.31881,0,-3.0613742966182,0,1.94316219853875,26.3973740470223,10.2719714371987,-4.00556263720709,-13.1549816692328,0.64507795297769,-0.131824437198718,-0.127871362792908,1.23044366923285,1.96384595623835
