toy,success,message,nit,nfev,chi2,max_abs_pull,exact_inversion_flag,physical_branch_flag,dpe_C,dpe_E,dpe_D,dtheta_e_C,dtheta_e_E,dtheta_e_D,dtheta_p_common,dpp_common
483,True,Optimization terminated successfully.,2836,4214,33.706124,2.320133,0,1,-1.005171,-0.801935,-0.870490,0.312931,0.154764,0.010381,-2.477346,4.260449
484,True,Optimization terminated successfully.,2921,4344,49.110391,2.913338,0,1,1.422253,1.582230,1.537969,-0.703695,-0.798032,-1.061129,-1.073915,0.860834
485,True,Optimization terminated successfully.,2568,3838,37.753863,2.596539,0,1,-1.222217,-1.114244,-1.182877,0.444600,0.276840,0.096438,-2.788670,4.627373
486,True,Optimization terminated successfully.,3078,4606,56.831857,3.487571,1,0,-20.041543,-19.827205,-19.913473,8.644272,8.496056,8.298440,-12.918936,31.240396
487,True,Optimization terminated successfully.,2594,3895,17.799925,2.008557,0,1,1.741658,1.869107,1.763253,-0.860746,-0.962013,-1.199054,-1.074681,0.460044
488,True,Optimization terminated successfully.,2789,4168,34.767497,2.578345,0,1,1.724378,1.869714,1.928378,-0.863822,-0.970498,-1.245033,-1.027247,0.456759
489,True,Optimization terminated successfully.,3085,4586,30.767655,2.675151,0,1,2.390184,2.551136,2.436128,-1.129657,-1.254402,-1.539260,-0.688209,-0.503992
490,True,Optimization terminated successfully.,1963,2965,48.982297,3.907098,0,1,1.540741,1.751989,1.674275,-0.826386,-0.902329,-1.150080,-1.137986,0.642968
491,True,Optimization terminated successfully.,2440,3629,31.523956,2.674132,0,1,1.513106,1.595809,1.547014,-0.742172,-0.864386,-1.124030,-1.213828,0.769356
492,True,Optimization terminated successfully.,2630,3933,55.384901,4.161279,0,1,-7.954744,-7.880649,-7.913476,3.406833,3.243250,3.045739,-6.450006,14.216211
493,True,Optimization terminated successfully.,3189,4767,17.421640,2.091262,0,1,-0.197166,-0.050596,-0.188606,0.017925,-0.112618,-0.336759,-2.057409,3.205745
494,True,Optimization terminated successfully.,2934,4387,37.802749,3.174108,0,1,1.043073,1.153170,1.072113,-0.522086,-0.684223,-0.912045,-1.441990,1.407066
495,True,Optimization terminated successfully.,2172,3277,31.211690,2.331419,0,1,2.231961,2.352457,2.318618,-1.046850,-1.217367,-1.405978,-0.734536,-0.278365
496,True,Optimization terminated successfully.,2833,4221,25.299943,2.743322,0,1,1.757874,1.840473,1.824607,-0.795918,-0.950594,-1.152282,-0.964561,0.444046
497,True,Optimization terminated successfully.,2666,4006,32.574525,2.582460,0,1,5.267320,5.334265,5.360673,-2.426621,-2.555698,-2.702547,0.876334,-4.519858
498,True,Optimization terminated successfully.,2930,4392,32.600328,2.413961,0,1,1.942286,1.969762,2.026530,-0.904679,-1.060521,-1.291908,-0.956960,0.224219
499,True,Optimization terminated successfully.,2930,4415,60.286997,3.287869,0,1,-5.321666,-5.161005,-5.273450,2.283318,2.126812,1.922185,-4.952320,10.437422
500,True,Optimization terminated successfully.,2904,4348,40.440879,3.230367,0,1,4.190848,4.292362,4.326486,-1.992814,-2.093986,-2.270619,0.215757,-3.130289
501,True,Optimization terminated successfully.,2808,4197,44.452181,3.092447,0,1,1.052123,1.184070,1.065584,-0.595395,-0.698093,-0.819665,-1.422292,1.396211
502,True,Optimization terminated successfully.,2716,4063,17.024953,2.315679,0,1,15.044218,15.124019,15.144081,-6.618583,-6.760407,-6.946751,6.324407,-18.416373
503,True,Optimization terminated successfully.,2981,4424,40.010015,3.116475,0,1,1.193357,1.246792,1.257988,-0.606399,-0.775214,-0.916253,-1.321512,1.228069
504,True,Optimization terminated successfully.,2364,3512,22.561761,2.103229,0,1,0.744593,0.807717,0.760381,-0.491422,-0.503304,-0.703822,-1.673767,1.867679
505,True,Optimization terminated successfully.,2923,4369,31.592403,3.132129,0,1,-0.242719,-0.164950,-0.218535,0.013309,-0.147263,-0.329790,-2.179103,3.315476
506,True,Optimization terminated successfully.,3119,4643,33.308420,2.567393,0,1,1.565996,1.645760,1.625839,-0.771747,-0.932322,-1.059690,-1.129426,0.704626
507,True,Optimization terminated successfully.,3892,5746,34.512894,2.745416,0,1,1.555029,1.762498,1.736024,-0.817766,-0.963287,-1.193675,-1.141219,0.592132
508,True,Optimization terminated successfully.,2887,4308,39.783760,3.377415,0,1,0.113810,0.167290,0.191794,-0.148956,-0.270504,-0.487262,-1.984519,2.771710
509,True,Optimization terminated successfully.,2500,3758,30.994287,2.444489,0,1,1.706874,1.766948,1.732412,-0.871353,-0.991821,-1.185222,-1.182330,0.534080
510,True,Optimization terminated successfully.,2459,3697,40.044675,3.126774,0,1,0.800094,0.951762,0.929356,-0.472045,-0.520657,-0.816614,-1.530121,1.786254
511,True,Optimization terminated successfully.,2959,4401,36.806077,3.430883,0,1,2.597294,2.635348,2.678147,-1.228789,-1.299154,-1.562950,-0.566165,-0.707862
512,True,Optimization terminated successfully.,3111,4659,25.065079,2.595968,0,1,2.423914,2.659693,2.545462,-1.151796,-1.347500,-1.521820,-0.690419,-0.625746
513,True,Optimization terminated successfully.,2882,4315,49.250723,2.910679,0,1,2.082568,2.167769,2.121043,-1.001258,-1.068666,-1.302527,-0.876943,0.026549
514,True,Optimization terminated successfully.,2837,4240,23.476284,2.172169,0,1,0.876468,1.042370,0.948217,-0.512448,-0.623484,-0.848347,-1.530678,1.636947
515,True,Optimization terminated successfully.,2807,4208,32.709989,2.578210,0,1,2.181684,2.291838,2.250115,-0.998837,-1.159454,-1.322266,-0.669201,-0.101341
516,True,Optimization terminated successfully.,2842,4246,23.023658,2.484039,0,1,1.610584,1.733155,1.657380,-0.770032,-0.966369,-1.099876,-1.083200,0.649676
517,True,Optimization terminated successfully.,2937,4390,28.028848,2.552882,0,1,2.140478,2.263910,2.215252,-0.974734,-1.191721,-1.378401,-0.840505,-0.119379
518,True,Optimization terminated successfully.,2442,3640,13.575754,1.620023,0,1,1.347784,1.511379,1.411219,-0.683309,-0.770495,-0.951275,-1.176069,0.957165
519,True,Optimization terminated successfully.,2644,3950,21.884364,2.142485,0,1,1.557360,1.662545,1.590967,-0.730175,-0.856722,-1.053080,-1.153874,0.722964
520,True,Optimization terminated successfully.,2537,3789,37.678529,2.698635,0,1,1.398336,1.552164,1.493443,-0.736128,-0.809612,-1.041688,-1.223015,0.901715
521,True,Optimization terminated successfully.,3046,4527,28.741985,2.670509,0,1,4.358919,4.513322,4.471776,-1.994497,-2.138723,-2.348649,0.439576,-3.307831
522,True,Optimization terminated successfully.,1812,2754,19.754958,3.015138,0,1,0.594470,0.686306,0.590418,-0.385977,-0.498854,-0.643160,-1.734864,2.142192
523,True,Optimization terminated successfully.,3120,4631,21.697882,2.875439,0,1,2.448191,2.604102,2.613923,-1.129040,-1.278333,-1.511057,-0.564105,-0.608401
524,True,Optimization terminated successfully.,3015,4489,62.758705,3.550064,0,1,2.283851,2.361650,2.321687,-1.013287,-1.125771,-1.356989,-0.681142,-0.243584
525,True,Optimization terminated successfully.,2916,4327,40.791303,3.411733,0,1,0.372555,0.536192,0.371904,-0.263671,-0.386387,-0.577092,-1.872143,2.343799
526,True,Optimization terminated successfully.,2082,3143,30.684534,2.718409,0,1,1.426320,1.532759,1.612513,-0.692614,-0.800860,-1.052459,-1.264343,0.917789
527,True,Optimization terminated successfully.,1876,2867,56.737965,3.297802,0,1,1.245631,1.348169,1.417681,-0.562536,-0.723799,-0.964478,-1.226574,1.183671
528,True,Optimization terminated successfully.,2316,3448,36.818903,2.748174,0,1,1.422869,1.587630,1.508626,-0.714794,-0.863025,-1.039905,-1.215693,0.876811
529,True,Optimization terminated successfully.,2980,4443,36.600770,2.848030,0,1,1.156571,1.255803,1.214730,-0.650460,-0.747303,-0.935768,-1.464107,1.290950
530,True,Optimization terminated successfully.,2778,4161,52.560544,3.084091,0,1,-1.712427,-1.543248,-1.546899,0.682018,0.487471,0.308770,-2.947038,5.257248
531,True,Optimization terminated successfully.,2474,3676,22.964228,2.790909,0,1,1.881386,2.028227,2.000187,-0.867475,-1.002048,-1.279978,-0.989766,0.262671
532,True,Optimization terminated successfully.,2039,3095,213.532179,9.027231,0,1,0.757409,1.118398,1.098351,-0.064619,-0.581090,-0.909974,-1.214937,1.634216
533,True,Optimization terminated successfully.,3234,4791,29.867337,2.738160,0,1,0.484127,0.611638,0.525464,-0.309366,-0.446012,-0.625087,-1.740322,2.230578
534,True,Optimization terminated successfully.,2761,4120,45.092927,3.543563,0,1,1.306734,1.542424,1.449495,-0.644260,-0.859036,-1.068068,-1.298982,1.029352
535,True,Optimization terminated successfully.,2572,3831,17.630366,2.011245,0,1,1.138665,1.232916,1.212772,-0.580801,-0.693543,-0.939734,-1.426862,1.297074
536,True,Optimization terminated successfully.,3158,4729,46.120755,2.933322,0,1,0.972363,1.080166,1.008104,-0.571607,-0.720771,-0.864120,-1.512203,1.490663
537,True,Optimization terminated successfully.,3115,4634,42.435538,2.938261,0,1,1.916381,2.111415,2.019826,-0.985712,-1.075571,-1.310950,-0.913607,0.126286
538,True,Optimization terminated successfully.,2925,4364,33.118860,2.748177,0,1,1.924834,2.057596,2.038700,-0.912567,-1.066114,-1.282896,-0.998504,0.131122
539,True,Optimization terminated successfully.,3275,4858,26.569475,2.668383,0,1,2.482949,2.544876,2.490542,-1.171144,-1.271863,-1.523102,-0.677481,-0.527718
540,True,Optimization terminated successfully.,3008,4512,37.381070,3.250316,0,1,2.010950,2.179423,2.107675,-0.983509,-1.132280,-1.298400,-0.844196,0.055262
541,True,Optimization terminated successfully.,3122,4662,23.269026,2.125318,0,1,0.858668,0.965292,0.955728,-0.476083,-0.573799,-0.822039,-1.515700,1.690001
542,True,Optimization terminated successfully.,2669,3983,34.146767,3.123275,0,1,2.601888,2.713504,2.687299,-1.237695,-1.373201,-1.630360,-0.631766,-0.789161
543,True,Optimization terminated successfully.,2722,4051,10.103590,1.948503,0,1,1.190121,1.329285,1.206620,-0.601416,-0.685538,-0.951380,-1.338895,1.170759
544,True,Optimization terminated successfully.,2915,4363,23.187706,2.622205,0,1,-2.765580,-2.543423,-2.689180,1.133369,0.975244,0.776888,-3.440770,6.781856
545,True,Optimization terminated successfully.,2708,4014,37.873167,3.301819,0,1,1.850027,2.042397,1.934533,-0.882361,-1.005762,-1.246310,-0.933342,0.247491
546,True,Optimization terminated successfully.,2800,4173,28.118595,2.548857,0,1,1.872794,2.018217,2.049177,-0.855246,-1.038176,-1.294291,-0.910164,0.211020
547,True,Optimization terminated successfully.,3074,4585,50.723718,3.432751,0,1,1.386015,1.507043,1.435948,-0.742359,-0.855666,-1.054599,-1.286004,0.992233
548,True,Optimization terminated successfully.,3159,4729,25.265713,2.491141,0,1,4.836297,4.991482,4.920828,-2.184659,-2.316160,-2.577741,0.729529,-4.006988
549,True,Optimization terminated successfully.,2564,3853,29.681443,2.564715,0,1,0.996401,1.085214,1.063741,-0.537133,-0.665049,-0.895943,-1.406400,1.526522
550,True,Optimization terminated successfully.,2563,3834,34.309021,2.607589,0,1,1.700811,1.835598,1.763540,-0.865442,-0.947467,-1.158212,-1.065714,0.491818
551,True,Optimization terminated successfully.,2773,4120,51.850425,3.344000,0,1,1.704962,1.769520,1.758853,-0.824964,-0.949805,-1.174494,-1.025791,0.505559
552,True,Optimization terminated successfully.,3057,4545,27.346589,2.976551,0,1,0.029049,0.119070,0.079967,-0.090292,-0.267646,-0.438230,-2.014885,2.857176
553,True,Optimization terminated successfully.,2737,4082,35.183004,2.807593,0,1,1.490916,1.631076,1.555476,-0.784881,-0.862264,-1.085754,-1.190819,0.754405
554,True,Optimization terminated successfully.,2691,3991,38.450715,3.431735,0,1,0.355185,0.513460,0.464851,-0.281738,-0.416738,-0.642930,-1.847626,2.361572
555,True,Optimization terminated successfully.,2603,3890,25.296705,2.123516,0,1,3.740578,3.872172,3.809477,-1.747515,-1.875621,-2.021198,0.020936,-2.413235
556,True,Optimization terminated successfully.,1986,3008,47.294397,3.726498,0,1,1.665818,1.858935,1.753243,-0.756145,-0.996514,-1.106725,-1.054195,0.481936
557,True,Optimization terminated successfully.,2560,3816,25.323099,2.398032,0,1,0.572627,0.698178,0.637582,-0.429560,-0.476381,-0.692976,-1.774016,2.038603
558,True,Optimization terminated successfully.,2780,4155,26.232750,2.679408,0,1,1.773671,1.870773,1.812365,-0.823204,-0.938699,-1.151225,-1.021896,0.394290
559,True,Optimization terminated successfully.,2882,4298,25.684804,2.661784,0,1,1.260968,1.383088,1.387770,-0.615584,-0.756625,-0.902732,-1.267928,1.061343
560,True,Optimization terminated successfully.,3074,4604,58.283849,3.757094,0,1,-0.146286,0.039743,-0.096730,-0.048948,-0.163805,-0.398800,-2.024816,3.108191
561,True,Optimization terminated successfully.,2384,3557,42.702685,3.909849,0,1,1.405393,1.577461,1.492907,-0.747575,-0.814752,-1.084577,-1.283084,0.841127
562,True,Optimization terminated successfully.,3143,4691,28.414912,2.395061,0,1,2.234787,2.485141,2.408598,-1.013152,-1.234525,-1.500133,-0.686312,-0.345606
563,True,Optimization terminated successfully.,3234,4782,35.409423,2.455604,0,1,1.142479,1.299273,1.266474,-0.589016,-0.753850,-0.940361,-1.380875,1.264562
564,True,Optimization terminated successfully.,2675,4025,54.725463,3.403639,0,1,0.342539,0.492211,0.404663,-0.156374,-0.381059,-0.606592,-1.826517,2.433017
565,True,Optimization terminated successfully.,2867,4271,28.264879,2.558241,0,1,2.248892,2.341678,2.329433,-1.062120,-1.186850,-1.375809,-0.743403,-0.257734
566,True,Optimization terminated successfully.,2933,4401,30.749515,2.932344,0,1,2.012622,2.156247,2.157885,-0.939317,-1.050050,-1.352920,-0.859891,0.098287
567,True,Optimization terminated successfully.,2947,4391,43.505683,3.301005,0,1,2.743205,2.858847,2.779435,-1.306210,-1.516151,-1.620557,-0.556759,-0.964393
568,True,Optimization terminated successfully.,2540,3815,46.539264,3.363565,0,1,1.447015,1.563975,1.525342,-0.689433,-0.852787,-1.070923,-1.262249,0.863952
569,True,Optimization terminated successfully.,2949,4377,24.471905,2.972498,0,1,0.961897,1.023882,0.965703,-0.544106,-0.658510,-0.878658,-1.554229,1.588356
570,True,Optimization terminated successfully.,3166,4743,11.127249,1.528913,0,1,1.966040,2.127983,2.069049,-1.040559,-1.134111,-1.282585,-0.898995,0.068125
571,True,Optimization terminated successfully.,2579,3886,56.122310,4.288132,0,1,0.641530,0.795241,0.822235,-0.368421,-0.576908,-0.769709,-1.642623,1.952504
572,True,Optimization terminated successfully.,3048,4533,39.631343,3.138433,0,1,0.649802,0.882485,0.817056,-0.386427,-0.555691,-0.706465,-1.615376,1.882671
573,True,Optimization terminated successfully.,3046,4543,37.476782,2.777641,0,1,1.182564,1.287604,1.187722,-0.582905,-0.671786,-0.935137,-1.318325,1.250143
574,True,Optimization terminated successfully.,2871,4249,28.462773,2.366658,0,1,1.322826,1.451932,1.462910,-0.673320,-0.741685,-1.028463,-1.250110,0.951145
575,True,Optimization terminated successfully.,2853,4283,33.620893,2.700618,0,1,1.738207,1.869583,1.877221,-0.880450,-0.979261,-1.247470,-1.005559,0.410406
576,True,Optimization terminated successfully.,2863,4268,24.272846,2.460131,0,1,1.369624,1.583905,1.493276,-0.679849,-0.877402,-1.064967,-1.204904,0.874911
577,True,Optimization terminated successfully.,2758,4097,19.735761,1.987924,0,1,1.387033,1.472298,1.434463,-0.657480,-0.767839,-1.048977,-1.222506,0.969775
578,True,Optimization terminated successfully.,3225,4806,8.843256,1.431697,0,1,1.872046,2.100072,2.047352,-0.919829,-1.091815,-1.345029,-0.964855,0.149790
579,True,Optimization terminated successfully.,2499,3735,21.404629,2.045604,0,1,1.203952,1.311359,1.328384,-0.635967,-0.723644,-1.002641,-1.330734,1.121653
580,True,Optimization terminated successfully.,2938,4404,25.510942,2.114266,0,1,-2.446391,-2.351635,-2.415174,0.954843,0.754565,0.673944,-3.437989,6.385200
581,True,Optimization terminated successfully.,2693,4037,42.142430,2.882324,0,1,1.253924,1.239546,1.295264,-0.602850,-0.725014,-0.920744,-1.323186,1.153263
582,True,Optimization terminated successfully.,2577,3876,35.247143,3.394661,0,1,0.062260,0.273478,0.207886,-0.130765,-0.319654,-0.497539,-1.910683,2.748822
583,True,Optimization terminated successfully.,2987,4445,33.643976,2.874898,0,1,2.478427,2.594269,2.537495,-1.255987,-1.303574,-1.535270,-0.744710,-0.616933
584,True,Optimization terminated successfully.,2856,4236,37.551120,2.808199,0,1,1.317826,1.428647,1.400041,-0.689923,-0.808898,-1.068777,-1.248734,1.010797
585,True,Optimization terminated successfully.,3103,4587,38.146523,3.306205,0,1,2.699817,2.810698,2.810586,-1.294698,-1.396135,-1.682434,-0.491831,-0.927284
586,True,Optimization terminated successfully.,2851,4332,19.625719,1.972927,0,1,2.361920,2.545943,2.512829,-1.101749,-1.330977,-1.511646,-0.637855,-0.524731
587,True,Optimization terminated successfully.,2495,3707,42.009028,2.912899,0,1,1.440013,1.518532,1.601644,-0.730937,-0.823948,-1.078017,-1.205379,0.861885
588,True,Optimization terminated successfully.,2749,4096,23.594303,2.327075,0,1,1.623248,1.799919,1.791531,-0.811889,-0.984108,-1.091298,-1.055527,0.509931
589,True,Optimization terminated successfully.,3370,5002,41.375720,3.043802,0,1,2.681759,2.848000,2.734628,-1.316540,-1.420795,-1.608518,-0.540831,-0.913213
590,True,Optimization terminated successfully.,2706,4046,59.765468,3.171518,0,1,3.652431,3.812681,3.740698,-1.653169,-1.859920,-2.049469,-0.040042,-2.262094
591,True,Optimization terminated successfully.,2743,4096,31.653810,3.075220,0,1,2.527042,2.667763,2.580443,-1.175987,-1.346593,-1.491276,-0.513350,-0.646000
592,True,Optimization terminated successfully.,3089,4574,54.821033,4.042471,0,1,-2.177773,-2.018199,-2.081864,0.862938,0.714359,0.514305,-3.211403,5.991627
593,True,Optimization terminated successfully.,2921,4356,29.235207,2.647511,0,1,0.682036,0.812289,0.880532,-0.345719,-0.564920,-0.771855,-1.639722,1.892289
594,True,Optimization terminated successfully.,2940,4372,18.548576,2.022493,0,1,1.361097,1.488746,1.387255,-0.691284,-0.823706,-1.043335,-1.359878,0.981566
595,True,Optimization terminated successfully.,2896,4299,39.325914,3.143030,0,1,1.327197,1.413226,1.431271,-0.640586,-0.787434,-0.972965,-1.289293,1.039706
596,True,Optimization terminated successfully.,3220,4761,32.191381,2.787644,0,1,2.585420,2.695732,2.668345,-1.154222,-1.380739,-1.564743,-0.579274,-0.710236
