toy,success,message,nit,nfev,chi2,max_abs_pull,exact_inversion_flag,physical_branch_flag,dpe_C,dpe_E,dpe_D,dtheta_e_C,dtheta_e_E,dtheta_e_D,dtheta_p_common,dpp_common
1009,True,Optimization terminated successfully.,2715,4066,45.531121,3.159787,0,1,1.624566,1.884877,1.744598,-0.863984,-0.978191,-1.172465,-1.115571,0.519000
1010,True,Optimization terminated successfully.,2896,4346,44.011932,3.019362,0,1,-9.980619,-9.795178,-9.952931,4.286211,4.114992,3.919290,-7.526386,17.019508
1011,True,Optimization terminated successfully.,3095,4597,46.599345,3.236487,0,1,0.632125,0.872367,0.795661,-0.354637,-0.549067,-0.731715,-1.633447,1.955875
1012,True,Optimization terminated successfully.,3059,4540,42.398030,2.675012,0,1,1.609613,1.777320,1.700028,-0.808918,-0.900400,-1.052827,-1.156888,0.634105
1013,True,Optimization terminated successfully.,2425,3620,21.524448,2.244847,0,1,1.774903,1.895883,1.845363,-0.854012,-0.984972,-1.208329,-1.067480,0.398766
1014,True,Optimization terminated successfully.,2414,3633,36.167291,3.123426,0,1,1.818759,1.928575,1.934907,-0.875279,-1.006157,-1.234029,-0.943549,0.254918
1015,True,Optimization terminated successfully.,3115,4642,30.919183,2.608359,0,1,0.695703,0.828215,0.767519,-0.422271,-0.551502,-0.841664,-1.634697,1.897427
1016,True,Optimization terminated successfully.,3020,4534,39.309216,2.945456,0,1,0.971491,1.125546,1.045923,-0.476268,-0.720483,-0.881656,-1.433432,1.479991
1017,True,Optimization terminated successfully.,3260,4817,22.750605,2.225668,0,1,0.810520,0.958033,0.849592,-0.387672,-0.530848,-0.744693,-1.513030,1.775383
1018,True,Optimization terminated successfully.,2543,3816,43.101089,2.973283,0,1,1.201699,1.305625,1.249696,-0.569461,-0.808355,-0.960887,-1.320244,1.226630
1019,True,Optimization terminated successfully.,2600,3930,44.904657,3.174188,0,1,1.827155,1.903142,1.938641,-0.912713,-1.009505,-1.223710,-1.051942,0.326187
1020,True,Optimization terminated successfully.,3152,4651,21.925460,2.181821,0,1,0.862729,0.950011,0.809445,-0.444334,-0.573289,-0.789402,-1.535802,1.746322
1021,True,Optimization terminated successfully.,2718,4059,43.130917,2.935170,0,1,0.853039,0.964824,0.943047,-0.426769,-0.595626,-0.818161,-1.518696,1.735146
1022,True,Optimization terminated successfully.,2502,3712,25.462860,2.416076,0,1,1.984216,2.031108,2.064531,-0.945758,-1.039426,-1.334632,-0.887179,0.124184
1023,True,Optimization terminated successfully.,3149,4664,41.668191,3.689161,0,1,-2.245622,-2.144522,-2.191596,0.894920,0.747897,0.514774,-3.245239,6.099661
1024,True,Optimization terminated successfully.,2831,4199,34.878093,3.510458,0,1,0.990403,1.196814,1.109914,-0.617225,-0.718012,-0.825167,-1.402966,1.408397
1025,True,Optimization terminated successfully.,2689,4057,29.557544,2.563809,0,1,1.229432,1.392521,1.348593,-0.666148,-0.798260,-0.951192,-1.272978,1.095318
1026,True,Optimization terminated successfully.,2575,3862,46.554752,3.524028,0,1,2.282550,2.473681,2.493637,-1.186713,-1.249016,-1.486707,-0.786942,-0.411028
1027,True,Optimization terminated successfully.,3091,4621,27.737987,2.769543,0,1,2.017939,2.166629,2.070690,-0.970997,-1.077383,-1.296550,-0.846483,0.057558
1028,True,Optimization terminated successfully.,2715,4045,53.268779,3.706505,0,1,-0.061742,0.044367,0.044447,-0.074467,-0.154431,-0.414625,-2.035515,3.071315
1029,True,Optimization terminated successfully.,2616,3922,26.832708,2.749138,0,1,5.271692,5.439624,5.392304,-2.431487,-2.581594,-2.808549,0.872815,-4.639535
1030,True,Optimization terminated successfully.,3256,4834,37.210102,3.802611,0,1,0.062494,0.155361,0.053812,-0.177793,-0.266571,-0.399244,-2.012309,2.859898
1031,True,Optimization terminated successfully.,3077,4596,35.522731,2.587008,0,1,1.571792,1.720397,1.684613,-0.862280,-0.933505,-1.161389,-1.137047,0.597735
1032,True,Optimization terminated successfully.,2961,4387,33.302283,3.152782,0,1,1.526156,1.606416,1.527170,-0.803466,-0.911305,-1.060122,-1.249035,0.775700
1033,True,Optimization terminated successfully.,2385,3579,34.531765,3.542117,0,1,1.908265,1.972870,1.929172,-0.974529,-1.006270,-1.288119,-0.966354,0.272175
1034,True,Optimization terminated successfully.,4032,5964,54.972670,4.169051,0,1,1.973841,2.030794,2.004416,-0.974912,-1.106688,-1.260046,-0.950866,0.117617
1035,True,Optimization terminated successfully.,2580,3835,39.151472,3.976721,0,1,1.772602,1.951054,1.873383,-0.866206,-1.028777,-1.195212,-1.052105,0.344503
1036,True,Optimization terminated successfully.,2599,3869,47.650235,2.888136,0,1,1.854829,2.037521,1.937831,-0.947513,-1.081992,-1.341143,-1.014392,0.220522
1037,True,Optimization terminated successfully.,1857,2835,66.482477,4.059926,0,1,1.111274,1.232008,1.197607,-0.641914,-0.732845,-0.930444,-1.412036,1.305220
1038,True,Optimization terminated successfully.,2537,3796,36.374783,2.951420,0,1,1.549911,1.753478,1.723967,-0.708541,-0.889137,-1.095898,-1.037326,0.655991
1039,True,Optimization terminated successfully.,3074,4553,43.292935,3.204989,0,1,4.029764,4.151887,4.119493,-1.909121,-2.078500,-2.200182,0.185353,-2.838618
1040,True,Optimization terminated successfully.,3136,4701,50.221804,3.200190,1,0,-22.526072,-22.276120,-22.377400,9.709627,9.487150,9.335872,-14.353939,34.727530
1041,True,Optimization terminated successfully.,3048,4543,31.698778,2.643946,0,1,1.209733,1.348163,1.305642,-0.674122,-0.723921,-0.971668,-1.239745,1.152194
1042,True,Optimization terminated successfully.,2527,3783,17.124999,1.716529,0,1,2.267398,2.409892,2.415227,-1.075139,-1.221555,-1.442040,-0.745039,-0.339714
1043,True,Optimization terminated successfully.,2707,4041,37.964442,2.834129,0,1,1.792856,1.922098,1.864903,-0.917124,-0.949097,-1.179812,-1.034339,0.371250
1044,True,Optimization terminated successfully.,2681,4023,34.580181,2.571883,0,1,0.504868,0.647078,0.582233,-0.308586,-0.473208,-0.693773,-1.721407,2.168505
1045,True,Optimization terminated successfully.,2827,4251,38.237882,3.082401,0,1,2.291576,2.408812,2.356583,-1.090365,-1.213124,-1.375412,-0.699187,-0.326209
1046,True,Optimization terminated successfully.,2906,4368,44.660891,3.351909,0,1,1.455313,1.593901,1.584663,-0.647268,-0.861124,-1.067579,-1.197622,0.857856
1047,True,Optimization terminated successfully.,2865,4300,30.715090,2.608352,0,1,-0.377514,-0.260397,-0.229357,0.002519,-0.053851,-0.273070,-2.100596,3.402141
1048,True,Optimization terminated successfully.,2816,4166,17.476316,2.132280,0,1,1.818338,1.971450,1.878940,-0.891815,-0.985755,-1.204408,-0.964077,0.312218
1049,True,Optimization terminated successfully.,2759,4098,21.876302,2.238698,0,1,0.097370,0.244735,0.174476,-0.160897,-0.315106,-0.468807,-1.905112,2.744432
1050,True,Optimization terminated successfully.,2951,4390,29.448931,2.531098,0,1,2.184267,2.254086,2.246017,-1.009848,-1.148243,-1.350454,-0.794770,-0.142853
1051,True,Optimization terminated successfully.,2807,4206,24.543948,2.288865,0,1,1.564373,1.733292,1.695175,-0.795172,-0.913887,-1.132251,-1.126172,0.647597
1052,True,Optimization terminated successfully.,2674,4007,25.681815,2.560719,0,1,1.755333,1.925738,1.929368,-0.867981,-0.975594,-1.242686,-0.982049,0.360802
1053,True,Optimization terminated successfully.,3052,4581,23.807226,2.794262,1,0,19.505085,19.573819,19.515517,-8.587793,-8.782928,-8.978114,8.718942,-24.689178
1054,True,Optimization terminated successfully.,3687,5485,24.475044,2.610122,0,1,2.861341,3.011095,2.878119,-1.349935,-1.467112,-1.710249,-0.497192,-1.158544
1055,True,Optimization terminated successfully.,2774,4135,16.119950,1.693103,0,1,1.222786,1.279848,1.219933,-0.652304,-0.723388,-0.973444,-1.296173,1.268000
1056,True,Optimization terminated successfully.,3213,4813,40.550687,3.455122,0,1,9.063772,9.192360,9.140528,-4.019605,-4.254611,-4.382303,2.988325,-9.902833
1057,True,Optimization terminated successfully.,2796,4179,28.926321,2.385893,0,1,2.029926,2.212446,2.105078,-1.059495,-1.164175,-1.335652,-0.891068,-0.018804
1058,True,Optimization terminated successfully.,2440,3639,53.693227,3.801830,0,1,1.638232,1.892473,1.823399,-0.800793,-0.969448,-1.181044,-1.013069,0.442371
1059,True,Optimization terminated successfully.,2835,4246,20.312911,2.312439,0,1,-0.078545,0.138520,0.031447,-0.067270,-0.208530,-0.449399,-1.986926,2.945944
1060,True,Optimization terminated successfully.,3570,5252,47.868730,3.550176,0,1,0.984762,1.091704,1.102978,-0.582312,-0.659521,-0.842950,-1.411979,1.535299
1061,True,Optimization terminated successfully.,2705,3988,30.279994,2.912831,0,1,1.938382,2.002421,1.997195,-0.933912,-1.048260,-1.323374,-0.968694,0.131491
1062,True,Optimization terminated successfully.,2967,4439,32.275810,2.792046,0,1,1.079418,1.237677,1.216756,-0.500318,-0.695827,-0.882610,-1.343083,1.328206
1063,True,Optimization terminated successfully.,2927,4397,47.937403,3.526009,0,1,-0.438840,-0.348860,-0.397607,0.116628,-0.070490,-0.233238,-2.284799,3.513574
1064,True,Optimization terminated successfully.,2561,3852,18.336194,2.713711,0,1,3.507384,3.646789,3.638269,-1.697425,-1.786977,-2.036068,-0.139708,-2.082974
1065,True,Optimization terminated successfully.,2602,3917,41.671614,3.189404,0,1,7.848642,7.918671,7.876771,-3.450418,-3.645089,-3.848614,2.309010,-8.158118
1066,True,Optimization terminated successfully.,2447,3653,47.056527,3.094961,0,1,1.301236,1.451716,1.383925,-0.666956,-0.795610,-1.025824,-1.365082,1.007080
1067,True,Optimization terminated successfully.,3228,4843,31.169800,2.402957,0,1,9.559939,9.692045,9.645054,-4.218664,-4.400496,-4.595844,3.294422,-10.642078
1068,True,Optimization terminated successfully.,2905,4311,29.289615,3.334817,0,1,2.207569,2.333374,2.371277,-1.030569,-1.286889,-1.386003,-0.764335,-0.245721
1069,True,Optimization terminated successfully.,2700,4008,31.217715,3.220115,0,1,1.808595,1.999789,1.937611,-0.860728,-1.008729,-1.208694,-0.910646,0.292622
1070,True,Optimization terminated successfully.,2743,4071,31.283446,2.460423,0,1,1.252747,1.297022,1.348369,-0.627154,-0.741813,-0.975755,-1.305586,1.210849
1071,True,Optimization terminated successfully.,2922,4378,48.920528,3.853884,0,1,1.994020,2.195730,2.097942,-0.993381,-1.090377,-1.322831,-0.896147,0.014957
1072,True,Optimization terminated successfully.,3120,4635,30.495515,2.445318,0,1,3.914711,3.990685,3.988379,-1.725306,-1.952325,-2.227496,0.152336,-2.669706
1073,True,Optimization terminated successfully.,2652,3953,42.370751,3.104677,0,1,0.657699,0.752548,0.837641,-0.365120,-0.450946,-0.742000,-1.645443,1.946589
1074,True,Optimization terminated successfully.,2822,4210,20.540851,2.014448,0,1,0.001851,0.088768,0.063509,-0.078564,-0.243080,-0.483878,-2.019730,2.921541
1075,True,Optimization terminated successfully.,3066,4591,47.230981,3.052792,0,1,3.888263,3.978941,3.881746,-1.805872,-1.942880,-2.078154,0.116428,-2.587728
1076,True,Optimization terminated successfully.,3017,4514,32.372237,3.112613,0,1,0.857965,1.060192,0.971268,-0.458008,-0.701537,-0.909809,-1.573312,1.595693
1077,True,Optimization terminated successfully.,2603,3921,25.684349,1.940250,0,1,1.296822,1.437440,1.453698,-0.616347,-0.770901,-1.011998,-1.230048,0.973653
1078,True,Optimization terminated successfully.,3175,4722,32.348678,2.798646,0,1,5.062425,5.179886,5.128325,-2.341253,-2.503044,-2.669725,0.744399,-4.315887
1079,True,Optimization terminated successfully.,2972,4431,21.355148,2.094421,0,1,0.884509,1.047900,1.082298,-0.488023,-0.680916,-0.881972,-1.529512,1.505158
1080,True,Optimization terminated successfully.,2786,4139,56.170630,3.232620,0,1,1.732508,1.833878,1.798118,-0.881489,-0.937153,-1.163122,-1.023938,0.471154
1081,True,Optimization terminated successfully.,2795,4218,41.540914,2.929616,0,1,-0.715000,-0.652687,-0.757878,0.209770,0.100696,-0.034051,-2.402317,4.007033
1082,True,Optimization terminated successfully.,3107,4645,33.200943,2.897883,0,1,-0.890719,-0.693019,-0.748980,0.284796,0.107693,-0.138543,-2.548173,4.113355
1083,True,Optimization terminated successfully.,2612,3893,41.578337,3.572298,0,1,1.204215,1.245876,1.229972,-0.607322,-0.681474,-0.935551,-1.356455,1.258268
1084,True,Optimization terminated successfully.,2519,3770,29.216547,2.651845,0,1,2.154224,2.323608,2.231617,-1.007578,-1.218888,-1.323689,-0.895157,-0.202903
1085,True,Optimization terminated successfully.,3065,4572,30.871240,2.552592,0,1,0.899371,1.041871,0.955757,-0.526535,-0.633163,-0.856731,-1.473855,1.622638
1086,True,Optimization terminated successfully.,2790,4194,53.708143,4.304916,0,1,-10.402823,-10.309834,-10.415123,4.493943,4.335864,4.077423,-7.756606,17.697677
1087,True,Optimization terminated successfully.,2767,4179,24.067626,2.402400,0,1,1.270185,1.451713,1.384397,-0.650439,-0.789452,-0.989281,-1.336279,1.051124
1088,True,Optimization terminated successfully.,2869,4299,25.787008,2.261853,0,1,1.407972,1.603352,1.487670,-0.746566,-0.883802,-1.029410,-1.162437,0.908718
1089,True,Optimization terminated successfully.,2998,4467,21.073255,2.183687,0,1,1.758177,1.845829,1.780387,-0.852905,-0.970562,-1.145652,-1.005680,0.479880
1090,True,Optimization terminated successfully.,1868,2813,43.976097,2.884777,0,1,1.604255,1.799514,1.659397,-0.736464,-0.932731,-1.130629,-1.128599,0.613411
1091,True,Optimization terminated successfully.,2923,4337,29.244379,2.438591,0,1,0.926315,0.943045,0.935159,-0.488308,-0.588354,-0.795912,-1.523250,1.642406
1092,True,Optimization terminated successfully.,2643,3944,55.812594,3.286508,0,1,-1.116787,-1.023111,-1.058339,0.379868,0.319640,0.053594,-2.587891,4.468573
1093,True,Optimization terminated successfully.,3302,4877,24.189456,2.445827,0,1,0.402923,0.457706,0.447256,-0.263999,-0.460912,-0.604570,-1.770386,2.384655
1094,True,Optimization terminated successfully.,3143,4662,34.893229,2.819049,0,1,1.427074,1.556007,1.497355,-0.764772,-0.881388,-1.045619,-1.237828,0.828147
1095,True,Optimization terminated successfully.,2344,3537,32.963201,3.580287,0,1,1.119516,1.214794,1.260268,-0.608921,-0.692211,-0.939287,-1.425960,1.261088
1096,True,Optimization terminated successfully.,2794,4176,31.344847,2.277395,0,1,1.203340,1.348719,1.310093,-0.520315,-0.767145,-0.970901,-1.261707,1.172069
1097,True,Optimization terminated successfully.,1929,2940,36.738885,2.786174,0,1,0.955264,1.069247,1.015171,-0.500678,-0.630960,-0.896935,-1.474718,1.522233
1098,True,Optimization terminated successfully.,2745,4115,52.672741,3.510577,0,1,3.145383,3.234623,3.203733,-1.457580,-1.580887,-1.807482,-0.324705,-1.501549
1099,True,Optimization terminated successfully.,2740,4081,34.797357,2.603623,0,1,1.254543,1.317541,1.261533,-0.602544,-0.723934,-0.943289,-1.330441,1.200565
1100,True,Optimization terminated successfully.,2788,4158,22.178456,2.492909,0,1,1.472649,1.634287,1.589634,-0.751189,-0.877792,-1.066549,-1.159481,0.744878
1101,True,Optimization terminated successfully.,2879,4258,41.262200,3.006729,0,1,4.092606,4.245075,4.198261,-1.863027,-2.011213,-2.204015,0.270363,-2.943703
1102,True,Optimization terminated successfully.,2816,4219,17.498528,1.775490,0,1,-1.772731,-1.647748,-1.641443,0.723782,0.572411,0.368897,-2.900816,5.380020
1103,True,Optimization terminated successfully.,2955,4411,34.638270,2.669835,0,1,1.306015,1.344954,1.400337,-0.658076,-0.821579,-1.050638,-1.311169,1.014288
1104,True,Optimization terminated successfully.,2595,3828,54.728693,4.096858,0,1,0.478057,0.584426,0.567153,-0.278003,-0.439163,-0.642043,-1.669667,2.239013
1105,True,Optimization terminated successfully.,2800,4160,15.509137,2.063082,0,1,0.965354,1.118492,1.020367,-0.476159,-0.607986,-0.872066,-1.487414,1.540518
1106,True,Optimization terminated successfully.,2930,4341,27.032023,2.123401,0,1,0.407219,0.590760,0.516971,-0.251553,-0.417974,-0.601158,-1.756846,2.240385
1107,True,Optimization terminated successfully.,2991,4493,30.243312,2.881989,0,1,2.511424,2.630966,2.576525,-1.226737,-1.313508,-1.486842,-0.649050,-0.696455
1108,True,Optimization terminated successfully.,2804,4217,26.805039,2.257933,0,1,1.636607,1.724640,1.706342,-0.797119,-0.911506,-1.166317,-1.102505,0.597809
1109,True,Optimization terminated successfully.,2707,4019,41.007666,2.873299,0,1,0.869168,0.981141,0.979047,-0.386984,-0.527263,-0.810414,-1.499080,1.664323
1110,True,Optimization terminated successfully.,2845,4289,29.678698,2.278078,0,1,7.046477,7.127325,7.099121,-3.235612,-3.298814,-3.503020,1.908884,-7.058252
1111,True,Optimization terminated successfully.,2727,4083,30.366176,2.950689,0,1,3.614917,3.744324,3.709426,-1.656042,-1.840001,-2.043446,-0.030103,-2.201201
1112,True,Optimization terminated successfully.,2325,3500,28.999466,2.467586,0,1,0.845545,0.922631,0.851011,-0.474675,-0.511626,-0.773913,-1.523809,1.769058
1113,True,Optimization terminated successfully.,2612,3922,37.201057,2.803621,0,1,2.089312,2.274981,2.255322,-0.994059,-1.082585,-1.395200,-0.828544,-0.043653
1114,True,Optimization terminated successfully.,3199,4776,29.285965,2.624321,0,1,4.242477,4.376564,4.363251,-1.911788,-2.109579,-2.304853,0.319387,-3.111056
1115,True,Optimization terminated successfully.,2741,4108,41.418409,2.756486,0,1,0.579091,0.774027,0.745548,-0.318625,-0.506856,-0.758064,-1.636123,2.014705
1116,True,Optimization terminated successfully.,2565,3814,30.320309,2.580403,0,1,1.693089,1.817255,1.771329,-0.898734,-0.997657,-1.153813,-1.066964,0.426864
1117,True,Optimization terminated successfully.,2645,3960,24.907001,2.203182,0,1,0.692168,0.750330,0.737596,-0.369741,-0.499053,-0.710455,-1.633934,1.934478
1118,True,Optimization terminated successfully.,2775,4169,26.346337,2.311595,0,1,1.045390,1.182048,1.164347,-0.535311,-0.647561,-0.884306,-1.302499,1.374084
1119,True,Optimization terminated successfully.,3322,4966,24.604414,2.894906,1,0,122.395093,122.529526,122.482150,-53.452114,-53.622844,-53.780312,65.727819,-170.660526
1120,True,Optimization terminated successfully.,2962,4466,25.201524,2.714488,0,1,2.063660,2.185052,2.149487,-1.031226,-1.159365,-1.333964,-0.921422,-0.029170
1121,True,Optimization terminated successfully.,2462,3683,29.724569,2.390716,0,1,1.648808,1.672272,1.713358,-0.841277,-0.929597,-1.157404,-1.130702,0.580493
1122,True,Optimization terminated successfully.,2665,3993,26.178782,2.287185,0,1,0.739668,0.871953,0.763560,-0.405297,-0.510547,-0.762464,-1.630419,1.856454
1123,True,Optimization terminated successfully.,2710,3988,43.425798,3.155683,0,1,0.482275,0.640430,0.599461,-0.287146,-0.506311,-0.680299,-1.709864,2.109547
1124,True,Optimization terminated successfully.,3239,4815,30.336222,2.689740,1,0,21.730293,21.961403,21.869277,-9.572494,-9.720778,-10.030036,10.024156,-28.009774
1125,True,Optimization terminated successfully.,2396,3577,32.872203,2.672365,0,1,0.922418,1.049839,1.002389,-0.452745,-0.605696,-0.804922,-1.493187,1.583468
1126,True,Optimization terminated successfully.,2737,4088,34.136223,3.584183,0,1,1.309087,1.489832,1.344890,-0.621269,-0.766586,-0.968419,-1.192712,1.062487
1127,True,Optimization terminated successfully.,3577,5303,51.298543,3.355723,0,1,1.673066,1.844672,1.729906,-0.825456,-0.953400,-1.181101,-1.104358,0.518857
1128,True,Optimization terminated successfully.,3315,4931,70.934895,3.485483,0,1,1.930749,2.104932,2.051751,-0.927342,-1.127033,-1.314985,-0.962809,0.087269
1129,True,Optimization terminated successfully.,2825,4237,9.634663,1.941559,0,1,5.999231,6.175416,6.087180,-2.695222,-2.873089,-3.070549,1.229987,-5.624417
1130,True,Optimization terminated successfully.,3085,4645,29.723636,2.938571,0,1,2.064947,2.256723,2.165729,-0.907814,-1.051251,-1.293007,-0.780515,-0.058903
1131,True,Optimization terminated successfully.,2774,4215,21.564470,2.480433,0,1,5.106745,5.194402,5.171125,-2.321366,-2.451742,-2.716866,0.768884,-4.322525
1132,True,Optimization terminated successfully.,2965,4438,65.277007,3.647110,0,1,2.121717,2.214235,2.237982,-1.045202,-1.124267,-1.350481,-0.845924,-0.109373
1133,True,Optimization terminated successfully.,3107,4668,29.125953,2.510507,0,1,-0.418166,-0.261056,-0.355088,-0.022870,-0.112524,-0.276185,-2.274777,3.469973
1134,True,Optimization terminated successfully.,2816,4196,59.976610,3.901590,0,1,1.698114,1.721229,1.807874,-0.814896,-0.873748,-1.197161,-1.032742,0.524901
1135,True,Optimization terminated successfully.,2637,3933,33.338928,2.950992,0,1,1.538847,1.652419,1.677569,-0.741606,-0.885705,-1.159437,-1.227930,0.714480
1136,True,Optimization terminated successfully.,3186,4734,34.658907,2.907331,0,1,5.908084,6.059603,5.924342,-2.613772,-2.835479,-2.974163,1.291736,-5.440876
1137,True,Optimization terminated successfully.,2951,4387,35.737698,2.998089,0,1,1.268778,1.422930,1.336602,-0.674183,-0.797364,-1.039979,-1.289431,1.075445
1138,True,Optimization terminated successfully.,2869,4277,36.923191,2.728290,0,1,0.968244,1.124977,1.101024,-0.441598,-0.670885,-0.853303,-1.391738,1.434840
1139,True,Optimization terminated successfully.,3029,4513,37.841952,2.613905,0,1,1.556596,1.639521,1.677030,-0.749217,-0.816396,-1.124288,-1.132427,0.704632
1140,True,Optimization terminated successfully.,3335,4977,39.315546,2.814911,0,1,1.417642,1.627359,1.552534,-0.724200,-0.921228,-1.052167,-1.289754,0.797123
1141,True,Optimization terminated successfully.,2951,4389,42.907914,2.591771,0,1,1.919127,2.036628,1.994579,-0.882975,-1.037123,-1.310405,-0.946879,0.203358
1142,True,Optimization terminated successfully.,2836,4230,60.176622,3.296555,0,1,1.821659,1.940318,1.802222,-0.943866,-1.013278,-1.171960,-0.993959,0.387555
1143,True,Optimization terminated successfully.,3356,5018,44.245842,3.821710,0,1,-4.947667,-4.900286,-4.869160,2.060709,1.887754,1.722584,-4.748199,9.947294
1144,True,Optimization terminated successfully.,2284,3444,27.335843,2.452584,0,1,1.511250,1.722262,1.617172,-0.751914,-0.906982,-1.129461,-1.152671,0.646146
1145,True,Optimization terminated successfully.,2747,4072,28.968426,2.498571,0,1,1.753845,1.834595,1.848088,-0.880212,-0.975151,-1.241254,-1.033113,0.422016
1146,True,Optimization terminated successfully.,2860,4268,31.652736,2.855165,0,1,0.304995,0.377613,0.355527,-0.232814,-0.399666,-0.543924,-1.817520,2.482803
1147,True,Optimization terminated successfully.,2889,4299,35.866535,2.653249,0,1,1.004173,1.153377,1.136000,-0.550755,-0.663342,-0.863289,-1.358149,1.454196
1148,True,Optimization terminated successfully.,2644,3982,44.299316,3.347288,0,1,-2.333595,-2.119556,-2.126288,0.906318,0.772859,0.540366,-3.234191,6.129908
1149,True,Optimization terminated successfully.,2639,3971,24.078692,2.304522,0,1,1.152413,1.350037,1.329000,-0.609100,-0.725261,-0.976849,-1.335473,1.193828
1150,True,Optimization terminated successfully.,2441,3642,39.570235,2.659476,0,1,1.559672,1.703513,1.688618,-0.735324,-0.886405,-1.117867,-1.102200,0.671714
1151,True,Optimization terminated successfully.,2626,3897,24.549238,2.160005,0,1,0.422660,0.567188,0.521623,-0.283640,-0.458301,-0.592618,-1.730213,2.275211
1152,True,Optimization terminated successfully.,2500,3761,45.677239,2.801989,0,1,1.020605,1.204107,1.081332,-0.519516,-0.818306,-0.910932,-1.455625,1.389519
1153,True,Optimization terminated successfully.,2882,4288,28.284365,2.612403,0,1,3.598861,3.628640,3.627916,-1.641844,-1.782755,-1.972590,-0.005972,-2.114166
1154,True,Optimization terminated successfully.,3185,4726,39.739563,2.751461,0,1,0.119224,0.254841,0.141632,-0.134529,-0.316836,-0.475789,-1.916575,2.696891
1155,True,Optimization terminated successfully.,3179,4750,35.798883,2.974746,0,1,-3.283665,-3.118281,-3.160330,1.368561,1.126121,0.943528,-3.776915,7.498860
1156,True,Optimization terminated successfully.,3126,4689,32.218104,2.666957,0,1,3.296588,3.373516,3.357188,-1.464420,-1.641293,-1.850158,-0.139176,-1.718636
1157,True,Optimization terminated successfully.,3190,4758,36.623717,2.924785,0,1,1.773435,1.956068,1.904077,-0.893315,-1.058258,-1.205038,-0.974263,0.311994
1158,True,Optimization terminated successfully.,2793,4182,37.741357,2.616384,0,1,0.691334,0.860204,0.787515,-0.364780,-0.543272,-0.769645,-1.559165,1.872299
1159,True,Optimization terminated successfully.,3167,4704,33.877536,2.928478,0,1,0.687370,0.907563,0.720531,-0.371915,-0.524014,-0.684499,-1.560483,1.899724
1160,True,Optimization terminated successfully.,3459,5169,35.290564,2.659004,1,0,55.314761,55.462067,55.441603,-24.208498,-24.441990,-24.622477,28.522511,-75.550438
1161,True,Optimization terminated successfully.,2701,4064,47.215345,2.994837,0,1,0.494203,0.648464,0.623771,-0.323939,-0.397074,-0.733150,-1.699847,2.141680
1162,True,Optimization terminated successfully.,2646,3947,25.241384,2.141057,0,1,1.554904,1.656073,1.677424,-0.791078,-0.939492,-1.156049,-1.201719,0.649988
1163,True,Optimization terminated successfully.,2803,4176,31.826042,2.672255,0,1,3.264882,3.427704,3.337310,-1.498352,-1.632358,-1.790870,-0.142965,-1.705534
1164,True,Optimization terminated successfully.,2459,3691,29.274912,2.536477,0,1,0.648905,0.716845,0.680116,-0.380700,-0.522306,-0.678521,-1.558975,2.057264
1165,True,Optimization terminated successfully.,2839,4219,34.161244,3.230315,0,1,1.696686,1.904739,1.828077,-0.868159,-1.026860,-1.192749,-1.049040,0.413639
1166,True,Optimization terminated successfully.,2335,3468,11.838395,1.523687,0,1,0.935469,1.018439,0.993612,-0.447453,-0.637858,-0.861525,-1.428657,1.652918
1167,True,Optimization terminated successfully.,2467,3686,42.599633,3.428357,0,1,0.276234,0.403396,0.279720,-0.245882,-0.321258,-0.558077,-1.852023,2.538418
1168,True,Optimization terminated successfully.,3256,4826,26.171513,2.519416,0,1,2.594965,2.713607,2.688553,-1.137430,-1.407252,-1.530772,-0.521884,-0.768960
1169,True,Optimization terminated successfully.,3320,4980,23.419974,2.800010,0,1,0.495810,0.627850,0.580743,-0.305267,-0.492552,-0.696252,-1.762661,2.147351
1170,True,Optimization terminated successfully.,2754,4103,42.886851,3.147681,0,1,-0.336806,-0.186960,-0.162358,0.006485,-0.181255,-0.371907,-2.214243,3.326796
1171,True,Optimization terminated successfully.,2789,4163,19.577159,2.194746,0,1,2.155357,2.290963,2.197652,-0.962270,-1.201636,-1.341633,-0.789343,-0.075392
1172,True,Optimization terminated successfully.,2892,4309,27.996587,2.588688,0,1,1.288411,1.419325,1.346908,-0.662946,-0.747274,-0.963711,-1.250173,1.131315
1173,True,Optimization terminated successfully.,3020,4495,22.123038,1.999803,0,1,1.567757,1.721230,1.579143,-0.750408,-0.942397,-1.047676,-1.109473,0.646995
1174,True,Optimization terminated successfully.,3231,4790,16.378579,1.945030,0,1,0.474735,0.637342,0.515958,-0.294039,-0.425927,-0.602139,-1.653263,2.265725
1175,True,Optimization terminated successfully.,2959,4431,50.399129,3.684926,0,1,1.432347,1.557618,1.580815,-0.660321,-0.866089,-1.110440,-1.220641,0.726594
1176,True,Optimization terminated successfully.,3001,4416,32.161678,3.117881,0,1,1.455493,1.582770,1.607975,-0.728975,-0.871052,-1.117468,-1.259041,0.816313
1177,True,Optimization terminated successfully.,6842,10168,51.725496,3.472217,0,1,0.819947,0.986858,0.887832,-0.435569,-0.618604,-0.802880,-1.580624,1.694821
1178,True,Optimization terminated successfully.,2877,4282,31.244858,3.584823,0,1,-0.363914,-0.323663,-0.339980,-0.019430,-0.053129,-0.264690,-2.335215,3.422890
1179,True,Optimization terminated successfully.,3081,4606,29.945532,3.619170,0,1,1.786148,1.943255,1.866981,-0.922741,-1.008616,-1.184511,-1.104345,0.372817
