category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status
positron,24610,8.009,7.7625,1.92423,0.0431218,0.334733,0.0829762,23.325,1,0.997,1.0028,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24610_-1.root",OK
dummy,24460,20.271,106.462,5.65256,0.0288261,3.06889,0.162941,34.736,1,0.9987,1,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24460_-1.root",OK
dummy,24461,18.571,33.0375,3.12827,0.101624,3.35741,0.317908,9.852,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24461_-1.root",OK
dummy,24463,20.184,92.9625,4.99764,0.0404304,3.75851,0.202057,24.771,1,0.9985,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24463_-1.root",OK
dummy,24464,20.387,118.163,5.84435,0.028438,3.3603,0.166201,35.203,1,0.9989,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24464_-1.root",OK
dummy,24513,19.587,97.9125,5.4406,0.0312231,3.05713,0.169872,32.095,1,0.9979,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24513_-1.root",OK
dummy,24514,19.894,111.75,5.74375,0.0292758,3.27157,0.168153,34.199,1,0.9988,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24514_-1.root",OK
dummy,24515,19.485,114.412,5.74485,0.0302994,3.46663,0.174065,33.037,1,0.999,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24515_-1.root",OK
positron_dummy,24567,19.848,3.3,1.80624,0.017082,0.0563704,0.0308541,58.641,1,0.9983,1,"ps6",1,71.225,70.225,72.225,"62.225-64.225;58.225-60.225","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24567_-1.root",OK
positron_dummy,24608,19.48,3.1875,1.77284,0.0174012,0.0554664,0.0308496,57.617,1,0.9974,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24608_-1.root",OK
