run,requested_run_type,phase,bigtable_source,run_type,target,ebeam,hms_p,shms_p,root_file,root_entries,selected_entries,ct_method,ct_reference_runs,ctmean,ctmean_err,ctsigma,ctsigma_err,rf_period_ns,ct_low,ct_high,random_left_low,random_left_high,random_right_low,random_right_high,n_coin,n_random_peaks,n_random_total,random_mean,good_coin,good_coin_err,BCM2_Q,ps5,ps6,active_prescale,prescale_factor,comp_livetime,h_esing_Eff,p_hadron_Eff,trigger_eff,pid_eff,boil_corr,norm_factor,normalized_yield,normalized_yield_err,bigtable_normyield,bigtable_normyield_err,status,reason
27419,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27419_-1.root,60918,1645,TWO_STAGE_GAUSSIAN_FIT,,51.21363632,0.03079498866,0.3343315236,0.02397941359,2,50.21363632,52.21363632,42.21363632,48.21363632,54.21363632,60.21363632,146,6,279,46.5,99.5,12.39959677,66.696,-1,1,ps6,1,0.99998,0.9997,0.9685,1,1,1,0.0154860116,1.540858154,0.1920202994,1.80436,0.203999,OK,
27437,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,6.449,-1.165,-2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27437_-1.root,33260,189,TWO_STAGE_GAUSSIAN_FIT,,51.18525063,0.06471056108,0.3926629528,0.07381798397,2,50.18525063,52.18525063,42.18525063,48.18525063,54.18525063,60.18525063,55,6,22,3.666666667,51.33333333,7.457285774,94.65,-1,1,ps6,1,1,1,0.9529,1,1,1,0.01108745971,0.5691562652,0.08268235557,0.660642,0.0899886,OK,
27440,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LD2,6.449,-1.165,-2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27440_-1.root,108901,2046,TWO_STAGE_GAUSSIAN_FIT,,51.19557667,0.02823451179,0.365326189,0.03031296801,2,50.19557667,52.19557667,42.19557667,48.19557667,54.19557667,60.19557667,218,6,347,57.83333333,160.1666667,15.08770655,40.669,-1,1,ps6,1,0.99996,1,0.9742,1,1,1,0.02524095329,4.042759352,0.3808280962,4.83989,0.411731,OK,
27442,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27442_-1.root,407675,19480,TWO_STAGE_GAUSSIAN_FIT,,51.22612534,0.009367386054,0.3445285311,0.008838058611,2,50.22612534,52.22612534,42.22612534,48.22612534,54.22612534,60.22612534,1674,6,3281,546.8333333,1127.166667,42.01355601,33.843,-1,1,ps6,1,0.99987,0.9997,0.9753,1,1,1,0.03030956418,34.16393042,1.273412572,40.2447,1.36382,OK,
27445,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27445_-1.root,453123,21617,TWO_STAGE_GAUSSIAN_FIT,,51.23254125,0.008963542954,0.3393937422,0.008672075534,2,50.23254125,52.23254125,42.23254125,48.23254125,54.23254125,60.23254125,1820,6,3687,614.5,1205.5,43.84537224,37.705,-1,1,ps6,1,0.99987,0.9999,0.9751,1,1,1,0.0272051918,32.79585871,1.192821761,40.0984,1.28698,OK,
27446,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27446_-1.root,455264,21932,TWO_STAGE_GAUSSIAN_FIT,,51.24538257,0.009203634916,0.3380757137,0.007980517734,2,50.24538257,52.24538257,42.24538257,48.24538257,54.24538257,60.24538257,1825,6,3610,601.6666667,1223.333333,43.87798739,37.837,-1,1,ps6,1,0.99988,0.9997,0.9747,1,1,1,0.02712656264,33.18482829,1.190258973,39.3359,1.28038,OK,
27447,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27447_-1.root,437885,20768,TWO_STAGE_GAUSSIAN_FIT,,51.22420687,0.00948429692,0.3485740979,0.009203360144,2,50.22420687,52.22420687,42.22420687,48.22420687,54.22420687,60.22420687,1769,6,3514,585.6666667,1183.333333,43.20429505,36.255,-1,1,ps6,1,0.99985,0.9998,0.9745,1,1,1,0.02831406754,33.50497993,1.223289328,41.0878,1.32232,OK,
27504,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,6.449,1.165,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27504_-1.root,144775,512,PRIOR_ELEC_AVERAGE,27487;27486;27483;27482;27481,51.25076,0.003546632205,0.3636102,0.00630771275,2,50.25076,52.25076,42.25076,48.25076,54.25076,60.25076,24,6,80,13.33333333,10.66666667,5.120763832,88.203,-1,1,ps6,1,0.99996,0.9979,0.9781,1,1,1,0.01161619072,0.1239060343,0.05948376929,0.159052,0.0660501,OK,
27518,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LH2,6.449,1.165,5.051,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27532,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LD2,6.449,1.165,5.051,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27541,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,6.449,1.165,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27541_-1.root,64667,129,PRIOR_ELEC_AVERAGE,27487;27486;27483;27482;27481,51.25076,0.003546632205,0.3636102,0.00630771275,2,50.25076,52.25076,42.25076,48.25076,54.25076,60.25076,9,6,30,5,4,3.13581462,92.801,-1,1,ps6,1,0.99995,1,0.9777,1,1,1,0.01102207708,0.04408830834,0.03456319047,0.0652843,0.0371992,OK,
27562,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,1.165,5.154,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27562_-1.root,11163,1,PRIOR_ELEC_AVERAGE,27487;27486;27483;27482;27481,51.25076,0.003546632205,0.3636102,0.00630771275,2,50.25076,52.25076,42.25076,48.25076,54.25076,60.25076,0,6,0,0,0,0,49.089,-1,1,ps6,1,1,1,0.9785,1,1,1,0.02081876605,0,0,-0.00160144,0.00160144,OK,
27605,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LD2,6.449,1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27605_-1.root,104145,199,PRIOR_ELEC_AVERAGE,27487;27486;27483;27482;27481,51.25076,0.003546632205,0.3636102,0.00630771275,2,50.25076,52.25076,42.25076,48.25076,54.25076,60.25076,8,6,27,4.5,3.5,2.958039892,46.93,-1,1,ps6,1,0.99997,1,0.9782,1,1,1,0.02178385895,0.07624350633,0.06443752377,0.0134054,0.0676527,OK,
27610,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,1.165,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27610_-1.root,119555,181,PRIOR_ELEC_AVERAGE,27487;27486;27483;27482;27481,51.25076,0.003546632205,0.3636102,0.00630771275,2,50.25076,52.25076,42.25076,48.25076,54.25076,60.25076,7,6,32,5.333333333,1.666666667,2.808716591,91.493,-1,1,ps6,1,0.99998,0.9979,0.9762,1,1,1,0.01122005516,0.01870009193,0.03151395508,0.0327972,0.0364341,OK,
27641,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27641_-1.root,98270,2902,TWO_STAGE_GAUSSIAN_FIT,,51.27149183,0.02198445196,0.3315658482,0.01878005461,2,50.27149183,52.27149183,42.27149183,48.27149183,54.27149183,60.27149183,280,6,452,75.33333333,204.6666667,17.10425548,109.54,-1,1,ps6,1,0.99999,0.9998,0.9718,1,1,1,0.009395969086,1.923041673,0.1607110557,2.0721,0.16895,OK,
27644,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,6.449,-1.165,5.051,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27644_-1.root,3835,34,TWO_STAGE_GAUSSIAN_FIT,,51.41451197,0.1403377673,0.4782646423,0.1270310109,2,50.41451197,52.41451197,42.41451197,48.41451197,54.41451197,60.41451197,25,6,1,0.1666666667,24.83333333,5.002777007,16.06,-1,1,ps6,1,1,1,0.989,1,1,1,0.06295905017,1.563483079,0.3149700886,1.54976,0.314981,OK,
27693,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,6.449,-1.165,2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27693_-1.root,178895,8984,TWO_STAGE_GAUSSIAN_FIT,,51.24119842,0.01295085876,0.3619173479,0.01259776146,2,50.24119842,52.24119842,42.24119842,48.24119842,54.24119842,60.24119842,1003,6,1523,253.8333333,749.1666667,32.3311855,64.706,-1,1,ps6,1,0.99996,0.9999,0.977,1,1,1,0.01582055397,11.85223168,0.5114972651,15.2948,0.568714,OK,
27703,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27703_-1.root,183981,7182,TWO_STAGE_GAUSSIAN_FIT,,51.21188743,0.01475168407,0.3231112901,0.01522825586,2,50.21188743,52.21188743,42.21188743,48.21188743,54.21188743,60.21188743,578,6,1208,201.3333333,376.6666667,24.72964932,69.159,-1,1,ps6,1,0.99995,0.9998,0.9727,1,1,1,0.01486897263,5.600646357,0.3677044789,6.37081,0.388034,OK,
27706,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27706_-1.root,177218,6857,TWO_STAGE_GAUSSIAN_FIT,,51.18783717,0.0165952831,0.3454857389,0.01626976112,2,50.18783717,52.18783717,42.18783717,48.18783717,54.18783717,60.18783717,547,6,1204,200.6666667,346.3333333,24.09241467,66.674,-1,1,ps6,1,0.99996,0.9999,0.9733,1,1,1,0.01541194923,5.33767175,0.3713110716,6.45053,0.397312,OK,
27707,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,-1.165,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27707_-1.root,185434,7291,TWO_STAGE_GAUSSIAN_FIT,,51.22312697,0.01535655271,0.3293413334,0.01638645004,2,50.22312697,52.22312697,42.22312697,48.22312697,54.22312697,60.22312697,559,6,1208,201.3333333,357.6666667,24.34246404,69.92,-1,1,ps6,1,0.99996,0.9997,0.9726,1,1,1,0.01470997705,5.261268458,0.3580770874,6.32188,0.38808,OK,
27733,HMSHEEP,phase2,bigtable/rsidis_bigtable_phase2.csv,HEEP,LH2,6.449,-3.7,3.61,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27749,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,6.449,1.165,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27749_-1.root,311239,737,PRIOR_ELEC_AVERAGE,27732;27731;27730;27728;27727,51.25456,0.02833320667,0.3600994,0.01247242185,2,50.25456,52.25456,42.25456,48.25456,54.25456,60.25456,38,6,144,24,14,6.480740698,78.009,-1,1,ps6,1,0.99991,0.9981,0.9736,1,1,1,0.01319288439,0.1847003815,0.0854996628,0.349103,0.0959434,OK,
27756,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.661,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27756_-1.root,3377215,479114,TWO_STAGE_GAUSSIAN_FIT,,51.19966989,0.00197493145,0.3434350471,0.001916589625,4,49.19966989,53.19966989,33.19966989,45.19966989,57.19966989,69.19966989,52366,6,163356,27226,25140,238.5448944,61.068,-1,1,ps6,1,0.99835,0.9991,0.9839,1,1,1,0.01668566659,419.477658,3.980280575,452.093,3.4602,OK,
27758,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27758_-1.root,3204756,425361,TWO_STAGE_GAUSSIAN_FIT,,51.25684147,0.002091949426,0.3422452505,0.00192329862,4,49.25684147,53.25684147,33.25684147,45.25684147,57.25684147,69.25684147,47391,6,144745,24124.16667,23266.83333,226.7414705,26.687,-1,1,ps6,1,0.99978,0.9989,0.9842,1,1,1,0.03812329466,887.008343,8.644131892,456.416,5.22698,OK,
27761,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LH2,8.581,-3.254,-2.738,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27763,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,8.581,-3.254,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27763_-1.root,499806,64760,TWO_STAGE_GAUSSIAN_FIT,,51.2768133,0.003924258342,0.3330358766,0.003482578538,4,49.2768133,53.2768133,33.2768133,45.2768133,57.2768133,69.2768133,11329,6,21083,3513.833333,7815.166667,109.1541978,53.265,-1,1,ps6,1,0.99977,0.9993,0.9862,1,1,1,0.01905447916,148.9139304,2.079876387,166.795,1.9877,OK,
27765,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,8.581,-3.254,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27765_-1.root,185167,25316,TWO_STAGE_GAUSSIAN_FIT,,51.42207414,0.008681579141,0.3590312591,0.008849893137,4,49.42207414,53.42207414,33.42207414,45.42207414,57.42207414,69.42207414,2975,6,8457,1409.5,1565.5,56.65612647,10.635,-1,1,ps6,1,0.99941,0.9993,0.9826,1,1,1,0.095817794,150.0027565,5.428665055,166.451,4.9036,OK,
27796,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,8.581,-3.254,2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27796_-1.root,426551,44760,TWO_STAGE_GAUSSIAN_FIT,,51.19030972,0.004236846942,0.3605707978,0.004299063147,4,49.19030972,53.19030972,33.19030972,45.19030972,57.19030972,69.19030972,10997,6,13076,2179.333333,8817.666667,106.5843432,88.857,-1,1,ps6,1,0.99991,0.9995,0.9864,1,1,1,0.01141593743,100.6619309,1.216760193,112.194,1.20902,OK,
27798,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,Dummy,8.581,-3.254,2.766,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27806,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,8.581,-3.254,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27806_-1.root,527390,70258,TWO_STAGE_GAUSSIAN_FIT,,51.22857155,0.006660238612,0.4792968098,0.006380061965,4,49.22857155,53.22857155,33.22857155,45.22857155,57.22857155,69.22857155,8542,6,23905,3984.166667,4557.833333,95.94804728,67.549,-1,1,ps6,1,0.9998,0.9995,0.9843,1,1,1,0.01505073329,68.5987339,1.44408847,77.1213,1.31022,OK,
27811,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27811_-1.root,557416,74920,TWO_STAGE_GAUSSIAN_FIT,,51.21719948,0.005233091649,0.4711269217,0.004828885614,4,49.21719948,53.21719948,33.21719948,45.21719948,57.21719948,69.21719948,12296,6,24347,4057.833333,8238.166667,113.8960296,42.304,-1,1,ps6,1,0.99981,0.9994,0.9874,1,1,1,0.0239589964,197.3782055,2.728834563,220.756,2.5983,OK,
27816,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27816_-1.root,663688,89647,TWO_STAGE_GAUSSIAN_FIT,,51.14780487,0.005153341049,0.477351242,0.004423068251,4,49.14780487,53.14780487,33.14780487,45.14780487,57.14780487,69.14780487,12387,6,29844,4974,7413,114.9608629,39.571,-1,1,ps6,1,0.9996,0.9993,0.9858,1,1,1,0.02566327193,190.2418348,2.950271886,218.056,2.76204,OK,
27819,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27819_-1.root,329534,43853,TWO_STAGE_GAUSSIAN_FIT,,51.08995207,0.005961757877,0.4627426048,0.005100079435,4,49.08995207,53.08995207,33.08995207,45.08995207,57.08995207,69.08995207,9090,6,13530,2255,6835,97.29251427,34.779,-1,1,ps6,1,0.99991,0.9994,0.9886,1,1,1,0.02910462758,198.9301295,2.831662394,224.25,2.78191,OK,
27833,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27833_-1.root,414974,55102,TWO_STAGE_GAUSSIAN_FIT,,51.22071043,0.006439871486,0.4747734534,0.006038404866,4,49.22071043,53.22071043,33.22071043,45.22071043,57.22071043,69.22071043,8401,6,18259,3043.166667,5357.833333,94.3832318,73.262,-1,1,ps6,1,0.99982,0.9994,0.9847,1,1,1,0.0138725445,74.32678134,1.309335583,84.0973,1.24258,OK,
27857,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,LH2,8.581,-3.254,2.806,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
27888,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,8.581,-3.254,2.978,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27888_-1.root,137748,12076,TWO_STAGE_GAUSSIAN_FIT,,51.25065433,0.0095068415,0.4941711557,0.009253038571,4,49.25065433,53.25065433,33.25065433,45.25065433,57.25065433,69.25065433,3805,6,3225,537.5,3267.5,62.40659687,62.642,-1,1,ps6,1,0.99997,0.9996,0.9789,1,1,1,0.01631484071,53.30874202,1.018153687,58.8727,1.02766,OK,
27936,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-3.837,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27936_-1.root,51438,4133,TWO_STAGE_GAUSSIAN_FIT,,51.17518424,0.01124060534,0.4429312335,0.01130581819,4,49.17518424,53.17518424,33.17518424,45.17518424,57.17518424,69.17518424,2232,6,726,121,2111,47.45699808,89.077,-1,1,ps6,1,0.99998,0.9995,0.9846,1,1,1,0.01140776258,24.0817868,0.5413781668,22.7602,0.518122,OK,
27948,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,LH2,8.581,-3.254,-3.837,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_27948_-1.root,91035,7334,TWO_STAGE_GAUSSIAN_FIT,,51.16144408,0.008860099936,0.4455357389,0.0087582198,4,49.16144408,53.16144408,33.16144408,45.16144408,57.16144408,69.16144408,3752,6,1440,240,3512,61.57921727,155.67,-1,1,ps6,1,0.99998,0.9994,0.9844,1,1,1,0.006529693714,22.93228432,0.4020934279,21.8457,0.384803,OK,
28012,HMSDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,HMSDIS,C,8.581,-3.254,-2.978,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
28048,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,Dummy,8.581,3.254,2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_28048_-1.root,38284,9,PRIOR_ELEC_AVERAGE,27994;27993;27992;27990;27989,51.31676,0.01032930782,0.4843454,0.003645952435,4,49.31676,53.31676,33.31676,45.31676,57.31676,69.31676,1,6,5,0.8333333333,0.1666666667,1.067187373,48.415,-1,1,ps6,1,1,1,0.9767,1,1,1,0.02114749233,0.003524582055,0.02256833678,0.0374148,0.0300395,OK,
28059,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,8.581,3.254,-2.766,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_28059_-1.root,86864,48,PRIOR_ELEC_AVERAGE,27994;27993;27992;27990;27989,51.31676,0.01032930782,0.4843454,0.003645952435,4,49.31676,53.31676,33.31676,45.31676,57.31676,69.31676,9,6,16,2.666666667,6.333333333,3.073181486,46.044,-1,1,ps6,1,0.99996,0.9888,0.9846,1,1,1,0.02230879115,0.1412890106,0.06855896393,0.190482,0.0746236,OK,
28078,PI-SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI-SIDIS,Dummy,8.581,3.254,-2.738,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_28078_-1.root,682916,895,PRIOR_ELEC_AVERAGE,27994;27993;27992;27990;27989,51.31676,0.01032930782,0.4843454,0.003645952435,4,49.31676,53.31676,33.31676,45.31676,57.31676,69.31676,79,6,317,52.83333333,26.16666667,9.370461865,63.57,-1,1,ps6,1,0.99973,0.9937,0.9805,1,1,1,0.0161496151,0.4225815951,0.1513293524,0.289451,0.116979,OK,
28086,SHMSHEEP,phase2,bigtable/rsidis_bigtable_phase2.csv,HEEP,Dummy,8.581,2.28,-7.07,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
28091,HMSHEEP,phase2,bigtable/rsidis_bigtable_phase2.csv,HEEP,LH2,8.581,-5.44,3.99,,-1,-1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,1,1,nan,nan,nan,nan,nan,nan,SKIPPED_UNSUPPORTED_RUN_TYPE,ONLY_PI_SIDIS_AND_PI_PLUS_SIDIS_ARE_SUPPORTED
28108,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,10.676,-5.343,5.051,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_28108_-1.root,384636,55437,TWO_STAGE_GAUSSIAN_FIT,,51.25573894,0.001902937867,0.3598549636,0.001826388162,4,49.25573894,53.25573894,33.25573894,45.25573894,57.25573894,69.25573894,47907,6,2943,490.5,47416.5,219.063347,111.59,-1,1,ps6,1,0.99992,0.9989,0.9881,1,1,1,0.00908001477,430.5425203,1.989098426,434.394,1.99773,OK,
28112,PI+SIDIS,phase2,bigtable/rsidis_bigtable_phase2.csv,PI+SIDIS,LH2,10.676,-5.343,2.806,/lustre24/expphy/volatile/hallc/c-rsidis/pdbforce/replay/ROOTfiles/coin_replay_production_28112_-1.root,2858311,242946,TWO_STAGE_GAUSSIAN_FIT,,51.25007703,0.001919489784,0.3760099672,0.00192496049,4,49.25007703,53.25007703,33.25007703,45.25007703,57.25007703,69.25007703,54226,6,71646,11941,42285,237.0994869,80.905,1,-1,ps5,1,0.99873,0.9988,0.9733,1,1,1,0.01273067072,538.3164114,3.018435495,608.484,3.24532,OK,
