toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_b1_A,dthe_b1_B,dpe_b1_A,dpe_b1_B,dthp,dpp_b1_A,dpp_b1_B
1205,True,Optimization terminated successfully.,1806,2823,440.2072,0,1,-0.4562,-1.0362,0.2145,1.1990,2.0969,-3.7828,-0.9091
1206,True,Optimization terminated successfully.,2078,3196,465.8089,0,1,0.0509,-0.2401,-0.6084,-0.3376,0.9411,-1.0069,1.4709
1207,True,Optimization terminated successfully.,1572,2421,493.2691,0,1,0.0507,-0.2404,-0.6092,-0.4467,0.9513,-1.0157,1.6263
1208,True,Optimization terminated successfully.,1625,2523,474.3871,0,1,0.0807,-0.2139,-0.6555,-0.4701,0.8785,-0.8574,1.6859
1209,True,Optimization terminated successfully.,1705,2648,380.3511,0,1,-0.0639,-0.4953,-0.4203,0.0470,1.2294,-1.6411,0.8961
1210,True,Optimization terminated successfully.,1531,2398,472.9442,0,1,-0.1556,-0.6221,-0.2614,0.3620,1.4631,-2.1859,0.3711
1211,True,Optimization terminated successfully.,1600,2491,364.9265,0,1,-0.0419,-0.4204,-0.4494,-0.0348,1.1905,-1.5473,1.0047
1212,True,Optimization terminated successfully.,1907,2957,463.3713,0,1,-0.0981,-0.4096,-0.3844,-0.0052,1.2709,-1.7816,0.9697
1213,True,Optimization terminated successfully.,1845,2840,402.9816,0,1,-0.0232,-0.4785,-0.4847,0.0007,1.1413,-1.4406,0.8931
1214,True,Optimization terminated successfully.,1734,2675,471.1153,0,1,-0.0652,-0.5435,-0.4133,0.1439,1.2539,-1.6630,0.7183
1215,True,Optimization terminated successfully.,1999,3062,442.0553,0,1,-0.0506,-0.4766,-0.4438,0.0457,1.1711,-1.5533,0.8822
1216,True,Optimization terminated successfully.,2202,3396,489.5564,0,1,-0.0384,-0.4557,-0.4596,-0.0423,1.1862,-1.4953,1.0280
1217,True,Optimization terminated successfully.,1883,2896,441.7525,0,1,-0.0463,-0.4087,-0.4537,-0.0620,1.1699,-1.5353,1.0610
1218,True,Optimization terminated successfully.,1638,2530,412.7716,0,1,-0.1703,-0.7641,-0.2430,0.5668,1.4710,-2.2525,0.0700
1219,True,Optimization terminated successfully.,1660,2603,447.0338,0,1,-0.1172,-0.5299,-0.3354,0.1632,1.3484,-1.9369,0.6585
1220,True,Optimization terminated successfully.,1941,3009,484.2536,0,1,0.3426,0.2501,-1.0820,-1.4394,0.3021,0.5897,3.1718
1221,True,Optimization terminated successfully.,1934,3002,451.9528,0,1,-0.0403,-0.4063,-0.4675,-0.1206,1.1459,-1.4857,1.1584
1222,True,Optimization terminated successfully.,1717,2670,407.4696,0,1,-0.2472,-0.7558,-0.1214,0.6526,1.6397,-2.6527,-0.0366
1223,True,Optimization terminated successfully.,1741,2708,475.9504,0,1,-0.1122,-0.5922,-0.3367,0.2182,1.3836,-1.9372,0.5705
1224,True,Optimization terminated successfully.,1947,2993,465.1736,0,1,-0.0805,-0.5264,-0.3935,0.1578,1.2749,-1.7251,0.6714
1225,True,Optimization terminated successfully.,1761,2709,537.8878,0,1,-0.2816,-0.8317,-0.0580,0.7857,1.7484,-2.8729,-0.2602
1226,True,Optimization terminated successfully.,1738,2723,472.5471,0,1,0.0297,-0.2653,-0.5790,-0.3299,1.0023,-1.1024,1.4855
1227,True,Optimization terminated successfully.,1925,2958,459.8690,0,1,0.0104,-0.3516,-0.5355,-0.2580,1.0642,-1.2545,1.3509
1228,True,Optimization terminated successfully.,1907,2936,406.6584,0,1,0.0890,-0.2117,-0.6551,-0.4749,0.9147,-0.8681,1.7039
1229,True,Optimization terminated successfully.,1859,2874,363.7370,0,1,-0.0927,-0.4730,-0.3760,0.0438,1.2921,-1.7926,0.8484
1230,True,Optimization terminated successfully.,1668,2581,424.7210,0,1,-0.2110,-0.7383,-0.1995,0.5390,1.5282,-2.3974,0.1191
1231,True,Optimization terminated successfully.,1846,2864,440.7094,0,1,-0.0871,-0.5503,-0.3888,0.1838,1.3004,-1.7541,0.6099
1232,True,Optimization terminated successfully.,1782,2746,484.7997,0,1,-0.0424,-0.3846,-0.4440,-0.0706,1.2283,-1.5558,1.0556
1233,True,Optimization terminated successfully.,1883,2938,500.7330,0,1,-0.1148,-0.5894,-0.3382,0.2930,1.3182,-1.9215,0.4660
1234,True,Optimization terminated successfully.,2100,3249,480.0145,0,1,0.1899,-0.0536,-0.8365,-0.8174,0.6361,-0.2571,2.2192
1235,True,Optimization terminated successfully.,1635,2513,532.2924,0,1,-0.0426,-0.4662,-0.4454,0.0146,1.2204,-1.5531,0.8789
1236,True,Optimization terminated successfully.,1828,2824,438.4186,0,1,-0.0672,-0.4174,-0.4140,0.0063,1.2437,-1.6603,0.9342
1237,True,Optimization terminated successfully.,1974,3050,456.5837,0,1,-0.1968,-0.7949,-0.1987,0.6388,1.5719,-2.3932,-0.0642
1238,True,Optimization terminated successfully.,1692,2627,451.2498,0,1,-0.1107,-0.4728,-0.3448,0.0679,1.3023,-1.9070,0.8016
1239,True,Optimization terminated successfully.,2103,3273,445.4581,0,1,0.3928,0.3482,-1.1522,-1.5845,0.1615,0.8270,3.4290
1240,True,Optimization terminated successfully.,1637,2525,450.5540,0,1,-0.0989,-0.5088,-0.3719,0.1411,1.2864,-1.8152,0.7705
1241,True,Optimization terminated successfully.,1729,2687,391.2950,0,1,-0.0030,-0.2623,-0.5327,-0.3506,1.0570,-1.2845,1.4873
1242,True,Optimization terminated successfully.,1661,2582,402.2638,0,1,-0.1777,-0.7205,-0.2249,0.5380,1.5563,-2.3175,0.1062
1243,True,Optimization terminated successfully.,1887,2928,386.8556,0,1,-0.1040,-0.4531,-0.3609,0.0334,1.2888,-1.8269,0.9536
1244,True,Optimization terminated successfully.,1897,2910,394.7581,0,1,-0.0727,-0.5348,-0.4006,0.1834,1.2684,-1.7044,0.6655
1245,True,Optimization terminated successfully.,1795,2786,501.9370,0,1,-0.2083,-0.7597,-0.1748,0.6089,1.5712,-2.4584,0.0192
1246,True,Optimization terminated successfully.,1655,2537,477.5529,0,1,-0.1775,-0.6473,-0.2367,0.3904,1.4841,-2.2806,0.3588
1247,True,Optimization terminated successfully.,1875,2903,392.4256,0,1,-0.1711,-0.6145,-0.2379,0.3741,1.5073,-2.2596,0.3866
1248,True,Optimization terminated successfully.,1760,2730,402.0328,0,1,-0.0247,-0.3360,-0.4959,-0.2302,1.1043,-1.3969,1.3103
1249,True,Optimization terminated successfully.,2014,3101,394.6253,0,1,-0.0625,-0.4415,-0.4344,-0.0124,1.2185,-1.5805,0.9685
1250,True,Optimization terminated successfully.,1512,2357,455.7708,0,1,0.1046,-0.1612,-0.6895,-0.5525,0.8384,-0.7366,1.8769
1251,True,Optimization terminated successfully.,2036,3118,419.7969,0,1,-0.0041,-0.3324,-0.5170,-0.2233,1.0791,-1.3130,1.3203
1252,True,Optimization terminated successfully.,2026,3128,421.2293,0,1,-0.1221,-0.4722,-0.3288,0.0470,1.3505,-1.9502,0.8650
1253,True,Optimization terminated successfully.,1744,2682,452.5995,0,1,-0.0307,-0.4005,-0.4826,-0.1354,1.1289,-1.4408,1.1229
1254,True,Optimization terminated successfully.,1939,2990,414.9695,0,1,-0.2123,-0.6829,-0.1820,0.4997,1.5607,-2.4422,0.1768
1255,True,Optimization terminated successfully.,1945,2987,464.1173,0,1,-0.1261,-0.5276,-0.3157,0.2346,1.3721,-1.9928,0.6075
1256,True,Optimization terminated successfully.,1924,2978,401.1086,0,1,-0.2644,-0.8426,-0.0970,0.7725,1.7069,-2.7338,-0.3052
1257,True,Optimization terminated successfully.,1770,2757,497.0388,0,1,-0.3508,-0.9527,0.0430,1.0182,1.8813,-3.2106,-0.6028
1258,True,Optimization terminated successfully.,1978,3069,362.2958,0,1,-0.2514,-0.7493,-0.1147,0.6346,1.6483,-2.6860,-0.0330
1259,True,Optimization terminated successfully.,2031,3137,408.0610,0,1,-0.1184,-0.6067,-0.3334,0.2796,1.3325,-1.9416,0.5101
1260,True,Optimization terminated successfully.,1935,2980,432.2275,0,1,-0.1388,-0.5315,-0.3028,0.2004,1.4013,-2.0586,0.7141
1261,True,Optimization terminated successfully.,1661,2610,384.0764,0,1,-0.0048,-0.3596,-0.5186,-0.2517,1.0672,-1.3157,1.3307
1262,True,Optimization terminated successfully.,1549,2387,486.9599,0,1,0.0411,-0.3931,-0.5744,-0.1775,1.0179,-1.1257,1.2148
1263,True,Optimization terminated successfully.,1707,2659,443.0696,0,1,-0.0741,-0.5142,-0.4037,0.1155,1.2487,-1.6948,0.7623
1264,True,Optimization terminated successfully.,1612,2504,402.1593,1,0,-0.7042,-1.5974,0.6315,2.2967,2.7283,-5.1812,-2.6084
1265,True,Optimization terminated successfully.,1782,2749,456.8692,0,1,-0.0520,-0.5141,-0.4450,0.0366,1.1976,-1.5599,0.8976
1266,True,Optimization terminated successfully.,1643,2558,380.1635,0,1,-0.0498,-0.4432,-0.4362,-0.0321,1.2175,-1.5819,1.0003
1267,True,Optimization terminated successfully.,1734,2694,495.2265,0,1,-0.1206,-0.5315,-0.3316,0.1646,1.3688,-1.9396,0.7191
1268,True,Optimization terminated successfully.,1706,2649,455.4418,0,1,-0.1126,-0.5515,-0.3373,0.2074,1.3419,-1.9208,0.6214
1269,True,Optimization terminated successfully.,1945,2984,428.9694,0,1,0.0265,-0.2897,-0.5723,-0.3627,0.9941,-1.1325,1.4637
1270,True,Optimization terminated successfully.,2070,3198,465.0939,0,1,-0.0829,-0.4765,-0.3901,0.0454,1.2861,-1.7282,0.8464
1271,True,Optimization terminated successfully.,1752,2727,461.3324,0,1,-0.1700,-0.6430,-0.2466,0.3702,1.4810,-2.2411,0.3178
1272,True,Optimization terminated successfully.,2071,3199,450.0991,0,1,0.1061,-0.2563,-0.7027,-0.4686,0.8252,-0.6816,1.6584
1273,True,Optimization terminated successfully.,1703,2638,412.2748,0,1,-0.0093,-0.3668,-0.5022,-0.1745,1.1074,-1.3612,1.2211
1274,True,Optimization terminated successfully.,1628,2545,419.4860,1,0,-1.1335,-2.3904,1.3362,3.8856,3.7460,-7.5545,-5.1204
1275,True,Optimization terminated successfully.,1564,2432,469.5131,0,1,0.2135,-0.0387,-0.8706,-0.8595,0.5952,-0.1337,2.2743
1276,True,Optimization terminated successfully.,1388,2204,391.4261,0,1,-0.1777,-0.6423,-0.2407,0.3458,1.4704,-2.2509,0.3690
1277,True,Optimization terminated successfully.,1841,2865,469.2005,0,1,-0.0435,-0.4514,-0.4486,-0.0423,1.1962,-1.5492,1.0235
1278,True,Optimization terminated successfully.,1715,2664,478.9223,0,1,0.2763,0.2026,-0.9794,-1.2838,0.4138,0.2367,2.9217
1279,True,Optimization terminated successfully.,1849,2856,373.7544,0,1,-0.0582,-0.5284,-0.4466,0.1339,1.2175,-1.5638,0.6960
1280,True,Optimization terminated successfully.,1833,2826,459.8652,0,1,-0.0165,-0.3972,-0.5087,-0.1154,1.0832,-1.3526,1.1176
1281,True,Optimization terminated successfully.,1918,2991,519.1844,0,1,0.0357,-0.3518,-0.5918,-0.2333,0.9746,-1.0821,1.2844
1282,True,Optimization terminated successfully.,1591,2480,404.0499,0,1,-0.1774,-0.6970,-0.2318,0.4723,1.4968,-2.2869,0.2173
1283,True,Optimization terminated successfully.,1820,2799,362.0973,0,1,0.0260,-0.3139,-0.5503,-0.2317,1.0926,-1.1962,1.3269
1284,True,Optimization terminated successfully.,1992,3051,389.1984,0,1,-0.0967,-0.5521,-0.3743,0.2149,1.3073,-1.7979,0.6518
1285,True,Optimization terminated successfully.,1700,2637,372.5939,0,1,-0.1068,-0.4023,-0.3432,-0.0024,1.3342,-1.8885,0.9979
1286,True,Optimization terminated successfully.,1632,2557,415.8005,0,1,-0.0302,-0.3846,-0.4807,-0.1373,1.1326,-1.4472,1.1682
1287,True,Optimization terminated successfully.,1809,2801,422.9031,0,1,-0.0711,-0.4903,-0.4086,0.0643,1.2427,-1.6891,0.8306
1288,True,Optimization terminated successfully.,2124,3291,452.9501,0,1,-0.0439,-0.4796,-0.4527,-0.0000,1.1950,-1.5495,0.9152
1289,True,Optimization terminated successfully.,2159,3307,426.2561,0,1,-0.1075,-0.5291,-0.3203,0.1503,1.3664,-1.9679,0.6938
1290,True,Optimization terminated successfully.,1664,2591,395.4742,0,1,-0.0467,-0.4590,-0.4500,0.0107,1.1875,-1.5617,0.9296
1291,True,Optimization terminated successfully.,1889,2935,393.3928,0,1,-0.0578,-0.5201,-0.4320,0.0685,1.1960,-1.6210,0.8351
1292,True,Optimization terminated successfully.,1711,2671,457.6631,0,1,-0.0922,-0.4590,-0.3766,0.0553,1.2813,-1.7886,0.9312
1293,True,Optimization terminated successfully.,1924,2978,339.3183,0,1,-0.1379,-0.6169,-0.2945,0.2751,1.4164,-2.0496,0.5343
1294,True,Optimization terminated successfully.,2043,3151,449.1998,0,1,0.1350,-0.1257,-0.7489,-0.6387,0.7528,-0.5453,1.9231
1295,True,Optimization terminated successfully.,1853,2863,420.5138,0,1,-0.1404,-0.5735,-0.2963,0.3237,1.4286,-2.0659,0.4925
1296,True,Optimization terminated successfully.,1624,2517,486.6786,0,1,0.1646,-0.1924,-0.7816,-0.5790,0.7410,-0.4201,1.8037
1297,True,Optimization terminated successfully.,2049,3142,465.3110,0,1,0.0099,-0.3184,-0.5410,-0.2495,1.0456,-1.2365,1.3298
1298,True,Optimization terminated successfully.,1556,2449,430.8016,0,1,-0.0030,-0.3407,-0.5167,-0.1867,1.1076,-1.3157,1.2204
1299,True,Optimization terminated successfully.,1708,2650,526.8436,0,1,-0.1144,-0.5304,-0.3452,0.1713,1.3121,-1.9004,0.6453
1300,True,Optimization terminated successfully.,1932,2999,466.4366,0,1,-0.1276,-0.5661,-0.3237,0.1830,1.3792,-1.9666,0.6508
1301,True,Optimization terminated successfully.,1780,2786,390.3575,0,1,0.0749,-0.2403,-0.6380,-0.4245,0.9346,-0.9077,1.6153
1302,True,Optimization terminated successfully.,1569,2435,409.1399,1,0,-0.8060,-1.7963,0.7848,2.6347,2.9766,-5.6942,-3.1580
1303,True,Optimization terminated successfully.,1999,3078,411.8860,0,1,-0.0640,-0.4220,-0.4181,-0.0081,1.2605,-1.6587,1.0102
1304,True,Optimization terminated successfully.,1854,2864,476.5314,0,1,-0.0410,-0.3991,-0.4660,-0.0857,1.1455,-1.4885,1.0906
1305,True,Optimization terminated successfully.,1794,2795,484.3235,0,1,-0.0436,-0.5785,-0.4404,0.2300,1.2512,-1.5760,0.5897
1306,True,Optimization terminated successfully.,1735,2712,450.7081,0,1,0.1623,-0.0725,-0.7842,-0.7600,0.7259,-0.4131,2.1253
1307,True,Optimization terminated successfully.,2149,3305,412.2151,0,1,-0.0152,-0.3524,-0.5090,-0.1788,1.0767,-1.3568,1.2416
1308,True,Optimization terminated successfully.,1690,2613,389.4019,0,1,-0.0179,-0.4605,-0.4928,0.0051,1.1145,-1.3990,0.9153
1309,True,Optimization terminated successfully.,1883,2920,486.9316,0,1,0.0590,-0.2654,-0.6327,-0.4138,0.9082,-0.9488,1.5719
1310,True,Optimization terminated successfully.,1958,3020,394.4303,0,1,-0.0128,-0.3457,-0.5179,-0.2687,1.0572,-1.3351,1.3521
1311,True,Optimization terminated successfully.,1795,2800,524.7330,0,1,-0.1313,-0.5679,-0.3222,0.2075,1.3198,-1.9776,0.6236
1312,True,Optimization terminated successfully.,2044,3185,379.4261,0,1,-0.0475,-0.3680,-0.4432,-0.1404,1.1966,-1.5534,1.2180
1313,True,Optimization terminated successfully.,1556,2408,462.5357,0,1,0.1564,-0.1707,-0.7871,-0.6363,0.6930,-0.4133,1.9173
1314,True,Optimization terminated successfully.,1722,2679,435.2842,0,1,-0.0901,-0.5502,-0.3797,0.2077,1.2682,-1.7772,0.6306
1315,True,Optimization terminated successfully.,1595,2510,389.0888,0,1,0.1671,-0.0529,-0.7995,-0.8178,0.6597,-0.3740,2.1943
1316,True,Optimization terminated successfully.,1741,2701,384.7295,0,1,-0.4009,-1.0689,0.1216,1.2399,1.9888,-3.4755,-1.0020
1317,True,Optimization terminated successfully.,1743,2703,456.0636,0,1,-0.1544,-0.6939,-0.2611,0.4834,1.4697,-2.1638,0.2340
1318,True,Optimization terminated successfully.,1973,3040,448.1985,0,1,-0.3085,-0.8739,-0.0335,0.8304,1.7843,-2.9770,-0.3778
1319,True,Optimization terminated successfully.,1991,3076,530.2456,0,1,-0.1086,-0.5622,-0.3519,0.2149,1.3112,-1.8631,0.6321
1320,True,Optimization terminated successfully.,1673,2606,389.4027,0,1,0.0083,-0.3166,-0.5327,-0.2200,1.0527,-1.2629,1.3092
1321,True,Optimization terminated successfully.,1996,3070,446.0142,0,1,-0.2257,-0.7242,-0.1599,0.5526,1.6003,-2.5294,0.0476
1322,True,Optimization terminated successfully.,1656,2593,454.4682,0,1,-0.0556,-0.5016,-0.4244,0.0341,1.2399,-1.6309,0.8767
1323,True,Optimization terminated successfully.,2140,3325,463.8266,0,1,0.1644,-0.0679,-0.7823,-0.7701,0.7296,-0.4319,2.1359
1324,True,Optimization terminated successfully.,1728,2693,382.1599,0,1,-0.1080,-0.5317,-0.3499,0.1788,1.3235,-1.8891,0.6963
1325,True,Optimization terminated successfully.,1765,2733,440.3435,0,1,-0.5582,-1.3050,0.3851,1.7609,2.3802,-4.3494,-1.8053
1326,True,Optimization terminated successfully.,1885,2964,406.0141,0,1,-0.2122,-0.7081,-0.1808,0.4954,1.5816,-2.4578,0.1721
1327,True,Optimization terminated successfully.,1719,2646,494.4935,0,1,-0.1525,-0.6570,-0.2833,0.4163,1.4329,-2.1240,0.2988
1328,True,Optimization terminated successfully.,1880,2919,477.2038,0,1,-0.1078,-0.6114,-0.3535,0.2957,1.3281,-1.8784,0.4828
1329,True,Optimization terminated successfully.,1973,3031,441.7617,0,1,0.0017,-0.2675,-0.5326,-0.3720,1.0428,-1.2769,1.5282
1330,True,Optimization terminated successfully.,1882,2910,435.9479,0,1,0.0717,-0.1972,-0.6447,-0.4904,0.9000,-0.8960,1.6904
1331,True,Optimization terminated successfully.,1913,2935,369.4243,0,1,-0.0322,-0.2551,-0.4900,-0.3172,1.0856,-1.4056,1.4721
1332,True,Optimization terminated successfully.,2105,3269,428.5617,0,1,-0.1265,-0.5529,-0.3072,0.1634,1.3966,-2.0099,0.6633
1333,True,Optimization terminated successfully.,1910,2966,467.9130,0,1,-0.4321,-1.0708,0.1794,1.2150,2.0574,-3.6612,-0.9332
1334,True,Optimization terminated successfully.,1871,2865,402.3171,0,1,0.0213,-0.2706,-0.5530,-0.3603,1.0337,-1.2034,1.4790
1335,True,Optimization terminated successfully.,1817,2824,403.4081,0,1,-0.0847,-0.4997,-0.3926,0.0477,1.2507,-1.7425,0.8482
1336,True,Optimization terminated successfully.,1755,2725,446.7492,0,1,-0.0977,-0.5065,-0.3695,0.1301,1.3023,-1.8116,0.7488
1337,True,Optimization terminated successfully.,1587,2472,438.1030,0,1,0.1792,0.0488,-0.8168,-0.9319,0.6299,-0.3243,2.4226
1338,True,Optimization terminated successfully.,1702,2657,494.3744,0,1,0.1442,-0.0525,-0.7565,-0.7528,0.7429,-0.5054,2.1099
1339,True,Optimization terminated successfully.,2062,3174,356.4155,0,1,0.0790,-0.2764,-0.6685,-0.3745,0.9026,-0.8131,1.4837
1340,True,Optimization terminated successfully.,1970,3064,515.2339,0,1,-0.1040,-0.5375,-0.3554,0.2036,1.3151,-1.8617,0.6226
1341,True,Optimization terminated successfully.,1797,2776,427.3766,0,1,0.1820,0.0099,-0.8282,-0.9024,0.6284,-0.2865,2.3167
1342,True,Optimization terminated successfully.,1559,2408,484.5114,0,1,-0.0313,-0.4068,-0.4704,-0.0279,1.1891,-1.4848,1.0178
1343,True,Optimization terminated successfully.,1613,2509,443.5990,0,1,-0.0300,-0.4432,-0.4856,-0.0004,1.1696,-1.4367,0.9130
1344,True,Optimization terminated successfully.,1632,2553,400.9359,0,1,-0.0611,-0.4425,-0.4309,-0.0475,1.2376,-1.6044,0.9918
1345,True,Optimization terminated successfully.,1615,2525,463.0773,0,1,-0.1477,-0.5697,-0.2848,0.2423,1.4068,-2.1085,0.5654
1346,True,Optimization terminated successfully.,2235,3425,417.7023,0,1,-0.5459,-1.1985,0.3719,1.5810,2.3797,-4.3056,-1.5044
1347,True,Optimization terminated successfully.,1734,2695,521.7227,0,1,-0.1201,-0.5824,-0.3207,0.2513,1.3688,-1.9590,0.5322
1348,True,Optimization terminated successfully.,1628,2534,430.0603,0,1,-0.0288,-0.4035,-0.4692,-0.0745,1.1853,-1.4852,1.0726
1349,True,Optimization terminated successfully.,1861,2855,435.5647,0,1,-0.1518,-0.6626,-0.2651,0.4072,1.4698,-2.1545,0.3133
1350,True,Optimization terminated successfully.,1661,2594,454.1327,0,1,-0.0026,-0.4169,-0.5197,-0.0740,1.0897,-1.3068,1.0517
1351,True,Optimization terminated successfully.,1947,3010,454.6577,0,1,-0.1097,-0.4185,-0.3535,0.0241,1.3129,-1.8785,0.8997
1352,True,Optimization terminated successfully.,1944,3007,451.1234,0,1,-0.0740,-0.4788,-0.4077,0.0113,1.2359,-1.6944,0.9377
1353,True,Optimization terminated successfully.,1732,2696,541.1869,0,1,-0.1049,-0.5447,-0.3490,0.1669,1.3216,-1.8881,0.6565
1354,True,Optimization terminated successfully.,1608,2495,434.7551,0,1,-0.0160,-0.3447,-0.4997,-0.2176,1.0983,-1.3756,1.2880
1355,True,Optimization terminated successfully.,2104,3222,483.7739,0,1,0.0202,-0.2912,-0.5593,-0.3022,1.0310,-1.1757,1.4408
1356,True,Optimization terminated successfully.,1914,2940,371.8573,0,1,-0.2515,-0.8413,-0.1225,0.7174,1.6124,-2.6461,-0.1961
1357,True,Optimization terminated successfully.,2014,3146,435.8728,0,1,-0.0638,-0.4110,-0.4288,-0.0219,1.2268,-1.6286,0.9877
1358,True,Optimization terminated successfully.,1845,2868,449.9719,0,1,-0.1993,-0.7217,-0.1948,0.5427,1.5769,-2.3908,0.1306
1359,True,Optimization terminated successfully.,2211,3374,400.4756,0,1,-0.0401,-0.4368,-0.4698,-0.0738,1.1244,-1.4723,1.0135
1360,True,Optimization terminated successfully.,1468,2276,475.2549,0,1,-0.0247,-0.4763,-0.4858,-0.0082,1.1445,-1.4413,0.9725
1361,True,Optimization terminated successfully.,2015,3114,468.3972,0,1,0.0139,-0.4308,-0.5400,-0.0668,1.0691,-1.2513,1.0404
1362,True,Optimization terminated successfully.,1917,2940,476.6254,0,1,-0.1129,-0.5176,-0.3440,0.2295,1.3511,-1.9077,0.6003
1363,True,Optimization terminated successfully.,1819,2798,404.7929,0,1,-0.0499,-0.5567,-0.4420,0.1490,1.2005,-1.5759,0.7248
1364,True,Optimization terminated successfully.,2001,3080,461.9086,0,1,0.0165,-0.3787,-0.5469,-0.1282,1.0697,-1.2022,1.1616
1365,True,Optimization terminated successfully.,1751,2724,383.9198,0,1,-0.0236,-0.3613,-0.4909,-0.1636,1.1090,-1.4149,1.2438
1366,True,Optimization terminated successfully.,2168,3327,459.8805,0,1,0.0093,-0.4255,-0.5406,-0.1163,1.0957,-1.2448,1.1110
1367,True,Optimization terminated successfully.,1544,2406,514.3251,0,1,-0.1471,-0.5958,-0.2781,0.3066,1.4494,-2.1080,0.4699
1368,True,Optimization terminated successfully.,1860,2889,424.0033,0,1,-0.1036,-0.5698,-0.3603,0.2183,1.3051,-1.8452,0.6231
1369,True,Optimization terminated successfully.,1737,2703,454.8755,0,1,-0.1246,-0.5539,-0.3336,0.1953,1.3267,-1.9395,0.6436
