toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
1747,True,Optimization terminated successfully.,2270,3400,18.1048,0,1,0.3949,0.1852,-0.0355,-0.9774,-0.9153,-0.8792,0.5148,4.3459
1748,True,Optimization terminated successfully.,2477,3698,14.1773,0,1,0.3655,0.1892,0.0539,-1.1293,-0.9684,-1.1044,0.4419,4.5173
1749,True,Optimization terminated successfully.,2658,3944,6.8536,0,1,0.1197,-0.0521,-0.2334,-0.4369,-0.3356,-0.4428,0.8419,3.6254
1750,True,Optimization terminated successfully.,2767,4127,18.3699,0,1,0.0049,-0.1707,-0.4209,-0.1883,-0.0170,-0.1993,0.8965,3.2405
1751,True,Optimization terminated successfully.,2857,4264,11.1109,1,0,-3.6447,-3.8149,-3.9432,8.1116,8.1432,8.0770,5.4198,-8.4264
1752,True,Optimization terminated successfully.,2254,3397,19.8981,0,1,-0.1512,-0.3481,-0.5382,0.1975,0.3195,0.1770,1.0677,2.7038
1753,True,Optimization terminated successfully.,2514,3787,29.2163,1,0,1.4402,1.2779,1.0362,-3.4487,-3.3517,-3.4696,-1.0345,7.8258
1754,True,Optimization terminated successfully.,2430,3642,5.3034,1,0,0.5224,0.3881,0.2436,-1.4539,-1.3438,-1.3515,0.1968,5.0184
1755,True,Optimization terminated successfully.,2524,3794,5.0871,1,0,-3.2386,-3.4630,-3.5853,7.3000,7.4074,7.2178,4.9405,-7.2774
1756,True,Optimization terminated successfully.,2788,4182,30.0311,0,1,0.0068,-0.1079,-0.4098,-0.1262,-0.0468,-0.1178,0.8955,3.2069
1757,True,Optimization terminated successfully.,2081,3133,25.6932,0,1,0.4397,0.2448,0.0738,-1.3062,-1.1713,-1.2274,0.2444,4.7355
1758,True,Optimization terminated successfully.,2544,3797,28.9111,1,0,1.6756,1.5074,1.2801,-3.9507,-3.9589,-4.0232,-1.2192,8.7221
1759,True,Optimization terminated successfully.,2660,3976,10.2890,0,1,-0.6132,-0.7193,-1.0514,1.1288,1.2631,1.0612,1.5663,1.3708
1760,True,Optimization terminated successfully.,2346,3554,5.0362,0,1,-0.1014,-0.3011,-0.5238,0.0649,0.1715,0.0015,1.0029,2.8994
1761,True,Optimization terminated successfully.,2240,3354,14.0778,1,0,0.7975,0.5890,0.4418,-2.0046,-1.9089,-2.0016,-0.1449,5.8075
1762,True,Optimization terminated successfully.,2987,4464,25.7021,1,0,14.4943,14.3281,14.1437,-33.5178,-33.4331,-33.5293,-17.5953,50.4384
1763,True,Optimization terminated successfully.,2581,3891,27.2784,1,0,10.4678,10.3013,10.1120,-24.1911,-24.1225,-24.2526,-12.3647,37.2792
1764,True,Optimization terminated successfully.,2577,3846,14.3769,1,0,2.4706,2.2084,2.1122,-5.8436,-5.7613,-5.8155,-2.1798,11.2729
1765,True,Optimization terminated successfully.,2814,4200,7.2434,0,1,0.1347,-0.0479,-0.1427,-0.5193,-0.4492,-0.5350,0.5857,3.7529
1766,True,Optimization terminated successfully.,2754,4129,14.0688,1,0,2.1272,2.0086,1.7617,-5.0781,-4.9881,-5.1086,-1.8161,10.1714
1767,True,Optimization terminated successfully.,2340,3516,22.2974,1,0,2.5000,2.2064,2.0823,-5.8714,-5.7300,-5.7888,-2.3373,11.2556
1768,True,Optimization terminated successfully.,2541,3857,11.9600,1,0,7.0523,6.9840,6.6598,-16.3349,-16.2928,-16.3571,-7.9680,26.1572
1769,True,Optimization terminated successfully.,2466,3661,15.1726,1,0,2.3033,2.1953,1.9589,-5.5953,-5.4228,-5.5693,-2.0397,10.7928
1770,True,Optimization terminated successfully.,2388,3597,17.9536,1,0,1.3127,1.1441,0.9114,-3.2268,-3.0654,-3.1220,-0.8252,7.4948
1771,True,Optimization terminated successfully.,2719,4064,22.6951,1,0,2.8780,2.7637,2.5632,-6.9304,-6.7854,-6.9499,-2.8115,12.8246
1772,True,Optimization terminated successfully.,2466,3659,13.0826,1,0,0.6674,0.5151,0.3881,-1.9842,-1.8937,-1.9687,-0.2332,5.7585
1773,True,Optimization terminated successfully.,2335,3513,20.0831,1,0,2.0278,1.8929,1.7700,-4.8547,-4.8412,-4.9276,-1.8026,9.9435
1774,True,Optimization terminated successfully.,2757,4107,10.1158,0,1,-1.5658,-1.6756,-1.9049,3.5204,3.5938,3.4762,3.0023,-1.9340
1775,True,Optimization terminated successfully.,2390,3594,9.9579,1,0,-2.6568,-2.7746,-3.0084,5.8336,5.8848,5.8059,4.1417,-5.2899
1776,True,Optimization terminated successfully.,2760,4105,6.0033,1,0,3.4047,3.2550,3.0151,-8.0783,-8.0118,-8.0986,-3.4396,14.4247
1777,True,Optimization terminated successfully.,2524,3778,19.6625,0,1,-0.2579,-0.3343,-0.5528,0.2755,0.4416,0.3065,1.2463,2.5031
1778,True,Optimization terminated successfully.,2496,3728,19.9308,1,0,0.9158,0.8033,0.5787,-2.3802,-2.2477,-2.3774,-0.2464,6.3280
1779,True,Optimization terminated successfully.,2636,3953,17.0415,1,0,2.1357,2.0180,1.8214,-5.1925,-5.0480,-5.1131,-1.8115,10.3576
1780,True,Optimization terminated successfully.,2518,3796,13.2093,1,0,1.3914,1.1205,0.9563,-3.3175,-3.2189,-3.3480,-0.8409,7.7113
1781,True,Optimization terminated successfully.,2910,4353,5.9010,1,0,-5.2640,-5.3952,-5.5965,11.8680,11.8781,11.7382,7.5111,-13.7608
1782,True,Optimization terminated successfully.,2939,4354,14.5010,1,0,2.5741,2.4468,2.2475,-6.2922,-6.1906,-6.3267,-2.5555,11.9107
1783,True,Optimization terminated successfully.,2172,3274,15.2890,1,0,1.7482,1.5529,1.4428,-4.1931,-4.1214,-4.2010,-1.3257,8.9805
1784,True,Optimization terminated successfully.,2555,3831,6.7016,0,1,-0.1510,-0.3457,-0.5201,0.1220,0.2163,0.1270,0.8726,2.7625
1785,True,Optimization terminated successfully.,2648,3998,24.5656,1,0,7.2322,6.9696,6.8284,-16.7122,-16.5820,-16.6374,-8.2152,26.6714
1786,True,Optimization terminated successfully.,2699,4030,17.2464,0,1,-0.1741,-0.3697,-0.4970,0.1870,0.2630,0.1678,1.1795,2.7250
1787,True,Optimization terminated successfully.,2835,4206,7.2760,1,0,-2.8053,-2.9795,-3.1644,6.1378,6.3975,6.1955,4.4885,-5.8161
1788,True,Optimization terminated successfully.,2208,3306,15.4063,0,1,0.3147,0.1895,0.0112,-0.7918,-0.7346,-0.9089,0.6588,4.1792
1789,True,Optimization terminated successfully.,2697,4014,7.1907,0,1,-0.6555,-0.7879,-1.0058,1.2483,1.3242,1.1827,1.5592,1.2873
1790,True,Optimization terminated successfully.,2384,3547,12.6241,0,1,-0.5797,-0.7938,-1.0280,1.1822,1.3161,1.1971,1.6864,1.2445
1791,True,Optimization terminated successfully.,2204,3319,13.1707,1,0,1.8210,1.6818,1.4526,-4.3270,-4.2419,-4.3815,-1.3188,9.1022
1792,True,Optimization terminated successfully.,2103,3188,5.1196,0,1,-0.5883,-0.6620,-0.8098,0.9244,1.1274,0.9426,1.5006,1.5966
1793,True,Optimization terminated successfully.,2768,4135,21.1589,1,0,15.9919,15.8906,15.7123,-36.9835,-36.9283,-36.9826,-19.4222,55.4262
1794,True,Optimization terminated successfully.,2682,3978,19.7007,0,1,-1.2827,-1.4883,-1.6493,2.7504,2.9628,2.8016,2.5333,-0.9229
1795,True,Optimization terminated successfully.,2889,4293,7.5469,1,0,-3.7667,-3.9304,-4.0488,8.3995,8.5550,8.3765,5.6821,-8.9150
1796,True,Optimization terminated successfully.,2521,3765,21.7829,0,1,-1.1888,-1.3103,-1.5291,2.4451,2.5207,2.4133,2.2835,-0.4507
1797,True,Optimization terminated successfully.,2675,3963,9.0558,1,0,-4.5305,-4.7595,-5.0323,10.3213,10.4370,10.3120,6.6580,-11.6862
1798,True,Optimization terminated successfully.,2067,3107,16.3886,1,0,0.6383,0.5602,0.3980,-1.7517,-1.6897,-1.8029,0.1716,5.4860
1799,True,Optimization terminated successfully.,2484,3716,10.9665,0,1,-1.5581,-1.7774,-1.9565,3.3967,3.5114,3.3712,2.8548,-1.8376
1800,True,Optimization terminated successfully.,2334,3497,15.0913,1,0,2.6047,2.4628,2.2608,-6.1175,-6.0108,-6.1618,-2.2437,11.7140
1801,True,Optimization terminated successfully.,2401,3593,19.8100,1,0,0.6983,0.4745,0.2685,-1.5702,-1.4445,-1.5860,0.1141,5.2654
1802,True,Optimization terminated successfully.,2552,3792,12.8109,1,0,1.3251,1.1999,1.0097,-3.3146,-3.2246,-3.2877,-0.9195,7.6879
1803,True,Optimization terminated successfully.,2626,3907,11.0462,0,1,-1.5398,-1.7831,-1.9403,3.4532,3.5464,3.4455,2.8671,-1.8647
1804,True,Optimization terminated successfully.,2419,3638,24.2581,1,0,2.3973,2.1062,2.0470,-5.7628,-5.5474,-5.6439,-2.1952,10.9989
1805,True,Optimization terminated successfully.,2465,3678,13.6561,1,0,1.3572,1.1935,1.0176,-3.3599,-3.2558,-3.2967,-0.9716,7.7476
1806,True,Optimization terminated successfully.,2581,3870,21.3973,1,0,1.6582,1.5222,1.3460,-4.0425,-3.9210,-4.0799,-1.3097,8.6686
1807,True,Optimization terminated successfully.,2211,3306,16.9860,1,0,1.4828,1.3534,1.1449,-3.5254,-3.4323,-3.5385,-0.8812,7.9740
1808,True,Optimization terminated successfully.,2530,3758,9.6199,1,0,0.6012,0.3752,0.1923,-1.4745,-1.3599,-1.4774,0.2070,5.0907
1809,True,Optimization terminated successfully.,2290,3444,23.6884,0,1,0.0855,-0.0593,-0.2205,-0.5195,-0.4537,-0.5475,0.6228,3.7171
1810,True,Optimization terminated successfully.,2861,4299,9.1892,1,0,1.9393,1.7592,1.4694,-4.4302,-4.3915,-4.5595,-1.3133,9.3600
1811,True,Optimization terminated successfully.,2871,4284,9.5143,1,0,6.1455,6.0881,5.7868,-14.3826,-14.2148,-14.3253,-6.9124,23.2636
1812,True,Optimization terminated successfully.,2767,4135,5.2284,1,0,1.2113,1.0501,0.8357,-3.0062,-2.8992,-3.0362,-0.6044,7.3041
1813,True,Optimization terminated successfully.,2118,3178,19.1072,0,1,0.0522,-0.1204,-0.2616,-0.2585,-0.1322,-0.2676,0.9866,3.3527
1814,True,Optimization terminated successfully.,2566,3893,5.4443,1,0,-5.6852,-5.8026,-6.0377,12.6752,12.7982,12.7525,8.0018,-15.0660
1815,True,Optimization terminated successfully.,2440,3606,8.7922,0,1,-0.0624,-0.2778,-0.4377,-0.0419,-0.0011,-0.0429,0.9661,3.0608
1816,True,Optimization terminated successfully.,2523,3824,6.7658,1,0,-8.9804,-9.1086,-9.3701,20.3954,20.5237,20.4717,12.2231,-25.9520
1817,True,Optimization terminated successfully.,2511,3775,11.2796,1,0,1.2940,1.1575,0.9141,-3.2965,-3.1707,-3.3135,-0.9049,7.6450
1818,True,Optimization terminated successfully.,2425,3630,8.7782,1,0,0.7076,0.4872,0.4266,-1.8937,-1.6947,-1.8943,0.0125,5.6027
1819,True,Optimization terminated successfully.,2743,4067,14.4784,1,0,3.1439,3.0003,2.7688,-7.4228,-7.2957,-7.4459,-3.1352,13.5065
1820,True,Optimization terminated successfully.,2208,3324,12.8838,0,1,0.4882,0.2754,0.1461,-1.4479,-1.3049,-1.3635,0.2887,4.9295
1821,True,Optimization terminated successfully.,2363,3569,8.6875,1,0,4.6011,4.4974,4.3210,-10.9411,-10.8893,-10.9871,-5.1611,18.5177
1822,True,Optimization terminated successfully.,2314,3453,3.0857,1,0,0.8636,0.6367,0.4291,-2.1887,-2.0953,-2.1088,-0.3393,6.0289
1823,True,Optimization terminated successfully.,2443,3662,18.6597,0,1,-0.1834,-0.3576,-0.5541,0.2295,0.3010,0.1710,1.1643,2.6633
1824,True,Optimization terminated successfully.,2586,3881,16.1961,0,1,-0.3944,-0.5366,-0.7520,0.6249,0.7507,0.6822,1.4043,2.0370
1825,True,Optimization terminated successfully.,2420,3662,22.2672,1,0,4.3410,4.1245,4.0121,-10.0101,-9.9533,-10.0368,-4.4693,17.2604
1826,True,Optimization terminated successfully.,2223,3339,7.2892,0,1,-1.6830,-1.7373,-1.9589,3.5546,3.7125,3.6246,2.9715,-2.1005
1827,True,Optimization terminated successfully.,2267,3414,10.0962,1,0,2.4496,2.2165,2.0419,-5.7273,-5.5360,-5.6898,-2.1283,11.0089
1828,True,Optimization terminated successfully.,2758,4149,19.2977,0,1,-1.7347,-1.9509,-2.0970,3.7983,3.8532,3.8009,3.0344,-2.4363
1829,True,Optimization terminated successfully.,2872,4285,7.0380,1,0,0.8983,0.7695,0.5797,-2.2961,-2.2024,-2.3666,-0.3309,6.2950
1830,True,Optimization terminated successfully.,3069,4551,23.4065,0,1,-1.7150,-1.8806,-2.0782,3.6285,3.7886,3.6906,3.0388,-2.2316
1831,True,Optimization terminated successfully.,2511,3751,11.6871,0,1,-0.3108,-0.4473,-0.7396,0.4848,0.6365,0.4429,1.3422,2.2859
1832,True,Optimization terminated successfully.,2367,3550,12.0477,0,1,0.0040,-0.1300,-0.3352,-0.3060,-0.1752,-0.2774,0.8920,3.3613
1833,True,Optimization terminated successfully.,2596,3860,11.2853,1,0,-3.4608,-3.6641,-3.9311,7.7748,7.9340,7.7799,5.3552,-8.0749
1834,True,Optimization terminated successfully.,2541,3834,29.8689,1,0,3.2045,3.0216,2.8186,-7.4642,-7.3896,-7.4489,-3.1182,13.6030
1835,True,Optimization terminated successfully.,2774,4148,16.6451,1,0,3.4405,3.2351,3.0701,-8.0622,-8.0024,-8.0944,-3.4244,14.4748
1836,True,Optimization terminated successfully.,2486,3725,8.0786,0,1,-1.1265,-1.2327,-1.5371,2.4209,2.4902,2.4122,2.2899,-0.4288
1837,True,Optimization terminated successfully.,2700,4025,9.8333,1,0,0.6775,0.3994,0.2118,-1.6167,-1.4932,-1.6208,0.1627,5.2594
1838,True,Optimization terminated successfully.,2477,3732,14.5793,0,1,-0.4253,-0.6221,-0.8485,0.7857,0.9985,0.8488,1.6008,1.7901
1839,True,Optimization terminated successfully.,2439,3605,15.2227,1,0,0.7749,0.6648,0.3982,-2.0991,-1.9902,-2.0577,-0.2448,5.9212
1840,True,Optimization terminated successfully.,2794,4133,7.8349,1,0,0.7664,0.5712,0.4143,-2.0276,-1.8757,-1.9686,-0.0906,5.8674
1841,True,Optimization terminated successfully.,2781,4148,14.4658,0,1,-0.2183,-0.3813,-0.5772,0.2296,0.4133,0.2656,1.1875,2.6042
1842,True,Optimization terminated successfully.,2617,3901,26.5423,1,0,1.9499,1.7971,1.6222,-4.6716,-4.5646,-4.6227,-1.5244,9.5662
1843,True,Optimization terminated successfully.,2624,3970,18.7752,0,1,0.4959,0.2670,0.0995,-1.3148,-1.1720,-1.2906,0.2635,4.8428
1844,True,Optimization terminated successfully.,2445,3688,34.9357,1,0,1.3159,1.1776,0.9731,-3.2887,-3.0628,-3.2935,-0.7057,7.6484
1845,True,Optimization terminated successfully.,2236,3337,7.4146,0,1,-1.7154,-1.8127,-2.0713,3.6548,3.7601,3.5898,2.9778,-2.2042
1846,True,Optimization terminated successfully.,2263,3400,6.4145,1,0,1.1662,1.0538,0.8569,-2.9595,-2.7852,-2.9980,-0.6266,7.1358
1847,True,Optimization terminated successfully.,2367,3547,12.5945,0,1,-0.3357,-0.5419,-0.7326,0.6856,0.7804,0.6723,1.4985,2.0406
1848,True,Optimization terminated successfully.,2394,3635,9.8487,0,1,0.0449,-0.0735,-0.2900,-0.2143,-0.0908,-0.2824,0.9726,3.2752
1849,True,Optimization terminated successfully.,2499,3734,11.6999,0,1,-2.1030,-2.1691,-2.4217,4.5426,4.6326,4.5559,3.4806,-3.4906
1850,True,Optimization terminated successfully.,2382,3573,17.6926,0,1,-0.1353,-0.3171,-0.5236,0.1439,0.2432,0.0921,1.0952,2.8055
1851,True,Optimization terminated successfully.,2260,3397,11.4110,0,1,0.2369,0.0733,-0.1056,-0.8089,-0.7194,-0.8866,0.4630,4.1560
1852,True,Optimization terminated successfully.,2352,3517,19.4828,1,0,0.9197,0.7959,0.5249,-2.2851,-2.1140,-2.3165,-0.1810,6.1621
1853,True,Optimization terminated successfully.,2670,4040,27.2080,1,0,29.4565,29.3140,29.1604,-67.8498,-67.7329,-67.8588,-36.5389,99.1529
1854,True,Optimization terminated successfully.,2873,4275,10.4407,1,0,1.4191,1.2162,1.0654,-3.4088,-3.3795,-3.4684,-0.9864,7.8843
1855,True,Optimization terminated successfully.,2593,3930,11.9968,0,1,0.2648,0.1868,-0.0580,-0.9307,-0.9085,-1.0001,0.4061,4.3590
1856,True,Optimization terminated successfully.,2664,3983,17.2696,1,0,1.5265,1.3597,1.1925,-3.7145,-3.6007,-3.6635,-1.0692,8.2462
1857,True,Optimization terminated successfully.,2198,3307,8.3630,0,1,-0.0205,-0.2049,-0.4273,-0.1186,0.0133,-0.0596,0.9095,3.1045
1858,True,Optimization terminated successfully.,2409,3577,8.5168,1,0,1.4519,1.2576,1.0486,-3.5561,-3.3458,-3.5584,-1.0151,7.9323
1859,True,Optimization terminated successfully.,2951,4437,11.5533,1,0,-10.5445,-10.6520,-10.8318,23.9142,23.9498,23.9081,14.1552,-30.8338
1860,True,Optimization terminated successfully.,2448,3629,18.5838,1,0,1.1798,0.8854,0.7658,-2.7806,-2.6719,-2.7732,-0.6347,6.9264
1861,True,Optimization terminated successfully.,2732,4080,6.7631,1,0,-7.1743,-7.4088,-7.6877,16.3866,16.4668,16.4168,10.0637,-20.2475
1862,True,Optimization terminated successfully.,2532,3784,10.3027,0,1,-1.0277,-1.2074,-1.4914,2.1586,2.2060,2.1126,2.0826,-0.1180
1863,True,Optimization terminated successfully.,2516,3751,7.1224,0,1,0.2406,0.0229,-0.1648,-0.6292,-0.5013,-0.6841,0.7078,3.9453
1864,True,Optimization terminated successfully.,2791,4203,12.8041,1,0,-3.9279,-3.9919,-4.2253,8.6861,8.7675,8.6868,5.8344,-9.3547
1865,True,Optimization terminated successfully.,2441,3690,18.1143,1,0,-4.3635,-4.5757,-4.7920,9.7680,9.9618,9.8167,6.4395,-10.9122
1866,True,Optimization terminated successfully.,2437,3658,20.6756,1,0,0.9776,0.8119,0.5720,-2.3691,-2.2806,-2.3723,-0.2584,6.3576
1867,True,Optimization terminated successfully.,2433,3649,18.0982,0,1,0.0889,-0.1409,-0.3760,-0.2841,-0.0820,-0.2213,0.7782,3.3351
1868,True,Optimization terminated successfully.,3244,4856,9.4834,0,1,-0.5791,-0.7914,-0.9818,1.0345,1.1556,1.0382,1.6374,1.5319
1869,True,Optimization terminated successfully.,2771,4136,11.8927,1,0,0.6525,0.4664,0.3422,-1.8020,-1.6653,-1.8745,-0.1418,5.5652
1870,True,Optimization terminated successfully.,2178,3294,15.4853,1,0,1.3517,1.2218,0.9954,-3.2279,-3.1398,-3.1606,-0.7217,7.5576
1871,True,Optimization terminated successfully.,2581,3850,13.9653,0,1,-1.8555,-2.0274,-2.1753,3.9080,3.9947,3.8453,3.1869,-2.5416
1872,True,Optimization terminated successfully.,2667,4013,13.4512,0,1,-1.1249,-1.2252,-1.4291,2.3076,2.2903,2.2057,2.2643,-0.1668
1873,True,Optimization terminated successfully.,3093,4622,32.7698,1,0,0.7311,0.5319,0.3611,-1.8609,-1.7769,-1.8925,-0.0791,5.6624
1874,True,Optimization terminated successfully.,2198,3306,14.0654,0,1,0.4171,0.2862,0.0683,-1.2868,-1.2189,-1.2403,0.2107,4.7621
1875,True,Optimization terminated successfully.,2847,4258,16.5496,0,1,-0.7050,-0.9713,-1.1057,1.5090,1.6256,1.5103,1.9714,0.8073
1876,True,Optimization terminated successfully.,2104,3164,41.8779,1,0,6.0499,5.9707,5.7617,-14.2482,-14.1497,-14.2843,-6.9584,23.1802
1877,True,Optimization terminated successfully.,2113,3200,26.1906,1,0,1.8514,1.7410,1.5187,-4.4710,-4.3881,-4.4701,-1.5112,9.3722
1878,True,Optimization terminated successfully.,2581,3903,9.8343,1,0,1.0781,0.8250,0.6613,-2.6706,-2.5517,-2.5765,-0.4679,6.7644
1879,True,Optimization terminated successfully.,2162,3233,30.1647,1,0,0.5388,0.4242,0.2483,-1.5408,-1.4467,-1.4906,0.1498,5.0917
1880,True,Optimization terminated successfully.,2668,3997,12.4583,1,0,-11.1434,-11.2619,-11.4495,25.2304,25.3471,25.2600,15.0163,-32.7805
1881,True,Optimization terminated successfully.,2485,3728,9.2098,1,0,1.3352,1.0926,0.8902,-3.1355,-2.9545,-3.1021,-0.6535,7.3597
1882,True,Optimization terminated successfully.,2221,3364,14.2614,1,0,7.4164,7.1724,7.0378,-17.0911,-16.9582,-17.1401,-8.4105,27.2115
1883,True,Optimization terminated successfully.,2526,3784,15.8591,1,0,1.1652,1.0086,0.8858,-2.8902,-2.8157,-2.9476,-0.7021,7.1456
1884,True,Optimization terminated successfully.,2329,3467,16.7044,1,0,0.8770,0.6906,0.4118,-2.1330,-1.9582,-2.1315,-0.1354,5.9710
1885,True,Optimization terminated successfully.,2392,3617,6.8286,1,0,2.2755,2.1405,1.8788,-5.3812,-5.2195,-5.3461,-1.8661,10.6440
1886,True,Optimization terminated successfully.,2009,3053,14.5574,0,1,-2.1108,-2.2590,-2.5624,4.6672,4.7314,4.6720,3.4912,-3.6557
1887,True,Optimization terminated successfully.,2521,3757,20.4924,1,0,-3.1110,-3.2583,-3.5287,6.9536,7.0305,6.8955,4.7567,-6.8435
1888,True,Optimization terminated successfully.,2605,3904,8.0318,0,1,0.3952,0.1683,-0.0244,-1.0869,-1.0295,-1.0812,0.3034,4.5324
1889,True,Optimization terminated successfully.,2730,4073,20.6901,0,1,0.2279,0.1350,-0.0933,-0.8262,-0.7798,-0.8153,0.4441,4.1681
1890,True,Optimization terminated successfully.,2688,4031,19.8831,1,0,3.2901,3.0674,2.9578,-7.8787,-7.6336,-7.8271,-3.4003,14.0221
1891,True,Optimization terminated successfully.,2666,4006,18.6399,1,0,3.7464,3.6167,3.4365,-8.9419,-8.8089,-8.9290,-3.9547,15.5789
1892,True,Optimization terminated successfully.,2506,3780,22.0855,1,0,2.7551,2.6586,2.5486,-6.7102,-6.6794,-6.6809,-2.7564,12.4900
1893,True,Optimization terminated successfully.,2064,3097,12.8068,0,1,-1.0455,-1.1554,-1.3599,2.1141,2.1438,2.0803,2.0416,-0.0025
1894,True,Optimization terminated successfully.,2303,3458,10.3160,0,1,0.1177,0.0026,-0.3145,-0.5215,-0.3640,-0.5158,0.7396,3.6356
1895,True,Optimization terminated successfully.,2084,3162,9.0539,1,0,-2.6006,-2.8257,-3.0512,5.9115,5.9793,5.8790,4.2466,-5.3601
1896,True,Optimization terminated successfully.,2687,3995,17.4444,1,0,1.6779,1.5668,1.3359,-4.1151,-3.9582,-4.1624,-1.2639,8.7738
1897,True,Optimization terminated successfully.,2542,3831,9.4288,1,0,1.8838,1.7557,1.5279,-4.5471,-4.4226,-4.4184,-1.5011,9.3307
1898,True,Optimization terminated successfully.,2809,4205,24.1813,1,0,4.5931,4.4987,4.3440,-10.8950,-10.7854,-10.9674,-5.0848,18.4335
1899,True,Optimization terminated successfully.,2693,4042,6.0185,1,0,0.6349,0.5449,0.2646,-1.7922,-1.6727,-1.8384,-0.0206,5.5844
1900,True,Optimization terminated successfully.,2582,3837,10.9687,0,1,0.0616,-0.1207,-0.2390,-0.3766,-0.2252,-0.3485,0.7896,3.4962
1901,True,Optimization terminated successfully.,2506,3745,19.8420,1,0,6.3475,6.2493,6.0865,-14.9616,-14.8542,-14.8793,-7.3912,24.1596
1902,True,Optimization terminated successfully.,2277,3406,3.2035,0,1,0.2734,0.1402,-0.0845,-0.8231,-0.7301,-0.7981,0.4824,4.1324
1903,True,Optimization terminated successfully.,2288,3456,15.9286,1,0,3.7972,3.6068,3.4371,-8.8245,-8.7812,-8.9300,-3.9112,15.5810
1904,True,Optimization terminated successfully.,2559,3801,14.3052,1,0,0.8858,0.8033,0.7064,-2.4569,-2.3651,-2.4973,-0.4572,6.4987
1905,True,Optimization terminated successfully.,2669,4018,11.4950,1,0,-4.5355,-4.6755,-4.9131,10.2536,10.3573,10.2080,6.6496,-11.5068
1906,True,Optimization terminated successfully.,3095,4631,23.6321,1,0,2.8348,2.6429,2.5050,-6.7642,-6.6608,-6.7715,-2.7620,12.5733
