z_label,pass,pt_bin,phi_bin,pt_lo,pt_hi,pt_center,phi_lo_rad,phi_hi_rad,phi_center_rad,random_subtracted_counts,coin_counts_raw,random_avg_counts,n_runs,n_manifests,n_groups
z0p67,pass5,34,56,0.34,0.35,0.345,4.8869219,4.9741884,4.9305551,12.5,15,2.5,24,4,4
z0p67,pass5,35,56,0.35,0.36,0.355,4.8869219,4.9741884,4.9305551,10.25,14,3.75,24,4,4
z0p67,pass5,36,56,0.36,0.37,0.365,4.8869219,4.9741884,4.9305551,7,9,2,24,4,4
z0p67,pass5,37,56,0.37,0.38,0.375,4.8869219,4.9741884,4.9305551,14.5,16,1.5,24,4,4
z0p67,pass5,38,56,0.38,0.39,0.385,4.8869219,4.9741884,4.9305551,5.5,6,0.5,24,4,4
z0p67,pass5,39,56,0.39,0.4,0.395,4.8869219,4.9741884,4.9305551,7,8,1,24,4,4
z0p67,pass5,40,56,0.4,0.41,0.405,4.8869219,4.9741884,4.9305551,10.25,11,0.75,24,4,4
z0p67,pass5,41,56,0.41,0.42,0.415,4.8869219,4.9741884,4.9305551,3.5,4,0.5,24,4,4
z0p67,pass5,42,56,0.42,0.43,0.425,4.8869219,4.9741884,4.9305551,7.5,8,0.5,24,4,4
z0p67,pass5,43,56,0.43,0.44,0.435,4.8869219,4.9741884,4.9305551,2.75,4,1.25,24,4,4
z0p67,pass5,44,56,0.44,0.45,0.445,4.8869219,4.9741884,4.9305551,0.25,1,0.75,24,4,4
z0p67,pass5,45,56,0.45,0.46,0.455,4.8869219,4.9741884,4.9305551,-0.25,1,1.25,24,4,4
z0p67,pass5,46,56,0.46,0.47,0.465,4.8869219,4.9741884,4.9305551,1.25,2,0.75,24,4,4
z0p67,pass5,47,56,0.47,0.48,0.475,4.8869219,4.9741884,4.9305551,4,4,0,24,4,4
z0p67,pass5,48,56,0.48,0.49,0.485,4.8869219,4.9741884,4.9305551,0,0,0,24,4,4
z0p67,pass5,49,56,0.49,0.5,0.495,4.8869219,4.9741884,4.9305551,-1,0,1,24,4,4
z0p67,pass5,50,56,0.5,0.51,0.505,4.8869219,4.9741884,4.9305551,0.75,1,0.25,24,4,4
z0p67,pass5,51,56,0.51,0.52,0.515,4.8869219,4.9741884,4.9305551,0,1,1,24,4,4
z0p67,pass5,52,56,0.52,0.53,0.525,4.8869219,4.9741884,4.9305551,0.5,1,0.5,24,4,4
z0p67,pass5,53,56,0.53,0.54,0.535,4.8869219,4.9741884,4.9305551,1.75,2,0.25,24,4,4
z0p67,pass5,54,56,0.54,0.55,0.545,4.8869219,4.9741884,4.9305551,-0.5,0,0.5,24,4,4
z0p67,pass5,55,56,0.55,0.56,0.555,4.8869219,4.9741884,4.9305551,0.75,1,0.25,24,4,4
z0p67,pass5,56,56,0.56,0.57,0.565,4.8869219,4.9741884,4.9305551,-0.5,0,0.5,24,4,4
z0p67,pass5,57,56,0.57,0.58,0.575,4.8869219,4.9741884,4.9305551,2,2,0,24,4,4
z0p67,pass5,58,56,0.58,0.59,0.585,4.8869219,4.9741884,4.9305551,0.75,1,0.25,24,4,4
z0p67,pass5,59,56,0.59,0.6,0.595,4.8869219,4.9741884,4.9305551,3.5,4,0.5,24,4,4
z0p67,pass5,0,57,0,0.01,0.005,4.9741884,5.0614548,5.0178216,7,7,0,24,4,4
z0p67,pass5,1,57,0.01,0.02,0.015,4.9741884,5.0614548,5.0178216,10.5,13,2.5,24,4,4
z0p67,pass5,2,57,0.02,0.03,0.025,4.9741884,5.0614548,5.0178216,18.75,23,4.25,24,4,4
z0p67,pass5,3,57,0.03,0.04,0.035,4.9741884,5.0614548,5.0178216,34.5,40,5.5,24,4,4
z0p67,pass5,4,57,0.04,0.05,0.045,4.9741884,5.0614548,5.0178216,32.25,37,4.75,24,4,4
z0p67,pass5,5,57,0.05,0.06,0.055,4.9741884,5.0614548,5.0178216,31,40,9,24,4,4
z0p67,pass5,6,57,0.06,0.07,0.065,4.9741884,5.0614548,5.0178216,30.75,40,9.25,24,4,4
z0p67,pass5,7,57,0.07,0.08,0.075,4.9741884,5.0614548,5.0178216,51.25,60,8.75,24,4,4
z0p67,pass5,8,57,0.08,0.09,0.085,4.9741884,5.0614548,5.0178216,29.75,39,9.25,24,4,4
z0p67,pass5,9,57,0.09,0.1,0.095,4.9741884,5.0614548,5.0178216,49.75,59,9.25,24,4,4
z0p67,pass5,10,57,0.1,0.11,0.105,4.9741884,5.0614548,5.0178216,28.25,42,13.75,24,4,4
z0p67,pass5,11,57,0.11,0.12,0.115,4.9741884,5.0614548,5.0178216,49.75,61,11.25,24,4,4
z0p67,pass5,12,57,0.12,0.13,0.125,4.9741884,5.0614548,5.0178216,49.75,60,10.25,24,4,4
z0p67,pass5,13,57,0.13,0.14,0.135,4.9741884,5.0614548,5.0178216,40.5,52,11.5,24,4,4
z0p67,pass5,14,57,0.14,0.15,0.145,4.9741884,5.0614548,5.0178216,36.25,52,15.75,24,4,4
z0p67,pass5,15,57,0.15,0.16,0.155,4.9741884,5.0614548,5.0178216,38.75,54,15.25,24,4,4
z0p67,pass5,16,57,0.16,0.17,0.165,4.9741884,5.0614548,5.0178216,34.5,47,12.5,24,4,4
z0p67,pass5,17,57,0.17,0.18,0.175,4.9741884,5.0614548,5.0178216,38.75,51,12.25,24,4,4
z0p67,pass5,18,57,0.18,0.19,0.185,4.9741884,5.0614548,5.0178216,26.5,36,9.5,24,4,4
z0p67,pass5,19,57,0.19,0.2,0.195,4.9741884,5.0614548,5.0178216,35.75,47,11.25,24,4,4
z0p67,pass5,20,57,0.2,0.21,0.205,4.9741884,5.0614548,5.0178216,38,45,7,24,4,4
z0p67,pass5,21,57,0.21,0.22,0.215,4.9741884,5.0614548,5.0178216,28,36,8,24,4,4
z0p67,pass5,22,57,0.22,0.23,0.225,4.9741884,5.0614548,5.0178216,33,39,6,24,4,4
z0p67,pass5,23,57,0.23,0.24,0.235,4.9741884,5.0614548,5.0178216,22.75,29,6.25,24,4,4
z0p67,pass5,24,57,0.24,0.25,0.245,4.9741884,5.0614548,5.0178216,33.5,41,7.5,24,4,4
z0p67,pass5,25,57,0.25,0.26,0.255,4.9741884,5.0614548,5.0178216,17.5,23,5.5,24,4,4
z0p67,pass5,26,57,0.26,0.27,0.265,4.9741884,5.0614548,5.0178216,22.5,27,4.5,24,4,4
z0p67,pass5,27,57,0.27,0.28,0.275,4.9741884,5.0614548,5.0178216,21.25,27,5.75,24,4,4
z0p67,pass5,28,57,0.28,0.29,0.285,4.9741884,5.0614548,5.0178216,15,19,4,24,4,4
z0p67,pass5,29,57,0.29,0.3,0.295,4.9741884,5.0614548,5.0178216,8.75,12,3.25,24,4,4
z0p67,pass5,30,57,0.3,0.31,0.305,4.9741884,5.0614548,5.0178216,13.25,16,2.75,24,4,4
z0p67,pass5,31,57,0.31,0.32,0.315,4.9741884,5.0614548,5.0178216,12.25,15,2.75,24,4,4
z0p67,pass5,32,57,0.32,0.33,0.325,4.9741884,5.0614548,5.0178216,8,10,2,24,4,4
z0p67,pass5,33,57,0.33,0.34,0.335,4.9741884,5.0614548,5.0178216,7.25,9,1.75,24,4,4
z0p67,pass5,34,57,0.34,0.35,0.345,4.9741884,5.0614548,5.0178216,2.5,4,1.5,24,4,4
z0p67,pass5,35,57,0.35,0.36,0.355,4.9741884,5.0614548,5.0178216,3.75,5,1.25,24,4,4
z0p67,pass5,36,57,0.36,0.37,0.365,4.9741884,5.0614548,5.0178216,1.25,3,1.75,24,4,4
z0p67,pass5,37,57,0.37,0.38,0.375,4.9741884,5.0614548,5.0178216,2.5,3,0.5,24,4,4
z0p67,pass5,38,57,0.38,0.39,0.385,4.9741884,5.0614548,5.0178216,5,6,1,24,4,4
z0p67,pass5,39,57,0.39,0.4,0.395,4.9741884,5.0614548,5.0178216,3.25,4,0.75,24,4,4
z0p67,pass5,40,57,0.4,0.41,0.405,4.9741884,5.0614548,5.0178216,2,3,1,24,4,4
z0p67,pass5,41,57,0.41,0.42,0.415,4.9741884,5.0614548,5.0178216,2.5,3,0.5,24,4,4
z0p67,pass5,42,57,0.42,0.43,0.425,4.9741884,5.0614548,5.0178216,5.5,6,0.5,24,4,4
z0p67,pass5,43,57,0.43,0.44,0.435,4.9741884,5.0614548,5.0178216,1.5,2,0.5,24,4,4
z0p67,pass5,44,57,0.44,0.45,0.445,4.9741884,5.0614548,5.0178216,1.25,2,0.75,24,4,4
z0p67,pass5,45,57,0.45,0.46,0.455,4.9741884,5.0614548,5.0178216,1.25,2,0.75,24,4,4
z0p67,pass5,46,57,0.46,0.47,0.465,4.9741884,5.0614548,5.0178216,1.5,2,0.5,24,4,4
z0p67,pass5,47,57,0.47,0.48,0.475,4.9741884,5.0614548,5.0178216,0,1,1,24,4,4
z0p67,pass5,48,57,0.48,0.49,0.485,4.9741884,5.0614548,5.0178216,-0.5,0,0.5,24,4,4
z0p67,pass5,49,57,0.49,0.5,0.495,4.9741884,5.0614548,5.0178216,1.25,2,0.75,24,4,4
z0p67,pass5,50,57,0.5,0.51,0.505,4.9741884,5.0614548,5.0178216,3.75,4,0.25,24,4,4
z0p67,pass5,51,57,0.51,0.52,0.515,4.9741884,5.0614548,5.0178216,1.5,2,0.5,24,4,4
z0p67,pass5,52,57,0.52,0.53,0.525,4.9741884,5.0614548,5.0178216,0,0,0,24,4,4
z0p67,pass5,53,57,0.53,0.54,0.535,4.9741884,5.0614548,5.0178216,1,1,0,24,4,4
z0p67,pass5,54,57,0.54,0.55,0.545,4.9741884,5.0614548,5.0178216,0,1,1,24,4,4
z0p67,pass5,55,57,0.55,0.56,0.555,4.9741884,5.0614548,5.0178216,0,1,1,24,4,4
z0p67,pass5,56,57,0.56,0.57,0.565,4.9741884,5.0614548,5.0178216,1,1,0,24,4,4
z0p67,pass5,57,57,0.57,0.58,0.575,4.9741884,5.0614548,5.0178216,-0.25,0,0.25,24,4,4
z0p67,pass5,58,57,0.58,0.59,0.585,4.9741884,5.0614548,5.0178216,-0.25,1,1.25,24,4,4
z0p67,pass5,59,57,0.59,0.6,0.595,4.9741884,5.0614548,5.0178216,-0.75,0,0.75,24,4,4
z0p67,pass5,0,58,0,0.01,0.005,5.0614548,5.1487213,5.1050881,8.75,10,1.25,24,4,4
z0p67,pass5,1,58,0.01,0.02,0.015,5.0614548,5.1487213,5.1050881,12.25,14,1.75,24,4,4
z0p67,pass5,2,58,0.02,0.03,0.025,5.0614548,5.1487213,5.1050881,22,26,4,24,4,4
z0p67,pass5,3,58,0.03,0.04,0.035,5.0614548,5.1487213,5.1050881,28.75,35,6.25,24,4,4
z0p67,pass5,4,58,0.04,0.05,0.045,5.0614548,5.1487213,5.1050881,21.5,28,6.5,24,4,4
z0p67,pass5,5,58,0.05,0.06,0.055,5.0614548,5.1487213,5.1050881,30.25,36,5.75,24,4,4
z0p67,pass5,6,58,0.06,0.07,0.065,5.0614548,5.1487213,5.1050881,29,38,9,24,4,4
z0p67,pass5,7,58,0.07,0.08,0.075,5.0614548,5.1487213,5.1050881,31.5,43,11.5,24,4,4
z0p67,pass5,8,58,0.08,0.09,0.085,5.0614548,5.1487213,5.1050881,37,45,8,24,4,4
z0p67,pass5,9,58,0.09,0.1,0.095,5.0614548,5.1487213,5.1050881,38.5,46,7.5,24,4,4
z0p67,pass5,10,58,0.1,0.11,0.105,5.0614548,5.1487213,5.1050881,42,49,7,24,4,4
z0p67,pass5,11,58,0.11,0.12,0.115,5.0614548,5.1487213,5.1050881,15,27,12,24,4,4
z0p67,pass5,12,58,0.12,0.13,0.125,5.0614548,5.1487213,5.1050881,36.25,42,5.75,24,4,4
z0p67,pass5,13,58,0.13,0.14,0.135,5.0614548,5.1487213,5.1050881,28.5,37,8.5,24,4,4
z0p67,pass5,14,58,0.14,0.15,0.145,5.0614548,5.1487213,5.1050881,26.5,36,9.5,24,4,4
z0p67,pass5,15,58,0.15,0.16,0.155,5.0614548,5.1487213,5.1050881,22.5,31,8.5,24,4,4
z0p67,pass5,16,58,0.16,0.17,0.165,5.0614548,5.1487213,5.1050881,37.25,44,6.75,24,4,4
z0p67,pass5,17,58,0.17,0.18,0.175,5.0614548,5.1487213,5.1050881,23,30,7,24,4,4
z0p67,pass5,18,58,0.18,0.19,0.185,5.0614548,5.1487213,5.1050881,16.75,25,8.25,24,4,4
z0p67,pass5,19,58,0.19,0.2,0.195,5.0614548,5.1487213,5.1050881,23.75,29,5.25,24,4,4
z0p67,pass5,20,58,0.2,0.21,0.205,5.0614548,5.1487213,5.1050881,17.25,24,6.75,24,4,4
z0p67,pass5,21,58,0.21,0.22,0.215,5.0614548,5.1487213,5.1050881,20.25,24,3.75,24,4,4
z0p67,pass5,22,58,0.22,0.23,0.225,5.0614548,5.1487213,5.1050881,10.5,13,2.5,24,4,4
z0p67,pass5,23,58,0.23,0.24,0.235,5.0614548,5.1487213,5.1050881,13.25,17,3.75,24,4,4
z0p67,pass5,24,58,0.24,0.25,0.245,5.0614548,5.1487213,5.1050881,12,15,3,24,4,4
z0p67,pass5,25,58,0.25,0.26,0.255,5.0614548,5.1487213,5.1050881,16.75,19,2.25,24,4,4
z0p67,pass5,26,58,0.26,0.27,0.265,5.0614548,5.1487213,5.1050881,11.5,13,1.5,24,4,4
z0p67,pass5,27,58,0.27,0.28,0.275,5.0614548,5.1487213,5.1050881,7.25,9,1.75,24,4,4
z0p67,pass5,28,58,0.28,0.29,0.285,5.0614548,5.1487213,5.1050881,7,9,2,24,4,4
z0p67,pass5,29,58,0.29,0.3,0.295,5.0614548,5.1487213,5.1050881,7.5,10,2.5,24,4,4
z0p67,pass5,30,58,0.3,0.31,0.305,5.0614548,5.1487213,5.1050881,2.25,3,0.75,24,4,4
z0p67,pass5,31,58,0.31,0.32,0.315,5.0614548,5.1487213,5.1050881,2.5,3,0.5,24,4,4
z0p67,pass5,32,58,0.32,0.33,0.325,5.0614548,5.1487213,5.1050881,4.25,5,0.75,24,4,4
z0p67,pass5,33,58,0.33,0.34,0.335,5.0614548,5.1487213,5.1050881,2.25,4,1.75,24,4,4
z0p67,pass5,34,58,0.34,0.35,0.345,5.0614548,5.1487213,5.1050881,0.25,1,0.75,24,4,4
z0p67,pass5,35,58,0.35,0.36,0.355,5.0614548,5.1487213,5.1050881,3.25,4,0.75,24,4,4
z0p67,pass5,36,58,0.36,0.37,0.365,5.0614548,5.1487213,5.1050881,7,7,0,24,4,4
z0p67,pass5,37,58,0.37,0.38,0.375,5.0614548,5.1487213,5.1050881,1.75,3,1.25,24,4,4
z0p67,pass5,38,58,0.38,0.39,0.385,5.0614548,5.1487213,5.1050881,8.75,9,0.25,24,4,4
z0p67,pass5,39,58,0.39,0.4,0.395,5.0614548,5.1487213,5.1050881,1,2,1,24,4,4
z0p67,pass5,40,58,0.4,0.41,0.405,5.0614548,5.1487213,5.1050881,0.25,1,0.75,24,4,4
z0p67,pass5,41,58,0.41,0.42,0.415,5.0614548,5.1487213,5.1050881,3.5,4,0.5,24,4,4
z0p67,pass5,42,58,0.42,0.43,0.425,5.0614548,5.1487213,5.1050881,2.75,3,0.25,24,4,4
z0p67,pass5,43,58,0.43,0.44,0.435,5.0614548,5.1487213,5.1050881,0.25,1,0.75,24,4,4
z0p67,pass5,44,58,0.44,0.45,0.445,5.0614548,5.1487213,5.1050881,1.5,2,0.5,24,4,4
z0p67,pass5,45,58,0.45,0.46,0.455,5.0614548,5.1487213,5.1050881,2.75,3,0.25,24,4,4
z0p67,pass5,46,58,0.46,0.47,0.465,5.0614548,5.1487213,5.1050881,0.5,1,0.5,24,4,4
z0p67,pass5,47,58,0.47,0.48,0.475,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,48,58,0.48,0.49,0.485,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,49,58,0.49,0.5,0.495,5.0614548,5.1487213,5.1050881,1,1,0,24,4,4
z0p67,pass5,50,58,0.5,0.51,0.505,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,51,58,0.51,0.52,0.515,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,52,58,0.52,0.53,0.525,5.0614548,5.1487213,5.1050881,2,2,0,24,4,4
z0p67,pass5,53,58,0.53,0.54,0.535,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,54,58,0.54,0.55,0.545,5.0614548,5.1487213,5.1050881,-0.5,0,0.5,24,4,4
z0p67,pass5,55,58,0.55,0.56,0.555,5.0614548,5.1487213,5.1050881,1,1,0,24,4,4
z0p67,pass5,56,58,0.56,0.57,0.565,5.0614548,5.1487213,5.1050881,1,1,0,24,4,4
z0p67,pass5,57,58,0.57,0.58,0.575,5.0614548,5.1487213,5.1050881,1.5,2,0.5,24,4,4
z0p67,pass5,58,58,0.58,0.59,0.585,5.0614548,5.1487213,5.1050881,3,3,0,24,4,4
z0p67,pass5,59,58,0.59,0.6,0.595,5.0614548,5.1487213,5.1050881,0.75,1,0.25,24,4,4
z0p67,pass5,0,59,0,0.01,0.005,5.1487213,5.2359878,5.1923545,2.75,4,1.25,24,4,4
z0p67,pass5,1,59,0.01,0.02,0.015,5.1487213,5.2359878,5.1923545,16,19,3,24,4,4
z0p67,pass5,2,59,0.02,0.03,0.025,5.1487213,5.2359878,5.1923545,19.75,27,7.25,24,4,4
z0p67,pass5,3,59,0.03,0.04,0.035,5.1487213,5.2359878,5.1923545,23.25,30,6.75,24,4,4
z0p67,pass5,4,59,0.04,0.05,0.045,5.1487213,5.2359878,5.1923545,36.25,42,5.75,24,4,4
z0p67,pass5,5,59,0.05,0.06,0.055,5.1487213,5.2359878,5.1923545,29.5,37,7.5,24,4,4
z0p67,pass5,6,59,0.06,0.07,0.065,5.1487213,5.2359878,5.1923545,39.5,48,8.5,24,4,4
z0p67,pass5,7,59,0.07,0.08,0.075,5.1487213,5.2359878,5.1923545,36,41,5,24,4,4
z0p67,pass5,8,59,0.08,0.09,0.085,5.1487213,5.2359878,5.1923545,18.75,26,7.25,24,4,4
z0p67,pass5,9,59,0.09,0.1,0.095,5.1487213,5.2359878,5.1923545,24.5,32,7.5,24,4,4
z0p67,pass5,10,59,0.1,0.11,0.105,5.1487213,5.2359878,5.1923545,25.75,33,7.25,24,4,4
z0p67,pass5,11,59,0.11,0.12,0.115,5.1487213,5.2359878,5.1923545,26.75,32,5.25,24,4,4
z0p67,pass5,12,59,0.12,0.13,0.125,5.1487213,5.2359878,5.1923545,28,36,8,24,4,4
z0p67,pass5,13,59,0.13,0.14,0.135,5.1487213,5.2359878,5.1923545,35,40,5,24,4,4
z0p67,pass5,14,59,0.14,0.15,0.145,5.1487213,5.2359878,5.1923545,28.25,35,6.75,24,4,4
z0p67,pass5,15,59,0.15,0.16,0.155,5.1487213,5.2359878,5.1923545,17.5,21,3.5,24,4,4
z0p67,pass5,16,59,0.16,0.17,0.165,5.1487213,5.2359878,5.1923545,22.25,28,5.75,24,4,4
z0p67,pass5,17,59,0.17,0.18,0.175,5.1487213,5.2359878,5.1923545,18.5,22,3.5,24,4,4
z0p67,pass5,18,59,0.18,0.19,0.185,5.1487213,5.2359878,5.1923545,13,17,4,24,4,4
z0p67,pass5,19,59,0.19,0.2,0.195,5.1487213,5.2359878,5.1923545,19.75,24,4.25,24,4,4
z0p67,pass5,20,59,0.2,0.21,0.205,5.1487213,5.2359878,5.1923545,10.5,14,3.5,24,4,4
z0p67,pass5,21,59,0.21,0.22,0.215,5.1487213,5.2359878,5.1923545,15.25,17,1.75,24,4,4
z0p67,pass5,22,59,0.22,0.23,0.225,5.1487213,5.2359878,5.1923545,7,9,2,24,4,4
z0p67,pass5,23,59,0.23,0.24,0.235,5.1487213,5.2359878,5.1923545,6.75,9,2.25,24,4,4
z0p67,pass5,24,59,0.24,0.25,0.245,5.1487213,5.2359878,5.1923545,3.5,6,2.5,24,4,4
z0p67,pass5,25,59,0.25,0.26,0.255,5.1487213,5.2359878,5.1923545,3.75,6,2.25,24,4,4
z0p67,pass5,26,59,0.26,0.27,0.265,5.1487213,5.2359878,5.1923545,4,5,1,24,4,4
z0p67,pass5,27,59,0.27,0.28,0.275,5.1487213,5.2359878,5.1923545,2,3,1,24,4,4
z0p67,pass5,28,59,0.28,0.29,0.285,5.1487213,5.2359878,5.1923545,4.75,6,1.25,24,4,4
z0p67,pass5,29,59,0.29,0.3,0.295,5.1487213,5.2359878,5.1923545,1.5,2,0.5,24,4,4
z0p67,pass5,30,59,0.3,0.31,0.305,5.1487213,5.2359878,5.1923545,0.5,1,0.5,24,4,4
z0p67,pass5,31,59,0.31,0.32,0.315,5.1487213,5.2359878,5.1923545,6.75,7,0.25,24,4,4
z0p67,pass5,32,59,0.32,0.33,0.325,5.1487213,5.2359878,5.1923545,1.25,2,0.75,24,4,4
z0p67,pass5,33,59,0.33,0.34,0.335,5.1487213,5.2359878,5.1923545,2.25,3,0.75,24,4,4
z0p67,pass5,34,59,0.34,0.35,0.345,5.1487213,5.2359878,5.1923545,1.25,2,0.75,24,4,4
z0p67,pass5,35,59,0.35,0.36,0.355,5.1487213,5.2359878,5.1923545,2.25,3,0.75,24,4,4
z0p67,pass5,36,59,0.36,0.37,0.365,5.1487213,5.2359878,5.1923545,0.5,1,0.5,24,4,4
z0p67,pass5,37,59,0.37,0.38,0.375,5.1487213,5.2359878,5.1923545,3.75,4,0.25,24,4,4
z0p67,pass5,38,59,0.38,0.39,0.385,5.1487213,5.2359878,5.1923545,-1,0,1,24,4,4
z0p67,pass5,39,59,0.39,0.4,0.395,5.1487213,5.2359878,5.1923545,2.5,3,0.5,24,4,4
z0p67,pass5,40,59,0.4,0.41,0.405,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,41,59,0.41,0.42,0.415,5.1487213,5.2359878,5.1923545,0.75,1,0.25,24,4,4
z0p67,pass5,42,59,0.42,0.43,0.425,5.1487213,5.2359878,5.1923545,0.75,1,0.25,24,4,4
z0p67,pass5,43,59,0.43,0.44,0.435,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,44,59,0.44,0.45,0.445,5.1487213,5.2359878,5.1923545,0.5,1,0.5,24,4,4
z0p67,pass5,45,59,0.45,0.46,0.455,5.1487213,5.2359878,5.1923545,-1.25,0,1.25,24,4,4
z0p67,pass5,46,59,0.46,0.47,0.465,5.1487213,5.2359878,5.1923545,-0.75,0,0.75,24,4,4
z0p67,pass5,47,59,0.47,0.48,0.475,5.1487213,5.2359878,5.1923545,0.75,1,0.25,24,4,4
z0p67,pass5,48,59,0.48,0.49,0.485,5.1487213,5.2359878,5.1923545,-0.25,0,0.25,24,4,4
z0p67,pass5,49,59,0.49,0.5,0.495,5.1487213,5.2359878,5.1923545,1,1,0,24,4,4
z0p67,pass5,50,59,0.5,0.51,0.505,5.1487213,5.2359878,5.1923545,0,1,1,24,4,4
z0p67,pass5,51,59,0.51,0.52,0.515,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,52,59,0.52,0.53,0.525,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,53,59,0.53,0.54,0.535,5.1487213,5.2359878,5.1923545,-0.25,0,0.25,24,4,4
z0p67,pass5,54,59,0.54,0.55,0.545,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,55,59,0.55,0.56,0.555,5.1487213,5.2359878,5.1923545,0.75,1,0.25,24,4,4
z0p67,pass5,56,59,0.56,0.57,0.565,5.1487213,5.2359878,5.1923545,0.75,1,0.25,24,4,4
z0p67,pass5,57,59,0.57,0.58,0.575,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,58,59,0.58,0.59,0.585,5.1487213,5.2359878,5.1923545,0.5,1,0.5,24,4,4
z0p67,pass5,59,59,0.59,0.6,0.595,5.1487213,5.2359878,5.1923545,0,0,0,24,4,4
z0p67,pass5,0,60,0,0.01,0.005,5.2359878,5.3232542,5.279621,-0.25,1,1.25,24,4,4
z0p67,pass5,1,60,0.01,0.02,0.015,5.2359878,5.3232542,5.279621,12.25,15,2.75,24,4,4
z0p67,pass5,2,60,0.02,0.03,0.025,5.2359878,5.3232542,5.279621,18,23,5,24,4,4
z0p67,pass5,3,60,0.03,0.04,0.035,5.2359878,5.3232542,5.279621,15.5,23,7.5,24,4,4
z0p67,pass5,4,60,0.04,0.05,0.045,5.2359878,5.3232542,5.279621,28.75,33,4.25,24,4,4
z0p67,pass5,5,60,0.05,0.06,0.055,5.2359878,5.3232542,5.279621,18.75,25,6.25,24,4,4
z0p67,pass5,6,60,0.06,0.07,0.065,5.2359878,5.3232542,5.279621,19,28,9,24,4,4
z0p67,pass5,7,60,0.07,0.08,0.075,5.2359878,5.3232542,5.279621,39.25,44,4.75,24,4,4
z0p67,pass5,8,60,0.08,0.09,0.085,5.2359878,5.3232542,5.279621,23.75,31,7.25,24,4,4
z0p67,pass5,9,60,0.09,0.1,0.095,5.2359878,5.3232542,5.279621,20.75,31,10.25,24,4,4
z0p67,pass5,10,60,0.1,0.11,0.105,5.2359878,5.3232542,5.279621,24.75,30,5.25,24,4,4
z0p67,pass5,11,60,0.11,0.12,0.115,5.2359878,5.3232542,5.279621,14,19,5,24,4,4
z0p67,pass5,12,60,0.12,0.13,0.125,5.2359878,5.3232542,5.279621,23.75,29,5.25,24,4,4
z0p67,pass5,13,60,0.13,0.14,0.135,5.2359878,5.3232542,5.279621,21.5,28,6.5,24,4,4
z0p67,pass5,14,60,0.14,0.15,0.145,5.2359878,5.3232542,5.279621,15.5,19,3.5,24,4,4
z0p67,pass5,15,60,0.15,0.16,0.155,5.2359878,5.3232542,5.279621,10.75,15,4.25,24,4,4
z0p67,pass5,16,60,0.16,0.17,0.165,5.2359878,5.3232542,5.279621,15,18,3,24,4,4
z0p67,pass5,17,60,0.17,0.18,0.175,5.2359878,5.3232542,5.279621,8.25,13,4.75,24,4,4
z0p67,pass5,18,60,0.18,0.19,0.185,5.2359878,5.3232542,5.279621,6.5,9,2.5,24,4,4
z0p67,pass5,19,60,0.19,0.2,0.195,5.2359878,5.3232542,5.279621,6.75,9,2.25,24,4,4
z0p67,pass5,20,60,0.2,0.21,0.205,5.2359878,5.3232542,5.279621,8,10,2,24,4,4
z0p67,pass5,21,60,0.21,0.22,0.215,5.2359878,5.3232542,5.279621,4,5,1,24,4,4
z0p67,pass5,22,60,0.22,0.23,0.225,5.2359878,5.3232542,5.279621,8,9,1,24,4,4
z0p67,pass5,23,60,0.23,0.24,0.235,5.2359878,5.3232542,5.279621,7.25,8,0.75,24,4,4
z0p67,pass5,24,60,0.24,0.25,0.245,5.2359878,5.3232542,5.279621,2.75,3,0.25,24,4,4
z0p67,pass5,25,60,0.25,0.26,0.255,5.2359878,5.3232542,5.279621,4,5,1,24,4,4
z0p67,pass5,26,60,0.26,0.27,0.265,5.2359878,5.3232542,5.279621,1.75,3,1.25,24,4,4
z0p67,pass5,27,60,0.27,0.28,0.275,5.2359878,5.3232542,5.279621,2.5,3,0.5,24,4,4
z0p67,pass5,28,60,0.28,0.29,0.285,5.2359878,5.3232542,5.279621,3,4,1,24,4,4
z0p67,pass5,29,60,0.29,0.3,0.295,5.2359878,5.3232542,5.279621,2.25,3,0.75,24,4,4
z0p67,pass5,30,60,0.3,0.31,0.305,5.2359878,5.3232542,5.279621,4,4,0,24,4,4
z0p67,pass5,31,60,0.31,0.32,0.315,5.2359878,5.3232542,5.279621,-1,0,1,24,4,4
z0p67,pass5,32,60,0.32,0.33,0.325,5.2359878,5.3232542,5.279621,2.75,3,0.25,24,4,4
z0p67,pass5,33,60,0.33,0.34,0.335,5.2359878,5.3232542,5.279621,4,4,0,24,4,4
